0REMESSANOTIFICACAO ELETRONICA        99999999999999BICBANCO                                AV. PAULISTA                            1048      12.ANDAR  BELA VISTA                    SAO PAULO                     01310100SP1121739360CORTINHAL                               COORDENADOR                             22082012                                                                                                                                                                                                                                                                                                                                                                                      000001
1015420931819COBR_CAUC_COR  COOPERATIVA TRITICOLA ERECHIM LTDA      083310441000117COOPERATIVA CENTRAL OESTE CATARINE      RUA JOAO MARTINS, 219 D                 CHAPECO                                 89803901SC37300000010095806480113/1     30072012900BRADESCO S/A        0801201300000000020072613CC                                                                                                                                                                                                                                                                                                                                                                                                         000002
1048421000095COBR_CAUC_BIC  ACUMULADORES AJAX LTDA                  002718023000161COMERCIAL DE SEGURANCA FRAZAO LTDA      AV NOSSA SENHORA DE FATIMA 2058         JOAO PESSOA                             58040380PB373420000100593931002691701   06082012043JOAO PESSOA         2509201200000000000128915CC                                                                                                                                                                                                                                                                                                                                                                                                         000032
1048421000095COBR_CAUC_BIC  ACUMULADORES AJAX LTDA                  013455004000106BS - SEG SISTEMAS ELETRONICOS LTDA      RUA VIRGILIO MALTA, 60                  BAURU                                   17014440SP37343000010057922924122402    03072012048AGENCIA BAURU       2708201200000000000044957CC                                                                                                                                                                                                                                                                                                                                                                                                         000033
1048421000095COBR_CAUC_BIC  ACUMULADORES AJAX LTDA                  013455004000106BS - SEG SISTEMAS ELETRONICOS LTDA      RUA VIRGILIO MALTA, 60                  BAURU                                   17014440SP37343000020057923724122403    03072012048AGENCIA BAURU       2609201200000000000044957CC                                                                                                                                                                                                                                                                                                                                                                                                         000034
1048421000095COBR_CAUC_BIC  ACUMULADORES AJAX LTDA                  013455004000106BS - SEG SISTEMAS ELETRONICOS LTDA      RUA VIRGILIO MALTA, 60                  BAURU                                   17014440SP37343000030057924524122404    03072012048AGENCIA BAURU       2710201200000000000044957CC                                                                                                                                                                                                                                                                                                                                                                                                         000035
1048421000095COBR_CAUC_BIC  ACUMULADORES AJAX LTDA                  010988466000109DPA DIST PORTOES AUTOMATIZADOS CAR      RUA DELMIRO GOUVEIA 942                 JUAZEIRO DO NOR                         63050220CE373440000100579431024139303   05072012005JUAZEIRO            0309201200000000000070656CC                                                                                                                                                                                                                                                                                                                                                                                                         000036
1048421000095COBR_CAUC_BIC  ACUMULADORES AJAX LTDA                  010988466000109DPA DIST PORTOES AUTOMATIZADOS CAR      RUA DELMIRO GOUVEIA 942                 JUAZEIRO DO NOR                         63050220CE373440000200579440024139304   05072012005JUAZEIRO            1809201200000000000070656CC                                                                                                                                                                                                                                                                                                                                                                                                         000037
1048421000095COBR_CAUC_BIC  ACUMULADORES AJAX LTDA                  010988466000109DPA DIST PORTOES AUTOMATIZADOS CAR      RUA DELMIRO GOUVEIA 942                 JUAZEIRO DO NOR                         63050220CE373440000300579458024139305   05072012005JUAZEIRO            0310201200000000000070656CC                                                                                                                                                                                                                                                                                                                                                                                                         000038
1048421000095COBR_CAUC_BIC  ACUMULADORES AJAX LTDA                  010988466000109DPA DIST PORTOES AUTOMATIZADOS CAR      RUA DELMIRO GOUVEIA 942                 JUAZEIRO DO NOR                         63050220CE373440000400579342024139401   05072012005JUAZEIRO            2408201200000000000045760CC                                                                                                                                                                                                                                                                                                                                                                                                         000039
1048421000095COBR_CAUC_BIC  ACUMULADORES AJAX LTDA                  001465881000189M R NUNES FEITOSA ME                    AV JOAQUIM RIBEIRO 795 803              TERESINA                                64001480PI373450000100559619002442601   04052012041TERESINA            1309201200000000000118720CC                                                                                                                                                                                                                                                                                                                                                                                                         000040
1048421000095COBR_CAUC_BIC  ACUMULADORES AJAX LTDA                  001465881000189M R NUNES FEITOSA ME                    AV JOAQUIM RIBEIRO 795 803              TERESINA                                64001480PI373450000200559601002442701   04052012041TERESINA            1309201200000000000068077CC                                                                                                                                                                                                                                                                                                                                                                                                         000041
1048421000095COBR_CAUC_BIC  ACUMULADORES AJAX LTDA                  001465881000189M R NUNES FEITOSA ME                    AV JOAQUIM RIBEIRO 795 803              TERESINA                                64001480PI373450000300559805023843401   04052012041TERESINA            1309201200000000000066239CC                                                                                                                                                                                                                                                                                                                                                                                                         000042
1048421000095COBR_CAUC_BIC  ACUMULADORES AJAX LTDA                  001465881000189M R NUNES FEITOSA ME                    AV JOAQUIM RIBEIRO 795 803              TERESINA                                64001480PI373450000400559830023843501   04052012041TERESINA            1309201200000000000036596CC                                                                                                                                                                                                                                                                                                                                                                                                         000043
1048421000095COBR_CAUC_BIC  ACUMULADORES AJAX LTDA                  013985890000180TELETOK COM DE MATERIAS P TELEFONI      RUA AMADO COUTINHO 397                  SALVADOR                                40285500BA373460000100586969024182402   13072012013SALVADOR            1109201200000000000101600CC                                                                                                                                                                                                                                                                                                                                                                                                         000044
1048421000095COBR_CAUC_BIC  ACUMULADORES AJAX LTDA                  013985890000180TELETOK COM DE MATERIAS P TELEFONI      RUA AMADO COUTINHO 397                  SALVADOR                                40285500BA373460000200586802024182403   13072012013SALVADOR            1110201200000000000101600CC                                                                                                                                                                                                                                                                                                                                                                                                         000045
1048421000095COBR_CAUC_BIC  ACUMULADORES AJAX LTDA                  013985890000180TELETOK COM DE MATERIAS P TELEFONI      RUA AMADO COUTINHO 397                  SALVADOR                                40285500BA373460000300586811024182404   13072012013SALVADOR            1211201200000000000101600CC                                                                                                                                                                                                                                                                                                                                                                                                         000046
1048421000095COBR_CAUC_BIC  ACUMULADORES AJAX LTDA                  007376540000113GEORGE ANTONIO NOGUEIRA ME              RUA JOSE CANDIDO DE MORAES 18           SAO LUIS                                65073830MA373470000100579059024095903   26062012042SAO LUIS            2708201200000000000052992CC                                                                                                                                                                                                                                                                                                                                                                                                         000047
1048421000095COBR_CAUC_BIC  ACUMULADORES AJAX LTDA                  007376540000113GEORGE ANTONIO NOGUEIRA ME              RUA JOSE CANDIDO DE MORAES 18           SAO LUIS                                65073830MA373470000200579067024095904   26062012042SAO LUIS            1009201200000000000052992CC                                                                                                                                                                                                                                                                                                                                                                                                         000048
1048421000095COBR_CAUC_BIC  ACUMULADORES AJAX LTDA                  007376540000113GEORGE ANTONIO NOGUEIRA ME              RUA JOSE CANDIDO DE MORAES 18           SAO LUIS                                65073830MA373470000300579075024095905   26062012042SAO LUIS            2409201200000000000052992CC                                                                                                                                                                                                                                                                                                                                                                                                         000049
1048421000095COBR_CAUC_BIC  ACUMULADORES AJAX LTDA                  007376540000113GEORGE ANTONIO NOGUEIRA ME              RUA JOSE CANDIDO DE MORAES 18           SAO LUIS                                65073830MA373470000400579377024139703   05072012042SAO LUIS            0309201200000000000052992CC                                                                                                                                                                                                                                                                                                                                                                                                         000050
1048421000095COBR_CAUC_BIC  ACUMULADORES AJAX LTDA                  007376540000113GEORGE ANTONIO NOGUEIRA ME              RUA JOSE CANDIDO DE MORAES 18           SAO LUIS                                65073830MA373470000500579385024139704   05072012042SAO LUIS            1809201200000000000052992CC                                                                                                                                                                                                                                                                                                                                                                                                         000051
1048421000095COBR_CAUC_BIC  ACUMULADORES AJAX LTDA                  007376540000113GEORGE ANTONIO NOGUEIRA ME              RUA JOSE CANDIDO DE MORAES 18           SAO LUIS                                65073830MA373470000600579393024139705   05072012042SAO LUIS            0310201200000000000052992CC                                                                                                                                                                                                                                                                                                                                                                                                         000052
1048421000095COBR_CAUC_BIC  ACUMULADORES AJAX LTDA                  007376540000113GEORGE ANTONIO NOGUEIRA ME              RUA JOSE CANDIDO DE MORAES 18           SAO LUIS                                65073830MA373470000700579407024139801   05072012042SAO LUIS            2408201200000000000034320CC                                                                                                                                                                                                                                                                                                                                                                                                         000053
1048421000095COBR_CAUC_COR  ACUMULADORES AJAX LTDA                  009317202000136JEFFERSON GONCALVES PEREIRA ME          RUA VEREADOR EUZEBINHO CABRAL 417       GOVERNADOR VALA                         35010260MG373480000100571112024060203   18062012900BRADESCO S/A        1709201200000000000212200CC                                                                                                                                                                                                                                                                                                                                                                                                         000054
1048421000095COBR_CAUC_COR  ACUMULADORES AJAX LTDA                  009317202000136JEFFERSON GONCALVES PEREIRA ME          RUA VEREADOR EUZEBINHO CABRAL 417       GOVERNADOR VALA                         35010260MG373480000200571104024060204   18062012900BRADESCO S/A        1610201200000000000212200CC                                                                                                                                                                                                                                                                                                                                                                                                         000055
1048421000095COBR_CAUC_BIC  ACUMULADORES AJAX LTDA                  002200238000196MERCOSAT COMPONENTES ELETRONICOS L      RUA SAO NICOLAU 903                     PORTO ALEGRE                            91030230RS373490000100560021024021503   06062012015PORTO ALEGRE        0409201200000000000216400CC                                                                                                                                                                                                                                                                                                                                                                                                         000056
1048421000095COBR_CAUC_BIC  ACUMULADORES AJAX LTDA                  002200238000196MERCOSAT COMPONENTES ELETRONICOS L      RUA SAO NICOLAU 903                     PORTO ALEGRE                            91030230RS373490000200560030024021504   06062012015PORTO ALEGRE        0410201200000000000216400CC                                                                                                                                                                                                                                                                                                                                                                                                         000057
1048421000095COBR_CAUC_COR  ACUMULADORES AJAX LTDA                  011026122000254SUDOESTE COMERCIO DE BATERIAS LTDA      AV DERALDO MENDES N. 425                VITORIA DA CONQ                         45051185BA373500000100530947023828403   02052012600HSBC BANK BRASIL    3008201200000000000234599CC                                                                                                                                                                                                                                                                                                                                                                                                         000058
1048421000095COBR_CAUC_COR  ACUMULADORES AJAX LTDA                  011026122000254SUDOESTE COMERCIO DE BATERIAS LTDA      AV DERALDO MENDES N. 425                VITORIA DA CONQ                         45051185BA373500000200530912023828503   02052012600HSBC BANK BRASIL    3008201200000000000227447CC                                                                                                                                                                                                                                                                                                                                                                                                         000059
1048421000095COBR_CAUC_BIC  ACUMULADORES AJAX LTDA                  004518084000100RCD INFORMATICA ME                      AV CORIFEU DE AZEVEDO MARQUES 3 597     SAO PAULO                               05339001SP373510000100586837002636101   13072012007PAULISTA            0309201200000000000084237CC                                                                                                                                                                                                                                                                                                                                                                                                         000060
1048421000095COBR_CAUC_BIC  ACUMULADORES AJAX LTDA                  004518084000100RCD INFORMATICA ME                      AV CORIFEU DE AZEVEDO MARQUES 3 597     SAO PAULO                               05339001SP373510000200573760024087403   22062012007PAULISTA            2009201200000000000044732CC                                                                                                                                                                                                                                                                                                                                                                                                         000061
1048421000095COBR_CAUC_BIC  ACUMULADORES AJAX LTDA                  004518084000100RCD INFORMATICA ME                      AV CORIFEU DE AZEVEDO MARQUES 3 597     SAO PAULO                               05339001SP373510000300586942024181102   13072012007PAULISTA            1109201200000000000177702CC                                                                                                                                                                                                                                                                                                                                                                                                         000062
1048421000095COBR_CAUC_BIC  ACUMULADORES AJAX LTDA                  004518084000100RCD INFORMATICA ME                      AV CORIFEU DE AZEVEDO MARQUES 3 597     SAO PAULO                               05339001SP373510000400586951024181103   13072012007PAULISTA            1110201200000000000177756CC                                                                                                                                                                                                                                                                                                                                                                                                         000063
1048421000095COBR_CAUC_BIC  ACUMULADORES AJAX LTDA                  004518084000100RCD INFORMATICA ME                      AV CORIFEU DE AZEVEDO MARQUES 3 597     SAO PAULO                               05339001SP373510000500586934024181201   13072012007PAULISTA            0309201200000000000073250CC                                                                                                                                                                                                                                                                                                                                                                                                         000064
1048421000095COBR_CAUC_COR  ACUMULADORES AJAX LTDA                  008181769000165MASTER COM E REPRESENTACAO DE BATE      RUA SAO PAULO 309 LETRA 1               CARUARU                                 55012000PE373520000100578885024077704   21062012600HSBC BANK BRASIL    2910201200000000000172060CC                                                                                                                                                                                                                                                                                                                                                                                                         000065
1048421000095COBR_CAUC_COR  ACUMULADORES AJAX LTDA                  008181769000165MASTER COM E REPRESENTACAO DE BATE      RUA SAO PAULO 309 LETRA 1               CARUARU                                 55012000PE373520000200578966024077804   21062012600HSBC BANK BRASIL    2910201200000000000243020CC                                                                                                                                                                                                                                                                                                                                                                                                         000066
