0REMESSANOTIFICACAO ELETRONICA        99999999999999BICBANCO                                AV. PAULISTA                            1048      12.ANDAR  BELA VISTA                    SAO PAULO                     01310100SP1121739360CORTINHAL                               COORDENADOR                             13102011                                                                                                                                                                                                                                                                                                                                                                                      000001
1007421054560DIR_CREDIT     MAXXOR DO BRASIL IMP E EXP              045298569000113PREFEITURA MUNICIPAL DE ALTINOPOLIS     RUA MAJOR GARCIA                        ALTINOPOLIS                             14350000SP3113600001                                                                                                                                          481055559           060520110000019361046/2011. 0403102011000404Contratos para aquisição de um retroescavadeira (CONV.0336992-01) e de uma motoniveladora (CONV.0347612-36).                                                                                                                                    012765881000110              000002
1044481016610DIR_CREDIT     A.P.V. EMPREENDIMENTOS LTDA             024365710000183UNIVERSIDADE FEDERAL DO RN - UFRN       AV SENADOR SALGADO FILHO - 3000         NATAL                                   59078970RN3115000001                                                                                                                                          481017080           301220100000017783131/2010-UFR04102011000404ampliação do bloco 01 do pavilhão acadêmico do campus avançado do trai-ri - santa cruz/rn.                                                                                                                                                      003271170000107              000003
1014441017721DIR_CREDIT     TV OMEGA LTDA                           030902803000100IGREJA INTERNACIONAL DA GRACA DE DEUS   ESR DOS BANDEIRANTES, 1000              TAQUARA                                 22710112RJ3116400001                                                                                                                                          011615328           280920090000010207            05102011000403CONTRATO DE CESSAO ONEROSA DE ESPAÇO TELEVISIVO E PRESTAÇÃO DE SERVIÇOS CONEXOS                                                                                                                                                                 002131538000322              000004
1014441017721DIR_CREDIT     TV OMEGA LTDA                           030902803000100IGREJA INTERNACIONAL DA GRACA DE DEUS   EST DOS BANDEIRANTES, 1000              TAQUARA                                 22710112RJ3116500001                                                                                                                                          011615328           010420100000012859            05102011000403Cessão onerosa de espaço televisivo,ref. programação a ser veiculada e exibida por todas as emissoras da rede tv!, de segunda a sexta-feira,c/duração de 3h e 30 min,c/início às 5h e término às 8h e 30min.                                    002131538000322              000005
1041481008150DIR_CREDIT     JJ ENGENHARIA E CONSTRUCOES LTDA        008809355000138SETRANS - SEC DE TRANSP DO PIAUI        AV. PEDRO FREITAS, S/N, BLOCO G, 1 ANDARTERESINA                                64000000PI3116600001                                                                                                                                          481008400           29052009000000991245/2008     05102011000404PAVIMENTACAO DA RODOVIA PI-224-TRECHO: SAO MIGUEL DA BAIXA GRANDE/PRATADO PIAUI, COMPREENDENDO UMA EXTENSAO DE 25,70KM, NO ESTADO DO PIAUI.                                                                                                     001110424000171              000006
1013421019571DIR_CREDIT     JPNOR ENGENHARIA LTDA                   042150391000170BRASKEM S.A.                            RUA ETENO,1561-POLO PETROQUIMICO        CAMAçARI                                42800000BA3121200001                                                                                                                                          481023080           10022010000001798510108/2009  07102011000404Elaboração de projetos conceituais, de engenharia básica, de detalhamento de projeto, de automação, estudos técnicos e estudos de viabilidade.                                                                                                  001531864000100              000007
1013421019571DIR_CREDIT     JPNOR ENGENHARIA LTDA                   001202799000242RIO POLIMEROS S.A.                      RUA MARUMBI, 1001-CAMPOS ELISEOS        DUQUE DE CAXIAS                         25070235RJ3121300001                                                                                                                                          481023080           10022010000001985910108       07102011000404Elaboração de projetos conceituais, de engenharia básica, de detalha-  mento de projeto, de automação, estudos técnicos e estudos de viabilidade.                                                                                               001531864000100              000008
1013421019571DIR_CREDIT     JPNOR ENGENHARIA LTDA                   009017802000260QUATTOR PARTICIPAçõES S/A               AV PRESIDENTE COSTA E SILVA,400         SANTO ANDRE                             09270000SP3121400001                                                                                                                                          481023080           10022010000001986010108       07102011000404Elaboração de projetos conceituais, de engenharia básica, de detalha-  mento de projeto, de automação, estudos técnicos e estudos de viabilidade.                                                                                               001531864000100              000009
1013421019571DIR_CREDIT     JPNOR ENGENHARIA LTDA                   004705090000177QUATTOR PETROQUIMICA S.A.               AV AYRTON SENA DA SILVA,2700-JD ORATORIOMAUA                                    09380901SP3121500001                                                                                                                                          481023080           10022010000001986210108       07102011000404elaboração de projetos conceituais, de engenharia básica, de detalhamento de projeto, de automação, estudos técnicos e estudos de viabilidade.                                                                                                  001531864000100              000010
1047421000232COBR_CAUC_BIC  JOFER EMBALAGENS LTDA.                  000190373000172IND. E COM. DE COSMETICOS NATURA L      AVENIDA JURUA, 253                      BARUERI                                 06455010SP3129300001011118130025247     07102011007PAULISTA            2112201100000000017724951CC                                                                                                                                                                                                                                                                                                                                                                                                         000011
1003441000362COBR_CAUC_COR  PESQUEIRA MAGUARY LTDA                  003636036000154ASA BRANCA INDL. COML. E IMPORTADO      AVENIDA ASA BRANCA - DISTRITO ,342      ARAPIRACA                               57303750AL313150000404026550000002554A  19092011900BRADESCO S/A        1810201100000000000257133CC                                                                                                                                                                                                                                                                                                                                                                                                         000024
1003441000362COBR_CAUC_COR  PESQUEIRA MAGUARY LTDA                  003636036000154ASA BRANCA INDL. COML. E IMPORTADO      AVENIDA ASA BRANCA - DISTRITO ,342      ARAPIRACA                               57303750AL313150000504026657000002554C  19092011900BRADESCO S/A        2810201100000000000257134CC                                                                                                                                                                                                                                                                                                                                                                                                         000025
1003441000362COBR_CAUC_COR  PESQUEIRA MAGUARY LTDA                  003636036000154ASA BRANCA INDL. COML. E IMPORTADO      AVENIDA ASA BRANCA - DISTRITO ,342      ARAPIRACA                               57303750AL313150000604026665000002554B  19092011900BRADESCO S/A        2310201100000000000257133CC                                                                                                                                                                                                                                                                                                                                                                                                         000026
1003441000362COBR_CAUC_BIC  PESQUEIRA MAGUARY LTDA                  005780031000126GUILHERME AUGUSTO SILVA DISTRIBUID      RODOVIA BR 040 KM 688 PAV ,0-CEASA      CONTAGEM                                32145900MG313160000104013172000002433G  25082011019BELO HORIZONTE      1810201100000000002236000CC                                                                                                                                                                                                                                                                                                                                                                                                         000027
1003441000362COBR_CAUC_BIC  PESQUEIRA MAGUARY LTDA                  005780031000126GUILHERME AUGUSTO SILVA DISTRIBUID      RODOVIA BR 040 KM 688 PAV ,0-CEASA      CONTAGEM                                32145900MG313160000204013181000002433H  25082011019BELO HORIZONTE      2310201100000000002236000CC                                                                                                                                                                                                                                                                                                                                                                                                         000028
1003441000362COBR_CAUC_BIC  PESQUEIRA MAGUARY LTDA                  005780031000126GUILHERME AUGUSTO SILVA DISTRIBUID      RODOVIA BR 040 KM 688 PAV ,0-CEASA      CONTAGEM                                32145900MG313160000304013199000002433I  25082011019BELO HORIZONTE      2810201100000000002236000CC                                                                                                                                                                                                                                                                                                                                                                                                         000029
1003441000362COBR_CAUC_BIC  PESQUEIRA MAGUARY LTDA                  005780031000126GUILHERME AUGUSTO SILVA DISTRIBUID      RODOVIA BR 040 KM 688 PAV ,0-CEASA      CONTAGEM                                32145900MG313160000404014721000002459E  30082011019BELO HORIZONTE      1610201100000000000689680CC                                                                                                                                                                                                                                                                                                                                                                                                         000030
1003441000362COBR_CAUC_BIC  PESQUEIRA MAGUARY LTDA                  003721769000278MASTERBOI LTDA                          AV. RECUPERACAO,,7380                   RECIFE                                  52291000PE313170000104022589000002537C  15092011010RECIFE              0311201100000000002868334CC                                                                                                                                                                                                                                                                                                                                                                                                         000031
1003441000362COBR_CAUC_BIC  PESQUEIRA MAGUARY LTDA                  003721769000278MASTERBOI LTDA                          AV. RECUPERACAO,,7380                   RECIFE                                  52291000PE313170000204022597000002537A  15092011010RECIFE              2410201100000000002868333CC                                                                                                                                                                                                                                                                                                                                                                                                         000032
1003441000362COBR_CAUC_BIC  PESQUEIRA MAGUARY LTDA                  003721769000278MASTERBOI LTDA                          AV. RECUPERACAO,,7380                   RECIFE                                  52291000PE313170000304022601000002537B  15092011010RECIFE              2910201100000000002868333CC                                                                                                                                                                                                                                                                                                                                                                                                         000033
1003441000362COBR_CAUC_BIC  PESQUEIRA MAGUARY LTDA                  024150377000195KARNE KEIJO LOGISTICA INTEGRADA LT      RODOVIA BR-101 SUL,3700                 RECIFE                                  50900400PE313180000104028447000002639   29092011010RECIFE              0711201100000000009738000CC                                                                                                                                                                                                                                                                                                                                                                                                         000034
1003441000362COBR_CAUC_BIC  PESQUEIRA MAGUARY LTDA                  033381286000151SUPER MERCADO ZONA SUL S/A              RUA COMANDANTE VERGUEIRO DA CR,226      RIO DE JANEIRO                          21021020RJ3131900001040199441946        08092011014RIO DE JANEIRO      1910201100000000002244000CC                                                                                                                                                                                                                                                                                                                                                                                                         000035
1003441000362COBR_CAUC_BIC  PESQUEIRA MAGUARY LTDA                  033381286000151SUPER MERCADO ZONA SUL S/A              RUA COMANDANTE VERGUEIRO DA CR,226      RIO DE JANEIRO                          21021020RJ313190000204028439000002065   29092011014RIO DE JANEIRO      1511201100000000004400000CC                                                                                                                                                                                                                                                                                                                                                                                                         000036
1003441000362COBR_CAUC_BIC  PESQUEIRA MAGUARY LTDA                  033381286000151SUPER MERCADO ZONA SUL S/A              RUA COMANDANTE VERGUEIRO DA CR,226      RIO DE JANEIRO                          21021020RJ3131900003040292312075        30092011014RIO DE JANEIRO      1011201100000000001116500CC                                                                                                                                                                                                                                                                                                                                                                                                         000037
1003441000362COBR_CAUC_BIC  PESQUEIRA MAGUARY LTDA                  033381286000151SUPER MERCADO ZONA SUL S/A              RUA COMANDANTE VERGUEIRO DA CR,226      RIO DE JANEIRO                          21021020RJ3131900004040292492076        30092011014RIO DE JANEIRO      1011201100000000001429800CC                                                                                                                                                                                                                                                                                                                                                                                                         000038
1003441000362COBR_CAUC_BIC  PESQUEIRA MAGUARY LTDA                  033381286000151SUPER MERCADO ZONA SUL S/A              RUA COMANDANTE VERGUEIRO DA CR,226      RIO DE JANEIRO                          21021020RJ3131900005040292572077        30092011014RIO DE JANEIRO      1011201100000000001416150CC                                                                                                                                                                                                                                                                                                                                                                                                         000039
1003441000362COBR_CAUC_BIC  PESQUEIRA MAGUARY LTDA                  033381286000151SUPER MERCADO ZONA SUL S/A              RUA COMANDANTE VERGUEIRO DA CR,226      RIO DE JANEIRO                          21021020RJ3131900006040292652078        30092011014RIO DE JANEIRO      1011201100000000000657000CC                                                                                                                                                                                                                                                                                                                                                                                                         000040
1003441000362COBR_CAUC_BIC  PESQUEIRA MAGUARY LTDA                  033381286000151SUPER MERCADO ZONA SUL S/A              RUA COMANDANTE VERGUEIRO DA CR,226      RIO DE JANEIRO                          21021020RJ3131900007040292732079        30092011014RIO DE JANEIRO      1011201100000000000657000CC                                                                                                                                                                                                                                                                                                                                                                                                         000041
1003441000362COBR_CAUC_BIC  PESQUEIRA MAGUARY LTDA                  010542662000147COCO BAMBU LAGO SUL COMERCIO DE AL      SETOR DE CLUBE,301-TRECHO 2 CJ 36       BRASILIA                                70200002DF313200000104003533000001775B  10082011009BRASILIA            0111201100000000008376340CC                                                                                                                                                                                                                                                                                                                                                                                                         000042
1003441000362COBR_CAUC_BIC  PESQUEIRA MAGUARY LTDA                  010542662000147COCO BAMBU LAGO SUL COMERCIO DE AL      SETOR DE CLUBE,301-TRECHO 2 CJ 36       BRASILIA                                70200002DF313200000204022619000001691E  28072011009BRASILIA            1510201100000000003667950CC                                                                                                                                                                                                                                                                                                                                                                                                         000043
1003441000362COBR_CAUC_COR  PESQUEIRA MAGUARY LTDA                  003083231000790CEMA CENTRAL MINEIRA ATACADISTA LT      ROD. BR 040 - KM 515, 750,750           RIBEIRAO DAS NE                         33805470MG313210000104011871000002427A  24082011900BRADESCO S/A        1910201100000000004121367CC                                                                                                                                                                                                                                                                                                                                                                                                         000044
1003441000362COBR_CAUC_COR  PESQUEIRA MAGUARY LTDA                  003083231000790CEMA CENTRAL MINEIRA ATACADISTA LT      ROD. BR 040 - KM 515, 750,750           RIBEIRAO DAS NE                         33805470MG313210000204011889000002427B  24082011900BRADESCO S/A        2410201100000000004121367CC                                                                                                                                                                                                                                                                                                                                                                                                         000045
1003441000362COBR_CAUC_COR  PESQUEIRA MAGUARY LTDA                  003083231000790CEMA CENTRAL MINEIRA ATACADISTA LT      ROD. BR 040 - KM 515, 750,750           RIBEIRAO DAS NE                         33805470MG313210000304011897000002427C  24082011900BRADESCO S/A        2910201100000000004121366CC                                                                                                                                                                                                                                                                                                                                                                                                         000046
1003441000362COBR_CAUC_BIC  PESQUEIRA MAGUARY LTDA                  010573573000168COCO BAMBU TERESINA LTDA                RUA PROFESSOR JOCA VIEIRA,1227          TERESINA                                64048300PI313220000104026576000002576D  20092011041TERESINA            0511201100000000000512500CC                                                                                                                                                                                                                                                                                                                                                                                                         000047
1003441000362COBR_CAUC_BIC  PESQUEIRA MAGUARY LTDA                  010573573000168COCO BAMBU TERESINA LTDA                RUA PROFESSOR JOCA VIEIRA,1227          TERESINA                                64048300PI313220000204026584000002576C  20092011041TERESINA            3110201100000000000512500CC                                                                                                                                                                                                                                                                                                                                                                                                         000048
1003441000362COBR_CAUC_BIC  PESQUEIRA MAGUARY LTDA                  010573573000168COCO BAMBU TERESINA LTDA                RUA PROFESSOR JOCA VIEIRA,1227          TERESINA                                64048300PI313220000304026592000002576B  20092011041TERESINA            2610201100000000000512500CC                                                                                                                                                                                                                                                                                                                                                                                                         000049
1003441000362COBR_CAUC_BIC  PESQUEIRA MAGUARY LTDA                  010573573000168COCO BAMBU TERESINA LTDA                RUA PROFESSOR JOCA VIEIRA,1227          TERESINA                                64048300PI313220000404026606000002576A  20092011041TERESINA            2110201100000000000512500CC                                                                                                                                                                                                                                                                                                                                                                                                         000050
1003441000362COBR_CAUC_BIC  PESQUEIRA MAGUARY LTDA                  010573573000168COCO BAMBU TERESINA LTDA                RUA PROFESSOR JOCA VIEIRA,1227          TERESINA                                64048300PI313220000504027378000002634A  28092011041TERESINA            0111201100000000000985714CC                                                                                                                                                                                                                                                                                                                                                                                                         000051
1003441000362COBR_CAUC_BIC  PESQUEIRA MAGUARY LTDA                  010573573000168COCO BAMBU TERESINA LTDA                RUA PROFESSOR JOCA VIEIRA,1227          TERESINA                                64048300PI313220000604027386000002634B  28092011041TERESINA            0811201100000000000985714CC                                                                                                                                                                                                                                                                                                                                                                                                         000052
1003441000362COBR_CAUC_BIC  PESQUEIRA MAGUARY LTDA                  010573573000168COCO BAMBU TERESINA LTDA                RUA PROFESSOR JOCA VIEIRA,1227          TERESINA                                64048300PI313220000704027394000002634C  28092011041TERESINA            1511201100000000000985714CC                                                                                                                                                                                                                                                                                                                                                                                                         000053
1003441000362COBR_CAUC_BIC  PESQUEIRA MAGUARY LTDA                  010573573000168COCO BAMBU TERESINA LTDA                RUA PROFESSOR JOCA VIEIRA,1227          TERESINA                                64048300PI313220000804027408000002634D  28092011041TERESINA            2211201100000000000985714CC                                                                                                                                                                                                                                                                                                                                                                                                         000054
1003441000362COBR_CAUC_BIC  PESQUEIRA MAGUARY LTDA                  010573573000168COCO BAMBU TERESINA LTDA                RUA PROFESSOR JOCA VIEIRA,1227          TERESINA                                64048300PI313220000904027416000002634E  28092011041TERESINA            2911201100000000000985714CC                                                                                                                                                                                                                                                                                                                                                                                                         000055
1003441000362COBR_CAUC_BIC  PESQUEIRA MAGUARY LTDA                  010573573000168COCO BAMBU TERESINA LTDA                RUA PROFESSOR JOCA VIEIRA,1227          TERESINA                                64048300PI313220001004027424000002634F  28092011041TERESINA            0612201100000000000985714CC                                                                                                                                                                                                                                                                                                                                                                                                         000056
1003441000362COBR_CAUC_BIC  PESQUEIRA MAGUARY LTDA                  010573573000168COCO BAMBU TERESINA LTDA                RUA PROFESSOR JOCA VIEIRA,1227          TERESINA                                64048300PI313220001104027432000002634G  28092011041TERESINA            1312201100000000000985716CC                                                                                                                                                                                                                                                                                                                                                                                                         000057
1003441000362COBR_CAUC_BIC  PESQUEIRA MAGUARY LTDA                  010573573000168COCO BAMBU TERESINA LTDA                RUA PROFESSOR JOCA VIEIRA,1227          TERESINA                                64048300PI3132200012040274412057D       28092011041TERESINA            2211201100000000003087771CC                                                                                                                                                                                                                                                                                                                                                                                                         000058
1003441000362COBR_CAUC_BIC  PESQUEIRA MAGUARY LTDA                  010573573000168COCO BAMBU TERESINA LTDA                RUA PROFESSOR JOCA VIEIRA,1227          TERESINA                                64048300PI3132200013040274592057E       28092011041TERESINA            2911201100000000003087771CC                                                                                                                                                                                                                                                                                                                                                                                                         000059
1003441000362COBR_CAUC_BIC  PESQUEIRA MAGUARY LTDA                  010573573000168COCO BAMBU TERESINA LTDA                RUA PROFESSOR JOCA VIEIRA,1227          TERESINA                                64048300PI3132200014040274672057F       28092011041TERESINA            0612201100000000003087771CC                                                                                                                                                                                                                                                                                                                                                                                                         000060
1003441000362COBR_CAUC_BIC  PESQUEIRA MAGUARY LTDA                  010573573000168COCO BAMBU TERESINA LTDA                RUA PROFESSOR JOCA VIEIRA,1227          TERESINA                                64048300PI3132200015040274752057G       28092011041TERESINA            1312201100000000003087774CC                                                                                                                                                                                                                                                                                                                                                                                                         000061
1003441000362COBR_CAUC_BIC  PESQUEIRA MAGUARY LTDA                  010573573000168COCO BAMBU TERESINA LTDA                RUA PROFESSOR JOCA VIEIRA,1227          TERESINA                                64048300PI3132200016040274832057A       28092011041TERESINA            0111201100000000003087771CC                                                                                                                                                                                                                                                                                                                                                                                                         000062
1003441000362COBR_CAUC_BIC  PESQUEIRA MAGUARY LTDA                  010573573000168COCO BAMBU TERESINA LTDA                RUA PROFESSOR JOCA VIEIRA,1227          TERESINA                                64048300PI3132200017040274912057B       28092011041TERESINA            0811201100000000003087771CC                                                                                                                                                                                                                                                                                                                                                                                                         000063
1003441000362COBR_CAUC_BIC  PESQUEIRA MAGUARY LTDA                  010573573000168COCO BAMBU TERESINA LTDA                RUA PROFESSOR JOCA VIEIRA,1227          TERESINA                                64048300PI3132200018040275052057C       28092011041TERESINA            1511201100000000003087771CC                                                                                                                                                                                                                                                                                                                                                                                                         000064
9000022                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               000065
