0REMESSANOTIFICACAO ELETRONICA        99999999999999BICBANCO                                AV. PAULISTA                            1048      12.ANDAR  BELA VISTA                    SAO PAULO                     01310100SP1121739360CORTINHAL                               COORDENADOR                             29122011                                                                                                                                                                                                                                                                                                                                                                                      000001
1031421007893COBR_CAUC_COR  DIPLOMATA S/A  INDL. E COMERCIAL        005907238000119ICEPORT  TERM FRIGORÍFICO DE NAVEG      RUA ANIBAL GAYA 707                     NAVEGANTES                              88375000SC3280600001049581340142178-01  22122011800UNIBANCO S/A        1301201200000000017616987CC                                                                                                                                                                                                                                                                                                                                                                                                         000002
1007421049451COBR_CAUC_COR  RIGOR ALIMENTOS LTDA                    009397586000144SERRANO DISTRIBUIDORA LTDA              AV. EUDES SCHERRER DE SOUZA, 2001       SERRA                                   29167080ES32842000010006413011 0126942  06122011900BRADESCO S/A        0301201200000000001360000CC                                                                                                                                                                                                                                                                                                                                                                                                         000003
1007421049451COBR_CAUC_COR  RIGOR ALIMENTOS LTDA                    000923256000170FRIGORIFICO E ACOUGUE DA RESERVA L      RUA NUCLEO COML WALDIR BARRETO, 16 CASA RUY BARBOSA                             46800000BA32846000020006452111 0127352  07122011900BRADESCO S/A        0601201200000000001367760CC                                                                                                                                                                                                                                                                                                                                                                                                         000017
1007421049451COBR_CAUC_COR  RIGOR ALIMENTOS LTDA                    000923256000170FRIGORIFICO E ACOUGUE DA RESERVA L      RUA NUCLEO COML WALDIR BARRETO, 16 CASA RUY BARBOSA                             46800000BA32846000030006453911 0127353  07122011900BRADESCO S/A        1101201200000000001367760CC                                                                                                                                                                                                                                                                                                                                                                                                         000018
1007421049451COBR_CAUC_COR  RIGOR ALIMENTOS LTDA                    001928075002062DMA DISTRIBUIDORA SA                    ROD BR 040, 180 KM 531                  BELO HORIZONTE                          30855500MG3284700001000656594  129247   15122011900BRADESCO S/A        1401201200000000005774898CC                                                                                                                                                                                                                                                                                                                                                                                                         000019
1007421049451COBR_CAUC_COR  RIGOR ALIMENTOS LTDA                    093923449000455COOP AGROP E ABASTECIMENTOS DO SUL      AV. RIO DOS SINOS, 1229                 CANOAS                                  92320750RS3284800001000643518  052247   07122011900BRADESCO S/A        0401201200000000007800000CC                                                                                                                                                                                                                                                                                                                                                                                                         000020
1007421049451COBR_CAUC_COR  RIGOR ALIMENTOS LTDA                    017745613000150SUPERMERCADO BAHAMAS LTDA               ROD. BR 040, 780 KM                     JUIZ DE FORA                            36092005MG3284900001000642114  128515   06122011900BRADESCO S/A        0501201200000000008010030CC                                                                                                                                                                                                                                                                                                                                                                                                         000021
1007421049451COBR_CAUC_COR  RIGOR ALIMENTOS LTDA                    083684910000249J BATTIROLA E CIA LTDA                  RUA PLACIDO DE CASTRO, 1020             PASSO FUNDO                             99070100RS32850000010006718011 013440   22122011900BRADESCO S/A        1901201200000000008396640CC                                                                                                                                                                                                                                                                                                                                                                                                         000022
1007421049451COBR_CAUC_COR  RIGOR ALIMENTOS LTDA                    003454838000143DISTRIBUIDORA DE ALIMENTOS SERIDO       AV. FRANCISCO GERMANO, 81               CAICO                                   59300000RN32851000010006544611 0129291  09122011900BRADESCO S/A        0301201200000000003450690CC                                                                                                                                                                                                                                                                                                                                                                                                         000023
1007421049451COBR_CAUC_COR  RIGOR ALIMENTOS LTDA                    003454838000143DISTRIBUIDORA DE ALIMENTOS SERIDO       AV. FRANCISCO GERMANO, 81               CAICO                                   59300000RN32851000020006545411 0129292  09122011900BRADESCO S/A        0801201200000000003450690CC                                                                                                                                                                                                                                                                                                                                                                                                         000024
1007421049451COBR_CAUC_COR  RIGOR ALIMENTOS LTDA                    003454838000143DISTRIBUIDORA DE ALIMENTOS SERIDO       AV. FRANCISCO GERMANO, 81               CAICO                                   59300000RN32851000030006546211 0129293  09122011900BRADESCO S/A        1301201200000000003450690CC                                                                                                                                                                                                                                                                                                                                                                                                         000025
1007421049451COBR_CAUC_COR  RIGOR ALIMENTOS LTDA                    002956500000127DISBRAL DISTR BRASILEIRA DE ALIM L      RUA LUIZ ELOY DE PONTES, 667 1 ANDAR SL JABOATAO GUARAR                         54160594PE3285200001000654714  1288221  09122011900BRADESCO S/A        0301201200000000004700000CC                                                                                                                                                                                                                                                                                                                                                                                                         000026
1007421049451COBR_CAUC_COR  RIGOR ALIMENTOS LTDA                    002956500000127DISBRAL DISTR BRASILEIRA DE ALIM L      RUA LUIZ ELOY DE PONTES, 667 1 ANDAR SL JABOATAO GUARAR                         54160594PE3285200002000654894  1288222  09122011900BRADESCO S/A        0801201200000000004700000CC                                                                                                                                                                                                                                                                                                                                                                                                         000027
1007421049451COBR_CAUC_COR  RIGOR ALIMENTOS LTDA                    002956500000127DISBRAL DISTR BRASILEIRA DE ALIM L      RUA LUIZ ELOY DE PONTES, 667 1 ANDAR SL JABOATAO GUARAR                         54160594PE3285200003000654974  1288223  09122011900BRADESCO S/A        1301201200000000004700000CC                                                                                                                                                                                                                                                                                                                                                                                                         000028
1007421049451COBR_CAUC_COR  RIGOR ALIMENTOS LTDA                    005931384000180IVONE DE CARVALHO COM DE FRIOS LTD      RUA JOSE AUGUSTO ARRUDA BOTELHO, 518    BARIRI                                  17250000SP3285300001000680628  055164   22122011900BRADESCO S/A        1201201200000000001005000CC                                                                                                                                                                                                                                                                                                                                                                                                         000029
1007421049451COBR_CAUC_COR  RIGOR ALIMENTOS LTDA                    010403248000157REAL MADRI COM E DISTR GEN ALIM LT      ROD. AMARAL PEIXOTO, SN KM 9,5 PV T LJ 0SAO GONCALO                             24753560RJ3285400001000690934  130172   26122011900BRADESCO S/A        1601201200000000001140000CC                                                                                                                                                                                                                                                                                                                                                                                                         000030
1007421049451COBR_CAUC_COR  RIGOR ALIMENTOS LTDA                    001418267000166FRANGARIA SAO FRANCISCO LTDA ME         RUA ENEIDA,  80                         SANTO ANDRE                             09131090SP3285500001000655434  128927   10122011900BRADESCO S/A        3112201100000000000671788CC                                                                                                                                                                                                                                                                                                                                                                                                         000031
1007421049451COBR_CAUC_COR  RIGOR ALIMENTOS LTDA                    001418267000166FRANGARIA SAO FRANCISCO LTDA ME         RUA ENEIDA,  80                         SANTO ANDRE                             09131090SP3285500002000675207  144869   22122011900BRADESCO S/A        1201201200000000000484715CC                                                                                                                                                                                                                                                                                                                                                                                                         000032
1007421049451COBR_CAUC_COR  RIGOR ALIMENTOS LTDA                    006732094000250CURVELO ALIMENTOS LTDA                  RUA JOAQUIM FELICIO, 503                CURVELO                                 35790000MG3285600001000643938  0522522  07122011900BRADESCO S/A        0101201200000000000601642CC                                                                                                                                                                                                                                                                                                                                                                                                         000033
1007421049451COBR_CAUC_COR  RIGOR ALIMENTOS LTDA                    006732094000250CURVELO ALIMENTOS LTDA                  RUA JOAQUIM FELICIO, 503                CURVELO                                 35790000MG3285600002000644078  0522523  07122011900BRADESCO S/A        0601201200000000000601643CC                                                                                                                                                                                                                                                                                                                                                                                                         000034
1007421049451COBR_CAUC_COR  RIGOR ALIMENTOS LTDA                    008847954000146REDE FORTEDISTRIBDE PRODALIMLTDA        RUA SANTOS LANSAC TOHA, 3               SAO JOAO DA BOA                         13875060SP3285700001000683998  055147   22122011900BRADESCO S/A        1201201200000000000086400CC                                                                                                                                                                                                                                                                                                                                                                                                         000035
1007421049451COBR_CAUC_COR  RIGOR ALIMENTOS LTDA                    008847954000146REDE FORTEDISTRIBDE PRODALIMLTDA        RUA SANTOS LANSAC TOHA, 3               SAO JOAO DA BOA                         13875060SP3285700002000684028  055148   22122011900BRADESCO S/A        1201201200000000000832000CC                                                                                                                                                                                                                                                                                                                                                                                                         000036
1007421049451COBR_CAUC_COR  RIGOR ALIMENTOS LTDA                    008847954000146REDE FORTEDISTRIBDE PRODALIMLTDA        RUA SANTOS LANSAC TOHA, 3               SAO JOAO DA BOA                         13875060SP3285700003000684118  055149   22122011900BRADESCO S/A        1201201200000000000338400CC                                                                                                                                                                                                                                                                                                                                                                                                         000037
1007421049451COBR_CAUC_COR  RIGOR ALIMENTOS LTDA                    007359966000169SO OFERTAS SUPERMERCADOS LTDA           RUA SILVA JARDIM, 376                   MACAE                                   27910340RJ3285800001000658294  129267   15122011900BRADESCO S/A        0501201200000000001345300CC                                                                                                                                                                                                                                                                                                                                                                                                         000038
1007421049451COBR_CAUC_COR  RIGOR ALIMENTOS LTDA                    059765651000387CORSO E CIA LTDA                        AV. JOAO PINHEIRO, 1100                 POCOS DE CALDAS                         37701387MG3285900001000680118  055140   22122011900BRADESCO S/A        1201201200000000000383413CC                                                                                                                                                                                                                                                                                                                                                                                                         000039
1007421049451COBR_CAUC_COR  RIGOR ALIMENTOS LTDA                    059765651000387CORSO E CIA LTDA                        AV. JOAO PINHEIRO, 1100                 POCOS DE CALDAS                         37701387MG3285900002000680208  055141   22122011900BRADESCO S/A        1201201200000000000150589CC                                                                                                                                                                                                                                                                                                                                                                                                         000040
1007421049451COBR_CAUC_COR  RIGOR ALIMENTOS LTDA                    059765651000387CORSO E CIA LTDA                        AV. JOAO PINHEIRO, 1100                 POCOS DE CALDAS                         37701387MG3285900003000680388  055145   22122011900BRADESCO S/A        1201201200000000000412600CC                                                                                                                                                                                                                                                                                                                                                                                                         000041
1007421049451COBR_CAUC_COR  RIGOR ALIMENTOS LTDA                    059765651000387CORSO E CIA LTDA                        AV. JOAO PINHEIRO, 1100                 POCOS DE CALDAS                         37701387MG3285900004000680468  055146   22122011900BRADESCO S/A        1201201200000000000705000CC                                                                                                                                                                                                                                                                                                                                                                                                         000042
1007421049451COBR_CAUC_COR  RIGOR ALIMENTOS LTDA                    055728778000103NAF COMERCIAL DE ALIMENTOS LTDA         RUA CHIQUINHA GONZAGA, 100              SAO PAULO                               03389050SP3286000001000661757  143429   17122011900BRADESCO S/A        0701201200000000001716000CC                                                                                                                                                                                                                                                                                                                                                                                                         000043
1007421049451COBR_CAUC_COR  RIGOR ALIMENTOS LTDA                    006062706000164NIPPOBRAS COM IND E EXP DE CARNES       ROD DF 230, KM 10                       BRASILIA                                73310970DF32861000010006715511 013430   22122011900BRADESCO S/A        1901201200000000001555000CC                                                                                                                                                                                                                                                                                                                                                                                                         000044
1007421049451COBR_CAUC_COR  RIGOR ALIMENTOS LTDA                    006062706000164NIPPOBRAS COM IND E EXP DE CARNES       ROD DF 230, KM 10                       BRASILIA                                73310970DF32861000020006716311 013431   22122011900BRADESCO S/A        1901201200000000000383040CC                                                                                                                                                                                                                                                                                                                                                                                                         000045
1007421049451COBR_CAUC_COR  RIGOR ALIMENTOS LTDA                    000689663000165GARCIA E RUBENS INDUSTRIA E COM LT      RUA CORONEL FRANCISCO INACIO, 96        SAO PAULO                               04286000SP3286200001000691078  055444   26122011900BRADESCO S/A        2301201200000000001950000CC                                                                                                                                                                                                                                                                                                                                                                                                         000046
1007421049451COBR_CAUC_COR  RIGOR ALIMENTOS LTDA                    095597571000404SUPERMERCADO BELTRAME LTDA              ROD BR 392, 4395                        SANTA MARIA                             97017970RS3286300001000655868  052865   10122011900BRADESCO S/A        3112201100000000002025800CC                                                                                                                                                                                                                                                                                                                                                                                                         000047
1007421049451COBR_CAUC_COR  RIGOR ALIMENTOS LTDA                    058767252000201SUPERMERCADO VERAN LTDA                 RUA CEL CARDOSO SIQUEIRA, 211           MOGI DAS CRUZES                         08715000SP3286400001000652847  140902   08122011900BRADESCO S/A        0501201200000000000300759CC                                                                                                                                                                                                                                                                                                                                                                                                         000048
1007421049451COBR_CAUC_COR  RIGOR ALIMENTOS LTDA                    058767252000201SUPERMERCADO VERAN LTDA                 RUA CEL CARDOSO SIQUEIRA, 211           MOGI DAS CRUZES                         08715000SP3286400002000652927  140905   08122011900BRADESCO S/A        0501201200000000000322420CC                                                                                                                                                                                                                                                                                                                                                                                                         000049
1007421049451COBR_CAUC_COR  RIGOR ALIMENTOS LTDA                    058767252000201SUPERMERCADO VERAN LTDA                 RUA CEL CARDOSO SIQUEIRA, 211           MOGI DAS CRUZES                         08715000SP3286400003000653067  140906   08122011900BRADESCO S/A        0501201200000000000110544CC                                                                                                                                                                                                                                                                                                                                                                                                         000050
1007421049451COBR_CAUC_COR  RIGOR ALIMENTOS LTDA                    058767252000201SUPERMERCADO VERAN LTDA                 RUA CEL CARDOSO SIQUEIRA, 211           MOGI DAS CRUZES                         08715000SP3286400004000653147  140907   08122011900BRADESCO S/A        0501201200000000000581140CC                                                                                                                                                                                                                                                                                                                                                                                                         000051
1007421049451COBR_CAUC_COR  RIGOR ALIMENTOS LTDA                    058767252000201SUPERMERCADO VERAN LTDA                 RUA CEL CARDOSO SIQUEIRA, 211           MOGI DAS CRUZES                         08715000SP3286400005000653227  140908   08122011900BRADESCO S/A        0501201200000000000764400CC                                                                                                                                                                                                                                                                                                                                                                                                         000052
1007421049451COBR_CAUC_COR  RIGOR ALIMENTOS LTDA                    000981411000105SPF DO BRASIL INDUSTRIA E COMERCIO      ROD SP 215 KM 112,5                     DESCALVADO                              13690000SP3286500001000655014  128819   09122011900BRADESCO S/A        0601201200000000002193920CC                                                                                                                                                                                                                                                                                                                                                                                                         000053
1007421049451COBR_CAUC_COR  RIGOR ALIMENTOS LTDA                    009535928000307SUPERMERCADO NUTRI SAM LTDA             RUA FIORAVANTE SICHIERI, 80             SERTAOZINHO                             14170690SP3286600001000691158  055445   26122011900BRADESCO S/A        2301201200000000002284800CC                                                                                                                                                                                                                                                                                                                                                                                                         000054
1007421049451COBR_CAUC_COR  RIGOR ALIMENTOS LTDA                    037020260000139NUTRIZA AGROINDUSTRIAL DE ALIMENTO      ROD. GO 330 KM 01, SN                   PIRES DO RIO                            75200000GO3286700001000656417  142771   15122011900BRADESCO S/A        0501201200000000002430000CC                                                                                                                                                                                                                                                                                                                                                                                                         000055
1007421049451COBR_CAUC_COR  RIGOR ALIMENTOS LTDA                    010538888000174VALENTE RODRIGUES DIST DE ALIMENTO      AV. BRASIL, 19001 PAV44 BOX 31 AO 34    RIO DE JANEIRO                          21530000RJ3286800001000690348  055082   22122011900BRADESCO S/A        1201201200000000000670000CC                                                                                                                                                                                                                                                                                                                                                                                                         000056
1007421049451COBR_CAUC_COR  RIGOR ALIMENTOS LTDA                    065934978000176MILTON SELLANI                          RUA MARIA MENDES,  293                  AMERICO BRASILI                         14820000SP3286900001000680718  055098   22122011900BRADESCO S/A        1901201200000000000673200CC                                                                                                                                                                                                                                                                                                                                                                                                         000057
1007421049451COBR_CAUC_COR  RIGOR ALIMENTOS LTDA                    005165520000178RAINHA DA FIGUEIRA CEREAIS LTDA         ESTRADA VELHA DO PILAR, SN QD 09 LT 07  DUQUE DE CAXIAS                         25230610RJ3287000001000683648  055084   22122011900BRADESCO S/A        1201201200000000000680000CC                                                                                                                                                                                                                                                                                                                                                                                                         000058
1007421049451COBR_CAUC_COR  RIGOR ALIMENTOS LTDA                    010505296000156REDE PLUS SUPERMERCADOS LTDA            AV. RAIMUNDO PEREIRA DE MAGALHAES, 12590SAO PAULO                               02938000SP3287100001000640837  1400362  06122011900BRADESCO S/A        0301201200000000000592655CC                                                                                                                                                                                                                                                                                                                                                                                                         000059
1007421049451COBR_CAUC_COR  RIGOR ALIMENTOS LTDA                    010505296000156REDE PLUS SUPERMERCADOS LTDA            AV. RAIMUNDO PEREIRA DE MAGALHAES, 12590SAO PAULO                               02938000SP3287100002000660607  1427831  15122011900BRADESCO S/A        0501201200000000000050715CC                                                                                                                                                                                                                                                                                                                                                                                                         000060
1007421049451COBR_CAUC_COR  RIGOR ALIMENTOS LTDA                    010505296000156REDE PLUS SUPERMERCADOS LTDA            AV. RAIMUNDO PEREIRA DE MAGALHAES, 12590SAO PAULO                               02938000SP3287100003000660787  1427832  15122011900BRADESCO S/A        1201201200000000000050715CC                                                                                                                                                                                                                                                                                                                                                                                                         000061
1007421049451COBR_CAUC_COR  RIGOR ALIMENTOS LTDA                    001845252000184MERCADO JJJX LTDA                       AV JUSCELINO KUBITSCHEK, 2985           GUARULHOS                               07252000SP3287200001000661917  143434   17122011900BRADESCO S/A        1401201200000000000703250CC                                                                                                                                                                                                                                                                                                                                                                                                         000062
1007421049451COBR_CAUC_COR  RIGOR ALIMENTOS LTDA                    023637077001225P SEVERINI NETTO COMERCIAL LTDA         AV. SILVIO MONTEIRO DOS SANTOS, 180 LOJAPOCOS DE CALDAS                         37704369MG3287300001000690518  055139   22122011900BRADESCO S/A        1201201200000000000705524CC                                                                                                                                                                                                                                                                                                                                                                                                         000063
1007421049451COBR_CAUC_COR  RIGOR ALIMENTOS LTDA                    004071466000139VINICIUS OLISIESKI APRATO E CIA LT      AV. NORBERTO LINCK, 130                 GUAIBA                                  92500000RS3287400001000642374  1285192  06122011900BRADESCO S/A        0301201200000000000183333CC                                                                                                                                                                                                                                                                                                                                                                                                         000064
1007421049451COBR_CAUC_COR  RIGOR ALIMENTOS LTDA                    004071466000139VINICIUS OLISIESKI APRATO E CIA LT      AV. NORBERTO LINCK, 130                 GUAIBA                                  92500000RS3287400002000642454  1285193  06122011900BRADESCO S/A        1001201200000000000183334CC                                                                                                                                                                                                                                                                                                                                                                                                         000065
1007421049451COBR_CAUC_COR  RIGOR ALIMENTOS LTDA                    004071466000139VINICIUS OLISIESKI APRATO E CIA LT      AV. NORBERTO LINCK, 130                 GUAIBA                                  92500000RS3287400003000642614  1285202  06122011900BRADESCO S/A        0301201200000000000183333CC                                                                                                                                                                                                                                                                                                                                                                                                         000066
1007421049451COBR_CAUC_COR  RIGOR ALIMENTOS LTDA                    004071466000139VINICIUS OLISIESKI APRATO E CIA LT      AV. NORBERTO LINCK, 130                 GUAIBA                                  92500000RS3287400004000642704  1285203  06122011900BRADESCO S/A        1001201200000000000183334CC                                                                                                                                                                                                                                                                                                                                                                                                         000067
