0REMESSANOTIFICACAO ELETRONICA        99999999999999BICBANCO                                AV. PAULISTA                            1048      12.ANDAR  BELA VISTA                    SAO PAULO                     01310100SP1121739360CORTINHAL                               COORDENADOR                             03102013                                                                                                                                                                                                                                                                                                                                                                                      000001
1015421019927COBR_CAUC_BIC  BELSUL IND. E COM DE MAT. PRIMAS LT     045067428000190MADEX IND DE PLASTICOS LTDA             AV ROBERTO GORDON,42                    DIADEMA                                 09990090SP4449500001011284216663/01     30092013007PAULISTA            0411201300000000019704000CC                                                                                                                                                                                                                                                                                                                                                                                                         000002
1018421032351COBR_CAUC_BIC  NAVE INDUSTRIAL EIRELI - ME             005517900000124J.B.DE CARVALHO FILHO ME                RUA LAGO 04 Q09 L21                     GOIANIA                                 74461120GO44574000020338853401052-2     27082013018GOIANIA             0911201300000000000281353CC                                                                                                                                                                                                                                                                                                                                                                                                         000037
1018421032351COBR_CAUC_BIC  NAVE INDUSTRIAL EIRELI - ME             005517900000124J.B.DE CARVALHO FILHO ME                RUA LAGO 04 Q09 L21                     GOIANIA                                 74461120GO44574000030338854201052-3     27082013018GOIANIA             2111201300000000000281353CC                                                                                                                                                                                                                                                                                                                                                                                                         000038
1018421032351COBR_CAUC_BIC  NAVE INDUSTRIAL EIRELI - ME             005517900000124J.B.DE CARVALHO FILHO ME                RUA LAGO 04 Q09 L21                     GOIANIA                                 74461120GO44574000040338855101052-4     27082013018GOIANIA             2911201300000000000281353CC                                                                                                                                                                                                                                                                                                                                                                                                         000039
1018421032351COBR_CAUC_BIC  NAVE INDUSTRIAL EIRELI - ME             005517900000124J.B.DE CARVALHO FILHO ME                RUA LAGO 04 Q09 L21                     GOIANIA                                 74461120GO44574000050338856901052-5     27082013018GOIANIA             1112201300000000000281353CC                                                                                                                                                                                                                                                                                                                                                                                                         000040
1018421032351COBR_CAUC_BIC  NAVE INDUSTRIAL EIRELI - ME             005517900000124J.B.DE CARVALHO FILHO ME                RUA LAGO 04 Q09 L21                     GOIANIA                                 74461120GO4457400006031709717032-2B     24042013018GOIANIA             2110201300000000000305078CC                                                                                                                                                                                                                                                                                                                                                                                                         000041
1018421032351COBR_CAUC_BIC  NAVE INDUSTRIAL EIRELI - ME             005517900000124J.B.DE CARVALHO FILHO ME                RUA LAGO 04 Q09 L21                     GOIANIA                                 74461120GO4457400007031709897032-3A     24042013018GOIANIA             1811201300000000000471306CC                                                                                                                                                                                                                                                                                                                                                                                                         000042
1018421032351COBR_CAUC_BIC  NAVE INDUSTRIAL EIRELI - ME             005517900000124J.B.DE CARVALHO FILHO ME                RUA LAGO 04 Q09 L21                     GOIANIA                                 74461120GO4457400008031709977032-4B     24042013018GOIANIA             1612201300000000000305077CC                                                                                                                                                                                                                                                                                                                                                                                                         000043
1018421032351COBR_CAUC_BIC  NAVE INDUSTRIAL EIRELI - ME             000033614105172MARIA AMINADABIS P.LEAO CONFECCOES      RUA SC-27 Q.21 LT.26                    GOIANIA                                 74474033GO44573000010338861501048-1     27082013018GOIANIA             2810201300000000000312667CC                                                                                                                                                                                                                                                                                                                                                                                                         000044
1018421032351COBR_CAUC_BIC  NAVE INDUSTRIAL EIRELI - ME             000033614105172MARIA AMINADABIS P.LEAO CONFECCOES      RUA SC-27 Q.21 LT.26                    GOIANIA                                 74474033GO44573000020338862301048-2     27082013018GOIANIA             0411201300000000000312667CC                                                                                                                                                                                                                                                                                                                                                                                                         000045
1018421032351COBR_CAUC_BIC  NAVE INDUSTRIAL EIRELI - ME             000033614105172MARIA AMINADABIS P.LEAO CONFECCOES      RUA SC-27 Q.21 LT.26                    GOIANIA                                 74474033GO44573000030338863101048-3     27082013018GOIANIA             1111201300000000000312667CC                                                                                                                                                                                                                                                                                                                                                                                                         000046
1018421032351COBR_CAUC_BIC  NAVE INDUSTRIAL EIRELI - ME             000033614105172MARIA AMINADABIS P.LEAO CONFECCOES      RUA SC-27 Q.21 LT.26                    GOIANIA                                 74474033GO44573000040338864001048-4     27082013018GOIANIA             1911201300000000000312667CC                                                                                                                                                                                                                                                                                                                                                                                                         000047
1018421032351COBR_CAUC_BIC  NAVE INDUSTRIAL EIRELI - ME             000033614105172MARIA AMINADABIS P.LEAO CONFECCOES      RUA SC-27 Q.21 LT.26                    GOIANIA                                 74474033GO44573000050338865801048-5     27082013018GOIANIA             2511201300000000000312667CC                                                                                                                                                                                                                                                                                                                                                                                                         000048
1018421032351COBR_CAUC_BIC  NAVE INDUSTRIAL EIRELI - ME             000033614105172MARIA AMINADABIS P.LEAO CONFECCOES      RUA SC-27 Q.21 LT.26                    GOIANIA                                 74474033GO44573000060338846101048-6     27082013018GOIANIA             0112201300000000000312667CC                                                                                                                                                                                                                                                                                                                                                                                                         000049
1018421032351COBR_CAUC_BIC  NAVE INDUSTRIAL EIRELI - ME             000033614105172MARIA AMINADABIS P.LEAO CONFECCOES      RUA SC-27 Q.21 LT.26                    GOIANIA                                 74474033GO44573000070335294709611-2     07082013018GOIANIA             2410201300000000000288741CC                                                                                                                                                                                                                                                                                                                                                                                                         000050
1018421032351COBR_CAUC_BIC  NAVE INDUSTRIAL EIRELI - ME             000033614105172MARIA AMINADABIS P.LEAO CONFECCOES      RUA SC-27 Q.21 LT.26                    GOIANIA                                 74474033GO44573000080335295509611-3     07082013018GOIANIA             2311201300000000000288741CC                                                                                                                                                                                                                                                                                                                                                                                                         000051
1018421032351COBR_CAUC_BIC  NAVE INDUSTRIAL EIRELI - ME             083355545000148NORTEX CONFECCOES EIRELI EPP            BR-316 KM-01 LOJA-171                   BELEM                                   66645900PA4457200001031514116301-4B     21032013050BELEM               2610201300000000001345500CC                                                                                                                                                                                                                                                                                                                                                                                                         000052
1018421032351COBR_CAUC_BIC  NAVE INDUSTRIAL EIRELI - ME             083355545000148NORTEX CONFECCOES EIRELI EPP            BR-316 KM-01 LOJA-171                   BELEM                                   66645900PA4457200002031705396301-5A     21032013050BELEM               2511201300000000001039500CC                                                                                                                                                                                                                                                                                                                                                                                                         000053
1018421032351COBR_CAUC_BIC  NAVE INDUSTRIAL EIRELI - ME             005977761000111S.F.CHAVES                              RUA J-4 QD51 LT01                       GOIANIA                                 74845480GO44571000010335272609938-2     07082013018GOIANIA             1110201300000000000376105CC                                                                                                                                                                                                                                                                                                                                                                                                         000054
1018421032351COBR_CAUC_BIC  NAVE INDUSTRIAL EIRELI - ME             005977761000111S.F.CHAVES                              RUA J-4 QD51 LT01                       GOIANIA                                 74845480GO44571000020335273409938-3     07082013018GOIANIA             3110201300000000000376105CC                                                                                                                                                                                                                                                                                                                                                                                                         000055
1018421032351COBR_CAUC_BIC  NAVE INDUSTRIAL EIRELI - ME             005977761000111S.F.CHAVES                              RUA J-4 QD51 LT01                       GOIANIA                                 74845480GO4457100003031709387031-2B     24042013018GOIANIA             1410201300000000000240055CC                                                                                                                                                                                                                                                                                                                                                                                                         000056
1018421032351COBR_CAUC_BIC  NAVE INDUSTRIAL EIRELI - ME             005977761000111S.F.CHAVES                              RUA J-4 QD51 LT01                       GOIANIA                                 74845480GO4457100004031709467031-3A     24042013018GOIANIA             1111201300000000000370861CC                                                                                                                                                                                                                                                                                                                                                                                                         000057
1018421032351COBR_CAUC_BIC  NAVE INDUSTRIAL EIRELI - ME             005977761000111S.F.CHAVES                              RUA J-4 QD51 LT01                       GOIANIA                                 74845480GO4457100005031709547031-4B     24042013018GOIANIA             0412201300000000000240053CC                                                                                                                                                                                                                                                                                                                                                                                                         000058
1018421032351COBR_CAUC_BIC  NAVE INDUSTRIAL EIRELI - ME             005977761000111S.F.CHAVES                              RUA J-4 QD51 LT01                       GOIANIA                                 74845480GO4457100006032417547361-3A     08052013018GOIANIA             1410201300000000000406510CC                                                                                                                                                                                                                                                                                                                                                                                                         000059
1018421032351COBR_CAUC_BIC  NAVE INDUSTRIAL EIRELI - ME             005977761000111S.F.CHAVES                              RUA J-4 QD51 LT01                       GOIANIA                                 74845480GO4457100007032417627361-4B     08052013018GOIANIA             0411201300000000000263130CC                                                                                                                                                                                                                                                                                                                                                                                                         000060
1018421032351COBR_CAUC_BIC  NAVE INDUSTRIAL EIRELI - ME             083879882000134ECO JEANS COMERCIO DE CONFECCOES L      TR. PADRE EUTIQUIO, 1078 LJ 346         BELEM                                   66023710PA4457000001031633546358-4B     25032013050BELEM               0211201300000000001108080CC                                                                                                                                                                                                                                                                                                                                                                                                         000061
1018421032351COBR_CAUC_BIC  NAVE INDUSTRIAL EIRELI - ME             083879882000134ECO JEANS COMERCIO DE CONFECCOES L      TR. PADRE EUTIQUIO, 1078 LJ 346         BELEM                                   66023710PA4457000002031705476358-5A     25032013050BELEM               0212201300000000000856080CC                                                                                                                                                                                                                                                                                                                                                                                                         000062
1018421032351COBR_CAUC_BIC  NAVE INDUSTRIAL EIRELI - ME             025133778000108REPRESENTACOES ALBUQUERQUE              RUA X04 Q 14 L 17                       GOIANIA                                 74953050GO4456900001032987818147-1      26062013018GOIANIA             1810201300000000000364751CC                                                                                                                                                                                                                                                                                                                                                                                                         000063
1018421032351COBR_CAUC_BIC  NAVE INDUSTRIAL EIRELI - ME             025133778000108REPRESENTACOES ALBUQUERQUE              RUA X04 Q 14 L 17                       GOIANIA                                 74953050GO4456900002032987998147-2      26062013018GOIANIA             0211201300000000000364751CC                                                                                                                                                                                                                                                                                                                                                                                                         000064
1018421032351COBR_CAUC_BIC  NAVE INDUSTRIAL EIRELI - ME             025133778000108REPRESENTACOES ALBUQUERQUE              RUA X04 Q 14 L 17                       GOIANIA                                 74953050GO4456900003032988028147-3      26062013018GOIANIA             1711201300000000000364751CC                                                                                                                                                                                                                                                                                                                                                                                                         000065
1018421032351COBR_CAUC_BIC  NAVE INDUSTRIAL EIRELI - ME             025133778000108REPRESENTACOES ALBUQUERQUE              RUA X04 Q 14 L 17                       GOIANIA                                 74953050GO4456900004032988118147-4      26062013018GOIANIA             0212201300000000000364751CC                                                                                                                                                                                                                                                                                                                                                                                                         000066
1018421032351COBR_CAUC_BIC  NAVE INDUSTRIAL EIRELI - ME             025133778000108REPRESENTACOES ALBUQUERQUE              RUA X04 Q 14 L 17                       GOIANIA                                 74953050GO4456900005032988298147-5      26062013018GOIANIA             1712201300000000000364751CC                                                                                                                                                                                                                                                                                                                                                                                                         000067
1018421032351COBR_CAUC_BIC  NAVE INDUSTRIAL EIRELI - ME             000082772584100JACY LEITE DA SILVA                     RUA NERES GOMES Q.160 LT. 10            GOIANIA                                 74455367GO445680000103352882010002-2    07082013018GOIANIA             1110201300000000000240380CC                                                                                                                                                                                                                                                                                                                                                                                                         000068
1018421032351COBR_CAUC_BIC  NAVE INDUSTRIAL EIRELI - ME             000082772584100JACY LEITE DA SILVA                     RUA NERES GOMES Q.160 LT. 10            GOIANIA                                 74455367GO445680000203352891010002-3    07082013018GOIANIA             1011201300000000000240380CC                                                                                                                                                                                                                                                                                                                                                                                                         000069
1018421032351COBR_CAUC_BIC  NAVE INDUSTRIAL EIRELI - ME             000082772584100JACY LEITE DA SILVA                     RUA NERES GOMES Q.160 LT. 10            GOIANIA                                 74455367GO44568000030338546201035-1     26082013018GOIANIA             2710201300000000000208286CC                                                                                                                                                                                                                                                                                                                                                                                                         000070
1018421032351COBR_CAUC_BIC  NAVE INDUSTRIAL EIRELI - ME             000082772584100JACY LEITE DA SILVA                     RUA NERES GOMES Q.160 LT. 10            GOIANIA                                 74455367GO44568000040338547101035-2     26082013018GOIANIA             0811201300000000000208286CC                                                                                                                                                                                                                                                                                                                                                                                                         000071
1018421032351COBR_CAUC_BIC  NAVE INDUSTRIAL EIRELI - ME             000082772584100JACY LEITE DA SILVA                     RUA NERES GOMES Q.160 LT. 10            GOIANIA                                 74455367GO44568000050338548901035-3     26082013018GOIANIA             2011201300000000000208286CC                                                                                                                                                                                                                                                                                                                                                                                                         000072
1018421032351COBR_CAUC_BIC  NAVE INDUSTRIAL EIRELI - ME             000082772584100JACY LEITE DA SILVA                     RUA NERES GOMES Q.160 LT. 10            GOIANIA                                 74455367GO44568000060338549701035-4     26082013018GOIANIA             2811201300000000000208286CC                                                                                                                                                                                                                                                                                                                                                                                                         000073
1018421032351COBR_CAUC_BIC  NAVE INDUSTRIAL EIRELI - ME             000082772584100JACY LEITE DA SILVA                     RUA NERES GOMES Q.160 LT. 10            GOIANIA                                 74455367GO44568000070338550101035-5     26082013018GOIANIA             1012201300000000000208286CC                                                                                                                                                                                                                                                                                                                                                                                                         000074
1018421032351COBR_CAUC_BIC  NAVE INDUSTRIAL EIRELI - ME             000082772584100JACY LEITE DA SILVA                     RUA NERES GOMES Q.160 LT. 10            GOIANIA                                 74455367GO44568000080338551901035-6     26082013018GOIANIA             1612201300000000000208286CC                                                                                                                                                                                                                                                                                                                                                                                                         000075
1018421032351COBR_CAUC_BIC  NAVE INDUSTRIAL EIRELI - ME             000001946012181ROSANA CORDEIRO DE REZENDE              RUA SC.14 QD.07 LT.06                   GOIANIA                                 74474017GO4456700001033367639455-1      26072013018GOIANIA             1911201300000000000310521CC                                                                                                                                                                                                                                                                                                                                                                                                         000076
1018421032351COBR_CAUC_BIC  NAVE INDUSTRIAL EIRELI - ME             000001946012181ROSANA CORDEIRO DE REZENDE              RUA SC.14 QD.07 LT.06                   GOIANIA                                 74474017GO4456700002033367719455-2      26072013018GOIANIA             0412201300000000000310521CC                                                                                                                                                                                                                                                                                                                                                                                                         000077
1018421032351COBR_CAUC_BIC  NAVE INDUSTRIAL EIRELI - ME             000001946012181ROSANA CORDEIRO DE REZENDE              RUA SC.14 QD.07 LT.06                   GOIANIA                                 74474017GO4456700003033367809455-3      26072013018GOIANIA             1912201300000000000310521CC                                                                                                                                                                                                                                                                                                                                                                                                         000078
1018421032351COBR_CAUC_BIC  NAVE INDUSTRIAL EIRELI - ME             000001946012181ROSANA CORDEIRO DE REZENDE              RUA SC.14 QD.07 LT.06                   GOIANIA                                 74474017GO4456700004033367989455-4      26072013018GOIANIA             0301201400000000000310521CC                                                                                                                                                                                                                                                                                                                                                                                                         000079
1018421032351COBR_CAUC_BIC  NAVE INDUSTRIAL EIRELI - ME             000001946012181ROSANA CORDEIRO DE REZENDE              RUA SC.14 QD.07 LT.06                   GOIANIA                                 74474017GO4456700005033368019455-5      26072013018GOIANIA             1801201400000000000310521CC                                                                                                                                                                                                                                                                                                                                                                                                         000080
1018421032351COBR_CAUC_BIC  NAVE INDUSTRIAL EIRELI - ME             000056867158153MARCIA REGINA RODRIGUES                 RUA J4 Q51 L01                          GOIANIA                                 74845480GO4456600001032984468179-1      26062013018GOIANIA             1710201300000000000257308CC                                                                                                                                                                                                                                                                                                                                                                                                         000081
1018421032351COBR_CAUC_BIC  NAVE INDUSTRIAL EIRELI - ME             000056867158153MARCIA REGINA RODRIGUES                 RUA J4 Q51 L01                          GOIANIA                                 74845480GO4456600002032984548179-2      26062013018GOIANIA             0111201300000000000257308CC                                                                                                                                                                                                                                                                                                                                                                                                         000082
1018421032351COBR_CAUC_BIC  NAVE INDUSTRIAL EIRELI - ME             000056867158153MARCIA REGINA RODRIGUES                 RUA J4 Q51 L01                          GOIANIA                                 74845480GO4456600003032984628179-3      26062013018GOIANIA             1411201300000000000257308CC                                                                                                                                                                                                                                                                                                                                                                                                         000083
1018421032351COBR_CAUC_BIC  NAVE INDUSTRIAL EIRELI - ME             000056867158153MARCIA REGINA RODRIGUES                 RUA J4 Q51 L01                          GOIANIA                                 74845480GO4456600004032984718179-4      26062013018GOIANIA             2711201300000000000257308CC                                                                                                                                                                                                                                                                                                                                                                                                         000084
1018421032351COBR_CAUC_BIC  NAVE INDUSTRIAL EIRELI - ME             000056867158153MARCIA REGINA RODRIGUES                 RUA J4 Q51 L01                          GOIANIA                                 74845480GO4456600005032984898179-5      26062013018GOIANIA             1012201300000000000257308CC                                                                                                                                                                                                                                                                                                                                                                                                         000085
1018421032351COBR_CAUC_BIC  NAVE INDUSTRIAL EIRELI - ME             000056867158153MARCIA REGINA RODRIGUES                 RUA J4 Q51 L01                          GOIANIA                                 74845480GO4456600006032985868179-6      26062013018GOIANIA             2212201300000000000257308CC                                                                                                                                                                                                                                                                                                                                                                                                         000086
