0REMESSANOTIFICACAO ELETRONICA        99999999999999BICBANCO                                AV. PAULISTA                            1048      12.ANDAR  BELA VISTA                    SAO PAULO                     01310100SP1121739360CORTINHAL                               COORDENADOR                             19092012                                                                                                                                                                                                                                                                                                                                                                                      000001
1007421056385COBR_CAUC_COR  TERRA NOVA TRADING S/A                  005946663000117MXT-CENTER COMERCIO DE PRODUTOS EL      RUA AURORA, ,147                        SAO PAULO                               01209001SP378900000100000280TI08302-00  18092012900BRADESCO S/A        2409201200000000011587851CC                                                                                                                                                                                                                                                                                                                                                                                                         000002
1038421020897COBR_CAUC_BIC  ENERGY COML IMPORT E EXPORT LTDA        014555032000168REPLAS COMERCIO DE RESINAS PLASTIC      AVENIDA PRESIDENTE WILSON ,5700         SAO PAULO                               04220002SP378950000309855057001765      14092012007PAULISTA            1110201200000000010840760CC                                                                                                                                                                                                                                                                                                                                                                                                         000013
1038421020897COBR_CAUC_BIC  ENERGY COML IMPORT E EXPORT LTDA        014555032000168REPLAS COMERCIO DE RESINAS PLASTIC      AVENIDA PRESIDENTE WILSON ,5700         SAO PAULO                               04220002SP378950000409855065001764      14092012007PAULISTA            1110201200000000010840760CC                                                                                                                                                                                                                                                                                                                                                                                                         000014
1038421020897COBR_CAUC_BIC  ENERGY COML IMPORT E EXPORT LTDA        014555032000168REPLAS COMERCIO DE RESINAS PLASTIC      AVENIDA PRESIDENTE WILSON ,5700         SAO PAULO                               04220002SP378950000509855073001763      14092012007PAULISTA            1110201200000000010840760CC                                                                                                                                                                                                                                                                                                                                                                                                         000015
1038421020897COBR_CAUC_BIC  ENERGY COML IMPORT E EXPORT LTDA        014555032000168REPLAS COMERCIO DE RESINAS PLASTIC      AVENIDA PRESIDENTE WILSON ,5700         SAO PAULO                               04220002SP378950000609855081001762      14092012007PAULISTA            1110201200000000010840760CC                                                                                                                                                                                                                                                                                                                                                                                                         000016
1038421020897COBR_CAUC_BIC  ENERGY COML IMPORT E EXPORT LTDA        014555032000168REPLAS COMERCIO DE RESINAS PLASTIC      AVENIDA PRESIDENTE WILSON ,5700         SAO PAULO                               04220002SP378950000709855090001761      14092012007PAULISTA            1110201200000000010840760CC                                                                                                                                                                                                                                                                                                                                                                                                         000017
1038421020897COBR_CAUC_BIC  ENERGY COML IMPORT E EXPORT LTDA        014555032000168REPLAS COMERCIO DE RESINAS PLASTIC      AVENIDA PRESIDENTE WILSON ,5700         SAO PAULO                               04220002SP378950000809855103001746      12092012007PAULISTA            1110201200000000011200186CC                                                                                                                                                                                                                                                                                                                                                                                                         000018
1038421020897COBR_CAUC_BIC  ENERGY COML IMPORT E EXPORT LTDA        014555032000168REPLAS COMERCIO DE RESINAS PLASTIC      AVENIDA PRESIDENTE WILSON ,5700         SAO PAULO                               04220002SP378950000909855111001745      12092012007PAULISTA            1110201200000000011200186CC                                                                                                                                                                                                                                                                                                                                                                                                         000019
1038421020897COBR_CAUC_BIC  ENERGY COML IMPORT E EXPORT LTDA        014555032000168REPLAS COMERCIO DE RESINAS PLASTIC      AVENIDA PRESIDENTE WILSON ,5700         SAO PAULO                               04220002SP378950001009855154108407,60   14092012007PAULISTA            1110201200000000010840760CC                                                                                                                                                                                                                                                                                                                                                                                                         000020
1019421010259COBR_CAUC_BIC  L & S INTERBANK FOMENTO LTDA            009234229000165FAZENDA SISAN LTDA                      RUA ESTANCIA 87                         ARACAJU                                 49010180SE37896000010657225835574       17092012045ARACAJU             0310201200000000018000000CC                                                                                                                                                                                                                                                                                                                                                                                                         000021
1043421010006COBR_CAUC_COR  ELFA MEDICAMENTOS LTDA                  003276524000106ASSOCIACAO BENEFICENTE DE CAMPO GR      RUA EDUARDO SANTOS PEREIRA, 88          CAMPO GRANDE                            79002250MS378970000100011946000003398   14092012900BRADESCO S/A        1510201200000000010825000CC                                                                                                                                                                                                                                                                                                                                                                                                         000022
1038421019880DIR_CREDIT     CRK INFORMATICA LTDA                    061146577000109BANCO BCN BARCLAYS S/A                  AV.BRIGADEIRO FARIA LIMA,4.440 - 12ºAND.ITAIM BIBI                              04538132SP3791100001                                                                                                                                          011816290           010919970000021471            25052012051902cessão de licença de uso de software e aplicativo crk.                                                                                                                                                                                          054931530000182              000023
9000009                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               000024
