0REMESSANOTIFICACAO ELETRONICA        99999999999999BICBANCO                                AV. PAULISTA                            1048      12.ANDAR  BELA VISTA                    SAO PAULO                     01310100SP1121739360CORTINHAL                               COORDENADOR                             18102011                                                                                                                                                                                                                                                                                                                                                                                      000001
1018421016232COBR_CAUC_COR  LBR - LACTEOS BRASIL S/A                006979856000137MANDABRASA ALIMENTOS LTDA               AV MENINO MARCELO 346                   MACEIO                                  57081385AL3140000001010898400003035001  15102011900BRADESCO S/A        1211201100000000013800000CC                                                                                                                                                                                                                                                                                                                                                                                                         000002
1023141007329COBR_CAUC_COR  ENGEBASA MECANICA E USINAGEM LTDA.      008528337000188WIND POWER ENERGIA S/A                  EST.TRONCO DIST.ROD NORTE,1724          CABO DE SANTO A                         54590000PE3140100011036585213390-1/01   05082011900BRADESCO S/A        1912201100000000211709080TD                                                                                                                                                                                                                                                                                                                                                                                                         000013
1023141007329COBR_CAUC_COR  ENGEBASA MECANICA E USINAGEM LTDA.      008528337000188WIND POWER ENERGIA S/A                  EST.TRONCO DIST.ROD NORTE,1724          CABO DE SANTO A                         54590000PE3140100012036585643578-1/01   31082011900BRADESCO S/A        2012201100000000013848562TD                                                                                                                                                                                                                                                                                                                                                                                                         000014
1023141007329COBR_CAUC_COR  ENGEBASA MECANICA E USINAGEM LTDA.      008528337000188WIND POWER ENERGIA S/A                  EST.TRONCO DIST.ROD NORTE,1724          CABO DE SANTO A                         54590000PE3140100013036585723527-1/01   26082011900BRADESCO S/A        2012201100000000013906039TD                                                                                                                                                                                                                                                                                                                                                                                                         000015
1031421007893COBR_CAUC_BIC  DIPLOMATA S/A  INDL. E COMERCIAL        009418012000105TREND COMERCIO DE PRODUTOS ALIMENT      RUA DOUTOR OSVALDO ANHERT 00            CAMPINAS                                13034195SP3140200001049352820265886-01  17102011021CAMPINAS            3011201100000000013284000CC                                                                                                                                                                                                                                                                                                                                                                                                         000016
1014420939021COBR_CAUC_BIC  EDITORA O DIA S/A                       033747288000111FEDER.EMPR.TRANSP.RODOV.LESTE M.BR      RUA DA ASSEMBLEIA 10 39 A/C. SR.ED      RIO DE JANEIRO                          20119900RJ3140300001023699510614227     06102011014RIO DE JANEIRO      3010201100000000011582540CC                                                                                                                                                                                                                                                                                                                                                                                                         000017
1014420939021COBR_CAUC_BIC  EDITORA O DIA S/A                       033747288000111FEDER.EMPR.TRANSP.RODOV.LESTE M.BR      RUA DA ASSEMBLEIA 10 39 A/C. SR.ED      RIO DE JANEIRO                          20119900RJ3140300002023699690614229     06102011014RIO DE JANEIRO      1711201100000000011582540CC                                                                                                                                                                                                                                                                                                                                                                                                         000018
1016421019267COBR_CAUC_COR  COBRAZEM AGROINDUSTRIAL LTDA            002489004000100GLOBOSUINOS AGROPECUARIA S/A            RUA MATE LARANJEIRAS,0                  TOLEDO                                  85907150PR3140400001032080690000804-01  30092011800UNIBANCO S/A        0111201100000000027000000CC                                                                                                                                                                                                                                                                                                                                                                                                         000019
1016421019267COBR_CAUC_COR  COBRAZEM AGROINDUSTRIAL LTDA            002489004000100GLOBOSUINOS AGROPECUARIA S/A            RUA MATE LARANJEIRAS,0                  TOLEDO                                  85907150PR3140400002032080770000805-01  30092011800UNIBANCO S/A        0111201100000000027000000CC                                                                                                                                                                                                                                                                                                                                                                                                         000020
1023141007329COBR_DESC_COR  ENGEBASA MECANICA E USINAGEM LTDA.      008528337000188WIND POWER ENERGIA S/A                  EST.TRONCO DIST.ROD NORTE,1724          CABO DE SANTO A                         54590000PE3143100001036584243529-1/01   26082011900BRADESCO S/A        1312201100000000009251514TD                                                                                                                                                                                                                                                                                                                                                                                                         000021
1023141007329COBR_DESC_COR  ENGEBASA MECANICA E USINAGEM LTDA.      008528337000188WIND POWER ENERGIA S/A                  EST.TRONCO DIST.ROD NORTE,1724          CABO DE SANTO A                         54590000PE3143100002036584833568-1/01   30082011900BRADESCO S/A        1512201100000000009251514TD                                                                                                                                                                                                                                                                                                                                                                                                         000022
1023141007329COBR_DESC_COR  ENGEBASA MECANICA E USINAGEM LTDA.      008528337000188WIND POWER ENERGIA S/A                  EST.TRONCO DIST.ROD NORTE,1724          CABO DE SANTO A                         54590000PE3143100003036585053575-1/01   30082011900BRADESCO S/A        1612201100000000009251514TD                                                                                                                                                                                                                                                                                                                                                                                                         000023
1023141007329COBR_DESC_COR  ENGEBASA MECANICA E USINAGEM LTDA.      008528337000188WIND POWER ENERGIA S/A                  EST.TRONCO DIST.ROD NORTE,1724          CABO DE SANTO A                         54590000PE3143100004036585303659-3/03   06092011900BRADESCO S/A        2012201100000000003479706TD                                                                                                                                                                                                                                                                                                                                                                                                         000024
1023141007329COBR_DESC_COR  ENGEBASA MECANICA E USINAGEM LTDA.      008528337000188WIND POWER ENERGIA S/A                  EST.TRONCO DIST.ROD NORTE,1724          CABO DE SANTO A                         54590000PE3143100005036585483659-2/03   06092011900BRADESCO S/A        2012201100000000003479706TD                                                                                                                                                                                                                                                                                                                                                                                                         000025
1023141007329COBR_DESC_COR  ENGEBASA MECANICA E USINAGEM LTDA.      008528337000188WIND POWER ENERGIA S/A                  EST.TRONCO DIST.ROD NORTE,1724          CABO DE SANTO A                         54590000PE3143100006036585563659-1/03   06092011900BRADESCO S/A        2012201100000000003479705TD                                                                                                                                                                                                                                                                                                                                                                                                         000026
9000006                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               000027
