0REMESSANOTIFICACAO ELETRONICA        99999999999999BICBANCO                                AV. PAULISTA                            1048      12.ANDAR  BELA VISTA                    SAO PAULO                     01310100SP1121739360CORTINHAL                               COORDENADOR                             24072013                                                                                                                                                                                                                                                                                                                                                                                      000001
1022421011077DIR_CREDIT     AIRES VIGO - ADVOGADOS                  000512777000135PASSAREDO TRANSPORTES AEREOS LTDA       AV TOMAZ ALBERTO WHATELY,S/N LOTE 14    RIBEIRãO PRETO                          14078550SP4318600001                                                                                                                                          012294404           101020120000024533            19072013000403preparação, ingresso e acompanhamento de pedido de recuperação judicialem seu favor,bem como seu encerramento. Atuação em processos judiciais, ou     administrativos a nivel de tribunais superiores; cabe gestao passivo tributario           001297914000129              000002
1014421024744DIR_CREDIT     BONIMOVEL ADMINISTRACAO DE IMOVEIS      005583066000175ED95 SERVIÇOS E PARTICIPAÇÕES LTDA      RUA EWBANC DA CAMARA Nº 46 SALA 1       JUIZ DE FORA                            36035070MG4324400001                                                                                                                                          012266092           240120120000023412SN          19072013000403instrumento particular de outorga de opção de venda bonus de subscriçãode emissão da tv juiz de fora s/a(retransmissora da tv globo p/região)                                                                                                   005764373000152              000003
1029141008057COBR_CAUC_BIC  COMERCIAL DE TABACOS MICHELON LTDA      005648120000385TABACUM INTERAMERICAN COM. EXP. FU      EST. RST 287 S/N KM 78,1,0              VENANCIO AIRES                          95800000RS43231000010999368023340/574C  16072013015PORTO ALEGRE        2910201300000000014181000TD                                                                                                                                                                                                                                                                                                                                                                                                         000004
1047421002340COBR_CAUC_BIC  LOREN-SID LTDA                          000938301000160VENT SHOPPING I-APARELH.ELETRICOS       AV.MEN DE SA,206                        RIO DE JANEIRO                          20230152RJ43258000030165070641805       04062013014RIO DE JANEIRO      0409201300000000000472735CC                                                                                                                                                                                                                                                                                                                                                                                                         000015
1047421002340COBR_CAUC_BIC  LOREN-SID LTDA                          000938301000160VENT SHOPPING I-APARELH.ELETRICOS       AV.MEN DE SA,206                        RIO DE JANEIRO                          20230152RJ43258000040165071441805       04062013014RIO DE JANEIRO      1809201300000000000472735CC                                                                                                                                                                                                                                                                                                                                                                                                         000016
1047421002340COBR_CAUC_BIC  LOREN-SID LTDA                          000938301000160VENT SHOPPING I-APARELH.ELETRICOS       AV.MEN DE SA,206                        RIO DE JANEIRO                          20230152RJ43258000050165072241805       04062013014RIO DE JANEIRO      0210201300000000000472735CC                                                                                                                                                                                                                                                                                                                                                                                                         000017
1047421002340COBR_CAUC_BIC  LOREN-SID LTDA                          000938301000160VENT SHOPPING I-APARELH.ELETRICOS       AV.MEN DE SA,206                        RIO DE JANEIRO                          20230152RJ43258000060165073141805       04062013014RIO DE JANEIRO      1610201300000000000472735CC                                                                                                                                                                                                                                                                                                                                                                                                         000018
1047421002340COBR_CAUC_BIC  LOREN-SID LTDA                          000938301000160VENT SHOPPING I-APARELH.ELETRICOS       AV.MEN DE SA,206                        RIO DE JANEIRO                          20230152RJ43258000070165074941805       04062013014RIO DE JANEIRO      3010201300000000000472735CC                                                                                                                                                                                                                                                                                                                                                                                                         000019
1047421002340COBR_CAUC_BIC  LOREN-SID LTDA                          000938301000160VENT SHOPPING I-APARELH.ELETRICOS       AV.MEN DE SA,206                        RIO DE JANEIRO                          20230152RJ43258000080165075741805       04062013014RIO DE JANEIRO      1311201300000000000472735CC                                                                                                                                                                                                                                                                                                                                                                                                         000020
1047421002340COBR_CAUC_BIC  LOREN-SID LTDA                          000938301000160VENT SHOPPING I-APARELH.ELETRICOS       AV.MEN DE SA,206                        RIO DE JANEIRO                          20230152RJ43258000090165076541805       04062013014RIO DE JANEIRO      2711201300000000000472735CC                                                                                                                                                                                                                                                                                                                                                                                                         000021
1047421002340COBR_CAUC_BIC  LOREN-SID LTDA                          000938301000160VENT SHOPPING I-APARELH.ELETRICOS       AV.MEN DE SA,206                        RIO DE JANEIRO                          20230152RJ43258000100165077341805       04062013014RIO DE JANEIRO      1112201300000000000472735CC                                                                                                                                                                                                                                                                                                                                                                                                         000022
1047421002340COBR_CAUC_BIC  LOREN-SID LTDA                          000111682000100DISBREL DISTRIB BALAN REFR LTD          SHC/SUL, 512 - BL.B - LOJA 30           BRASILIA                                70361525DF43257000010165022640511       05042013009BRASILIA            0708201300000000000176340CC                                                                                                                                                                                                                                                                                                                                                                                                         000023
1047421002340COBR_CAUC_BIC  LOREN-SID LTDA                          000111682000100DISBREL DISTRIB BALAN REFR LTD          SHC/SUL, 512 - BL.B - LOJA 30           BRASILIA                                70361525DF43257000020165024240512       05042013009BRASILIA            0708201300000000000202426CC                                                                                                                                                                                                                                                                                                                                                                                                         000024
1047421002340COBR_CAUC_BIC  LOREN-SID LTDA                          000111682000100DISBREL DISTRIB BALAN REFR LTD          SHC/SUL, 512 - BL.B - LOJA 30           BRASILIA                                70361525DF43257000030165026940528       05042013009BRASILIA            0708201300000000000172236CC                                                                                                                                                                                                                                                                                                                                                                                                         000025
1022421009579COBR_CAUC_BIC  LOREN-SID LTDA                          008542895000440JOSE ADEILSON DUTRA EPP                 RUA WILKENS DE MATOS 495                MANAUS                                  69010420AM43256000010457765442080       05072013050BELEM               1108201300000000000514790CC                                                                                                                                                                                                                                                                                                                                                                                                         000026
1022421009579COBR_CAUC_BIC  LOREN-SID LTDA                          008542895000440JOSE ADEILSON DUTRA EPP                 RUA WILKENS DE MATOS 495                MANAUS                                  69010420AM43256000020457766242080       05072013050BELEM               1009201300000000000514790CC                                                                                                                                                                                                                                                                                                                                                                                                         000027
1022421009579COBR_CAUC_BIC  LOREN-SID LTDA                          008542895000440JOSE ADEILSON DUTRA EPP                 RUA WILKENS DE MATOS 495                MANAUS                                  69010420AM43256000030457767142080       05072013050BELEM               1010201300000000000514790CC                                                                                                                                                                                                                                                                                                                                                                                                         000028
1022421009579COBR_CAUC_BIC  LOREN-SID LTDA                          008542895000440JOSE ADEILSON DUTRA EPP                 RUA WILKENS DE MATOS 495                MANAUS                                  69010420AM43256000040457768942080       05072013050BELEM               0911201300000000000514790CC                                                                                                                                                                                                                                                                                                                                                                                                         000029
1022421009579COBR_CAUC_COR  LOREN-SID LTDA                          011407343000191JOAO DUQUE COMERCIAL LTDA               RUA AGOSTINHO N. MAGALHAES,141          SERRA TALHADA                           56903510PE43255000010457762042071       05072013900BRADESCO S/A        1108201300000000000638930CC                                                                                                                                                                                                                                                                                                                                                                                                         000030
1022421009579COBR_CAUC_COR  LOREN-SID LTDA                          011407343000191JOAO DUQUE COMERCIAL LTDA               RUA AGOSTINHO N. MAGALHAES,141          SERRA TALHADA                           56903510PE43255000020457763842071       05072013900BRADESCO S/A        1009201300000000000638930CC                                                                                                                                                                                                                                                                                                                                                                                                         000031
1022421009579COBR_CAUC_COR  LOREN-SID LTDA                          011407343000191JOAO DUQUE COMERCIAL LTDA               RUA AGOSTINHO N. MAGALHAES,141          SERRA TALHADA                           56903510PE43255000030457764642071       05072013900BRADESCO S/A        1010201300000000000638930CC                                                                                                                                                                                                                                                                                                                                                                                                         000032
1022421009579COBR_CAUC_COR  LOREN-SID LTDA                          006730238000159FRANCISCO RODRIGUES VIEIRA              RUA VIRGILIO FERREIRA SOARES , 101      AGUA BRANCA                             64460970PI43254000010457742542072       05072013900BRADESCO S/A        1108201300000000000633100CC                                                                                                                                                                                                                                                                                                                                                                                                         000033
1022421009579COBR_CAUC_COR  LOREN-SID LTDA                          006730238000159FRANCISCO RODRIGUES VIEIRA              RUA VIRGILIO FERREIRA SOARES , 101      AGUA BRANCA                             64460970PI43254000020457743342072       05072013900BRADESCO S/A        1009201300000000000633100CC                                                                                                                                                                                                                                                                                                                                                                                                         000034
1022421009579COBR_CAUC_COR  LOREN-SID LTDA                          006730238000159FRANCISCO RODRIGUES VIEIRA              RUA VIRGILIO FERREIRA SOARES , 101      AGUA BRANCA                             64460970PI43254000030457744142072       05072013900BRADESCO S/A        1010201300000000000633100CC                                                                                                                                                                                                                                                                                                                                                                                                         000035
1022421009579COBR_CAUC_COR  LOREN-SID LTDA                          009350550000105D G M DISTRIBUID. GRANDES MARCAS L      AV.ALIPIO TAVARES DE MENESES 4973       ITABAIANA                               49500000SE43253000010457729842073       05072013900BRADESCO S/A        2608201300000000001475240CC                                                                                                                                                                                                                                                                                                                                                                                                         000036
1022421009579COBR_CAUC_COR  LOREN-SID LTDA                          008762885000178INFORCENTER COM.DE PROD.DE INF.LTD      AV.GOIAS,942                            AUGUSTINOPOLIS                          77960000TO43252000010457748442074       05072013900BRADESCO S/A        2608201300000000000445634CC                                                                                                                                                                                                                                                                                                                                                                                                         000037
1022421009579COBR_CAUC_COR  LOREN-SID LTDA                          008762885000178INFORCENTER COM.DE PROD.DE INF.LTD      AV.GOIAS,942                            AUGUSTINOPOLIS                          77960000TO43252000020457749242074       05072013900BRADESCO S/A        2509201300000000000445633CC                                                                                                                                                                                                                                                                                                                                                                                                         000038
1022421009579COBR_CAUC_COR  LOREN-SID LTDA                          008762885000178INFORCENTER COM.DE PROD.DE INF.LTD      AV.GOIAS,942                            AUGUSTINOPOLIS                          77960000TO43252000030457750642074       05072013900BRADESCO S/A        2510201300000000000445633CC                                                                                                                                                                                                                                                                                                                                                                                                         000039
1022421009579COBR_CAUC_COR  LOREN-SID LTDA                          007227502000107CARRA E MAFFEI LTDA-ME                  RUA MARECHAL RONDON,65                  CAMPO GRANDE                            79008000MS43251000010457723941996       27062013900BRADESCO S/A        0308201300000000000100910CC                                                                                                                                                                                                                                                                                                                                                                                                         000040
1022421009579COBR_CAUC_COR  LOREN-SID LTDA                          007227502000107CARRA E MAFFEI LTDA-ME                  RUA MARECHAL RONDON,65                  CAMPO GRANDE                            79008000MS43251000020457724741996       27062013900BRADESCO S/A        0209201300000000000100910CC                                                                                                                                                                                                                                                                                                                                                                                                         000041
1022421009579COBR_CAUC_COR  LOREN-SID LTDA                          007227502000107CARRA E MAFFEI LTDA-ME                  RUA MARECHAL RONDON,65                  CAMPO GRANDE                            79008000MS43251000030457725541996       27062013900BRADESCO S/A        0210201300000000000100910CC                                                                                                                                                                                                                                                                                                                                                                                                         000042
1022421009579COBR_CAUC_COR  LOREN-SID LTDA                          007227502000107CARRA E MAFFEI LTDA-ME                  RUA MARECHAL RONDON,65                  CAMPO GRANDE                            79008000MS43251000040457786742079       05072013900BRADESCO S/A        1810201300000000000343716CC                                                                                                                                                                                                                                                                                                                                                                                                         000043
1022421009579COBR_CAUC_COR  LOREN-SID LTDA                          007227502000107CARRA E MAFFEI LTDA-ME                  RUA MARECHAL RONDON,65                  CAMPO GRANDE                            79008000MS43251000050457784142079       05072013900BRADESCO S/A        1908201300000000000343718CC                                                                                                                                                                                                                                                                                                                                                                                                         000044
1022421009579COBR_CAUC_COR  LOREN-SID LTDA                          007227502000107CARRA E MAFFEI LTDA-ME                  RUA MARECHAL RONDON,65                  CAMPO GRANDE                            79008000MS43251000060457785942079       05072013900BRADESCO S/A        1809201300000000000343716CC                                                                                                                                                                                                                                                                                                                                                                                                         000045
1022421009579COBR_CAUC_COR  LOREN-SID LTDA                          004073822000153J.S MAGAZINE LTDA - ME                  RUA FREI C. DE LISBOA, 1102             CAMETA                                  68400000PA43250000010457758142008       28062013900BRADESCO S/A        0309201300000000000305570CC                                                                                                                                                                                                                                                                                                                                                                                                         000046
1022421009579COBR_CAUC_COR  LOREN-SID LTDA                          004073822000153J.S MAGAZINE LTDA - ME                  RUA FREI C. DE LISBOA, 1102             CAMETA                                  68400000PA43250000020457759042008       28062013900BRADESCO S/A        0310201300000000000305570CC                                                                                                                                                                                                                                                                                                                                                                                                         000047
1022421009579COBR_CAUC_COR  LOREN-SID LTDA                          004073822000153J.S MAGAZINE LTDA - ME                  RUA FREI C. DE LISBOA, 1102             CAMETA                                  68400000PA43250000030457760342008       28062013900BRADESCO S/A        0211201300000000000305570CC                                                                                                                                                                                                                                                                                                                                                                                                         000048
1022421009579COBR_CAUC_COR  LOREN-SID LTDA                          004073822000153J.S MAGAZINE LTDA - ME                  RUA FREI C. DE LISBOA, 1102             CAMETA                                  68400000PA43250000040457761142008       28062013900BRADESCO S/A        0212201300000000000305570CC                                                                                                                                                                                                                                                                                                                                                                                                         000049
1022421009579COBR_CAUC_BIC  LOREN-SID LTDA                          015739980000116TAPAJOS & CIA LTDA                      AV.RUI BARBOSA,956                      SANTAREM                                68005080PA43249000010457816242036       28062013050BELEM               0309201300000000000383400CC                                                                                                                                                                                                                                                                                                                                                                                                         000050
1022421009579COBR_CAUC_BIC  LOREN-SID LTDA                          015739980000116TAPAJOS & CIA LTDA                      AV.RUI BARBOSA,956                      SANTAREM                                68005080PA43249000020457817142036       28062013050BELEM               0310201300000000000383399CC                                                                                                                                                                                                                                                                                                                                                                                                         000051
1022421009579COBR_CAUC_BIC  LOREN-SID LTDA                          015739980000116TAPAJOS & CIA LTDA                      AV.RUI BARBOSA,956                      SANTAREM                                68005080PA43249000030457818942036       28062013050BELEM               0211201300000000000383399CC                                                                                                                                                                                                                                                                                                                                                                                                         000052
1022421009579COBR_CAUC_BIC  LOREN-SID LTDA                          004636160000182ELEN KARINE LEITE BRITO ME              AV.MISTER HULL 3939                     FORTALEZA                               60356001CE43248000010457733642081       05072013003CENTRO              2608201300000000000373354CC                                                                                                                                                                                                                                                                                                                                                                                                         000053
1022421009579COBR_CAUC_BIC  LOREN-SID LTDA                          004636160000182ELEN KARINE LEITE BRITO ME              AV.MISTER HULL 3939                     FORTALEZA                               60356001CE43248000020457734442081       05072013003CENTRO              1009201300000000000373353CC                                                                                                                                                                                                                                                                                                                                                                                                         000054
1022421009579COBR_CAUC_BIC  LOREN-SID LTDA                          004636160000182ELEN KARINE LEITE BRITO ME              AV.MISTER HULL 3939                     FORTALEZA                               60356001CE43248000030457735242081       05072013003CENTRO              2509201300000000000373353CC                                                                                                                                                                                                                                                                                                                                                                                                         000055
1022421009579COBR_CAUC_BIC  LOREN-SID LTDA                          002843320000139TAPAJOS MAGAZINE LTDA                   TRAV.DOS MARTIRES, 272 TERREO           SANTAREM                                68005010PA43247000010457819742035       28062013050BELEM               0309201300000000000336995CC                                                                                                                                                                                                                                                                                                                                                                                                         000056
1022421009579COBR_CAUC_BIC  LOREN-SID LTDA                          002843320000139TAPAJOS MAGAZINE LTDA                   TRAV.DOS MARTIRES, 272 TERREO           SANTAREM                                68005010PA43247000020457820142035       28062013050BELEM               0310201300000000000336994CC                                                                                                                                                                                                                                                                                                                                                                                                         000057
1022421009579COBR_CAUC_BIC  LOREN-SID LTDA                          002843320000139TAPAJOS MAGAZINE LTDA                   TRAV.DOS MARTIRES, 272 TERREO           SANTAREM                                68005010PA43247000030457821942035       28062013050BELEM               0211201300000000000336994CC                                                                                                                                                                                                                                                                                                                                                                                                         000058
1007421043100COBR_CAUC_COR  MACROPORT INTERNACIONAL LTDA            014517323000242HI TEC DISTR DE PNEUS LTDA              RODOVIA BR 101,0                        PICARRAS                                88380000SC432300000102086467459733      23072013900BRADESCO S/A        0511201300000000012821508CC                                                                                                                                                                                                                                                                                                                                                                                                         000059
1028421002921COBR_CAUC_COR  MATABOI ALIMENTOS S/A - EM REC.JUD.     010996444000182RXM IMPORTACAO E EXPORTACAO LTDA        ALAMEDA ARAGUAIA1293SALA 702 - AND      BARUERI                                 06455000SP4322700001004054050010689201  20072013900BRADESCO S/A        1908201300000000023101815CC                                                                                                                                                                                                                                                                                                                                                                                                         000060
1020421001652COBR_CAUC_COR  SANTHER FAB PAP STA THEREZINHA S/A      066471517000924DPC DISTRIBUIDOR ATACADISTA S/A         RODOVIA MG 329 KM 1,8                   CARATINGA                               35303136MG432290000106343957047922501   22072013800UNIBANCO S/A        0209201300000000013348860CC                                                                                                                                                                                                                                                                                                                                                                                                         000061
1045421005424DIR_CREDIT     SAO LUCAS MEDICO HOSPITALAR LTDA        013360276000122UNIMED SERGIPE - COOP DE TRAB MEDICO    RUA SOCORRO 100_ SAO JOSE               ARACAJU                                 49015300SE4320200001                                                                                                                                          012312275           01052003000000852505/2003     22072013000404Contrato de prestação de serviços hospitalares aos beneficiários dos   planos de saúde operacionalizados pela contratante.                                                                                                                      013131370000100              000062
1045421013940DIR_CREDIT     SERVICO DE NEFROLOGIA DE SERGIPE LT     010436979000107FUNDACAO HOSPITALAR DE SAUDE            RUA GERU, SN                            ARACAJU                                 49010000SE4324500001                                                                                                                                          012256243           020420130000024322003/2013    22072013000403 servicos de depuracao extra renal para pacientes internados no        Hospital de Urgência de Sergipe                                                                                                                                          008827950000104              000063
9000026                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               000064
