0REMESSANOTIFICAÇÃO ELETRONICA        99999999999999Bicbanco S/A                            Avenida Paulista                        1048      12º andar BELA VISTA                    SÃO PAULO                     01310100SPBicbanco S/A                                                                    04102011                                                                                                                                                                                                                                                                                                                                                                                                000001
1031421001119COBR_CAUC_COR  GET GLOBAL ENERGY AND TELECOMMUNICA     006906651000121R.DA SILVA EQUIPAMENTOSME               RUA FRANCISCO PIERMANN 170              JARAGUA DO SUL                          89252500SC310280001004904468G74622/2    28072011800UNIBANCO S/A        2411201100000000000755614CC                                                                                                                                                                                                                                                                                                                                                                                           146910-22     000023
1031421001119COBR_CAUC_COR  GET GLOBAL ENERGY AND TELECOMMUNICA     006906651000121R.DA SILVA EQUIPAMENTOSME               RUA FRANCISCO PIERMANN 170              JARAGUA DO SUL                          89252500SC310280001104905278G74659/1    02082011800UNIBANCO S/A        2311201100000000000609518CC                                                                                                                                                                                                                                                                                                                                                                                           146910-23     000024
1031421001119COBR_CAUC_COR  GET GLOBAL ENERGY AND TELECOMMUNICA     006906651000121R.DA SILVA EQUIPAMENTOSME               RUA FRANCISCO PIERMANN 170              JARAGUA DO SUL                          89252500SC310280001204905286G74659/2    02082011800UNIBANCO S/A        3011201100000000000609518CC                                                                                                                                                                                                                                                                                                                                                                                           146910-24     000025
1031421001119COBR_CAUC_COR  GET GLOBAL ENERGY AND TELECOMMUNICA     006906651000121R.DA SILVA EQUIPAMENTOSME               RUA FRANCISCO PIERMANN 170              JARAGUA DO SUL                          89252500SC310280001304907530G74724/1    09082011800UNIBANCO S/A        3011201100000000000649008CC                                                                                                                                                                                                                                                                                                                                                                                           146910-25     000026
1031421001119COBR_CAUC_COR  GET GLOBAL ENERGY AND TELECOMMUNICA     006906651000121R.DA SILVA EQUIPAMENTOSME               RUA FRANCISCO PIERMANN 170              JARAGUA DO SUL                          89252500SC310280001404907548G74724/2    09082011800UNIBANCO S/A        0712201100000000000649008CC                                                                                                                                                                                                                                                                                                                                                                                           146910-26     000027
1031421001119COBR_CAUC_COR  GET GLOBAL ENERGY AND TELECOMMUNICA     006906651000121R.DA SILVA EQUIPAMENTOSME               RUA FRANCISCO PIERMANN 170              JARAGUA DO SUL                          89252500SC310280001504927301G76218/1    23092011800UNIBANCO S/A        2001201200000000000983016CC                                                                                                                                                                                                                                                                                                                                                                                           146910-27     000028
1031421001119COBR_CAUC_COR  GET GLOBAL ENERGY AND TELECOMMUNICA     006906651000121R.DA SILVA EQUIPAMENTOSME               RUA FRANCISCO PIERMANN 170              JARAGUA DO SUL                          89252500SC310280001604927310G76219/1    23092011800UNIBANCO S/A        1301201200000000000749027CC                                                                                                                                                                                                                                                                                                                                                                                           146910-28     000029
1031421001119COBR_CAUC_COR  GET GLOBAL ENERGY AND TELECOMMUNICA     006906651000121R.DA SILVA EQUIPAMENTOSME               RUA FRANCISCO PIERMANN 170              JARAGUA DO SUL                          89252500SC310280001704927328G76219/2    23092011800UNIBANCO S/A        2001201200000000000749027CC                                                                                                                                                                                                                                                                                                                                                                                           146910-29     000030
1031421001119COBR_CAUC_COR  GET GLOBAL ENERGY AND TELECOMMUNICA     006906651000121R.DA SILVA EQUIPAMENTOSME               RUA FRANCISCO PIERMANN 170              JARAGUA DO SUL                          89252500SC310280001804927581G76226/1    26092011800UNIBANCO S/A        1801201200000000000705817CC                                                                                                                                                                                                                                                                                                                                                                                           146910-30     000031
1031421001119COBR_CAUC_COR  GET GLOBAL ENERGY AND TELECOMMUNICA     006906651000121R.DA SILVA EQUIPAMENTOSME               RUA FRANCISCO PIERMANN 170              JARAGUA DO SUL                          89252500SC310280001904927590G76226/2    26092011800UNIBANCO S/A        2401201200000000000705817CC                                                                                                                                                                                                                                                                                                                                                                                           146910-31     000032
1031421001119COBR_CAUC_COR  GET GLOBAL ENERGY AND TELECOMMUNICA     006906651000121R.DA SILVA EQUIPAMENTOSME               RUA FRANCISCO PIERMANN 170              JARAGUA DO SUL                          89252500SC310280002004929321G76239/1    28092011800UNIBANCO S/A        2501201200000000000721634CC                                                                                                                                                                                                                                                                                                                                                                                           146910-32     000033
1031421001119COBR_CAUC_COR  GET GLOBAL ENERGY AND TELECOMMUNICA     006906651000121R.DA SILVA EQUIPAMENTOSME               RUA FRANCISCO PIERMANN 170              JARAGUA DO SUL                          89252500SC310280002104929339G76240/1    28092011800UNIBANCO S/A        2501201200000000000921836CC                                                                                                                                                                                                                                                                                                                                                                                           146910-33     000034
1031421001119COBR_CAUC_COR  GET GLOBAL ENERGY AND TELECOMMUNICA     006906651000121R.DA SILVA EQUIPAMENTOSME               RUA FRANCISCO PIERMANN 170              JARAGUA DO SUL                          89252500SC310290000104898638G74470/1    12072011800UNIBANCO S/A        0911201100000000001083018CC                                                                                                                                                                                                                                                                                                                                                                                           146910-34     000035
1031421001119COBR_CAUC_BIC  GET GLOBAL ENERGY AND TELECOMMUNICA     008934694000146RCC DISTRIBUIDORA LTDA                  RUA SERRA DO MARACAJU, 505 A            LONDRINA                                86065400PR310300000104881271G74157/1    08062011031LONDRINA            0610201100000000001023044CC                                                                                                                                                                                                                                                                                                                                                                                           146910-35     000036
1031421001119COBR_CAUC_BIC  GET GLOBAL ENERGY AND TELECOMMUNICA     008934694000146RCC DISTRIBUIDORA LTDA                  RUA SERRA DO MARACAJU, 505 A            LONDRINA                                86065400PR310300000204881298G74158/2    08062011031LONDRINA            0710201100000000000632884CC                                                                                                                                                                                                                                                                                                                                                                                           146910-36     000037
1031421001119COBR_CAUC_BIC  GET GLOBAL ENERGY AND TELECOMMUNICA     008934694000146RCC DISTRIBUIDORA LTDA                  RUA SERRA DO MARACAJU, 505 A            LONDRINA                                86065400PR310300000304881310G74158/4    08062011031LONDRINA            0310201100000000000632884CC                                                                                                                                                                                                                                                                                                                                                                                           146910-37     000038
1031421001119COBR_CAUC_BIC  GET GLOBAL ENERGY AND TELECOMMUNICA     008934694000146RCC DISTRIBUIDORA LTDA                  RUA SERRA DO MARACAJU, 505 A            LONDRINA                                86065400PR310300000404881417G74187/2    09062011031LONDRINA            0710201100000000000765810CC                                                                                                                                                                                                                                                                                                                                                                                           146910-38     000039
1031421001119COBR_CAUC_BIC  GET GLOBAL ENERGY AND TELECOMMUNICA     008934694000146RCC DISTRIBUIDORA LTDA                  RUA SERRA DO MARACAJU, 505 A            LONDRINA                                86065400PR310300000504881425G74188/1    07062011031LONDRINA            0710201100000000000574011CC                                                                                                                                                                                                                                                                                                                                                                                           146910-39     000040
1031421001119COBR_CAUC_BIC  GET GLOBAL ENERGY AND TELECOMMUNICA     008934694000146RCC DISTRIBUIDORA LTDA                  RUA SERRA DO MARACAJU, 505 A            LONDRINA                                86065400PR310300000604881441G74188/3    07062011031LONDRINA            0310201100000000000574012CC                                                                                                                                                                                                                                                                                                                                                                                           146910-40     000041
1031421001119COBR_CAUC_BIC  GET GLOBAL ENERGY AND TELECOMMUNICA     008934694000146RCC DISTRIBUIDORA LTDA                  RUA SERRA DO MARACAJU, 505 A            LONDRINA                                86065400PR310300000704883584G74227/1    15062011031LONDRINA            0510201100000000000756010CC                                                                                                                                                                                                                                                                                                                                                                                           146910-41     000042
1031421001119COBR_CAUC_BIC  GET GLOBAL ENERGY AND TELECOMMUNICA     008934694000146RCC DISTRIBUIDORA LTDA                  RUA SERRA DO MARACAJU, 505 A            LONDRINA                                86065400PR310300000804883592G74227/2    15062011031LONDRINA            1110201100000000000756009CC                                                                                                                                                                                                                                                                                                                                                                                           146910-42     000043
1031421001119COBR_CAUC_BIC  GET GLOBAL ENERGY AND TELECOMMUNICA     008934694000146RCC DISTRIBUIDORA LTDA                  RUA SERRA DO MARACAJU, 505 A            LONDRINA                                86065400PR310300000904883606G74228/1    16062011031LONDRINA            0710201100000000000746509CC                                                                                                                                                                                                                                                                                                                                                                                           146910-43     000044
1031421001119COBR_CAUC_BIC  GET GLOBAL ENERGY AND TELECOMMUNICA     008934694000146RCC DISTRIBUIDORA LTDA                  RUA SERRA DO MARACAJU, 505 A            LONDRINA                                86065400PR310300001004883614G74228/2    16062011031LONDRINA            1410201100000000000746508CC                                                                                                                                                                                                                                                                                                                                                                                           146910-44     000045
1031421001119COBR_CAUC_BIC  GET GLOBAL ENERGY AND TELECOMMUNICA     008934694000146RCC DISTRIBUIDORA LTDA                  RUA SERRA DO MARACAJU, 505 A            LONDRINA                                86065400PR310300001104885374G74250/1    17062011031LONDRINA            1110201100000000001012314CC                                                                                                                                                                                                                                                                                                                                                                                           146910-45     000046
1031421001119COBR_CAUC_BIC  GET GLOBAL ENERGY AND TELECOMMUNICA     008934694000146RCC DISTRIBUIDORA LTDA                  RUA SERRA DO MARACAJU, 505 A            LONDRINA                                86065400PR310300001204885391G74251/2    17062011031LONDRINA            1410201100000000000756509CC                                                                                                                                                                                                                                                                                                                                                                                           146910-46     000047
1031421001119COBR_CAUC_BIC  GET GLOBAL ENERGY AND TELECOMMUNICA     008934694000146RCC DISTRIBUIDORA LTDA                  RUA SERRA DO MARACAJU, 505 A            LONDRINA                                86065400PR310300001304892524G74315/1    28062011031LONDRINA            2110201100000000000649017CC                                                                                                                                                                                                                                                                                                                                                                                           146910-47     000048
1031421001119COBR_CAUC_BIC  GET GLOBAL ENERGY AND TELECOMMUNICA     008934694000146RCC DISTRIBUIDORA LTDA                  RUA SERRA DO MARACAJU, 505 A            LONDRINA                                86065400PR310300001404892532G74315/2    28062011031LONDRINA            2610201100000000000649017CC                                                                                                                                                                                                                                                                                                                                                                                           146910-48     000049
1031421001119COBR_CAUC_BIC  GET GLOBAL ENERGY AND TELECOMMUNICA     008934694000146RCC DISTRIBUIDORA LTDA                  RUA SERRA DO MARACAJU, 505 A            LONDRINA                                86065400PR310300001504892541G74316/1    28062011031LONDRINA            2610201100000000001118019CC                                                                                                                                                                                                                                                                                                                                                                                           146910-49     000050
1031421001119COBR_CAUC_BIC  GET GLOBAL ENERGY AND TELECOMMUNICA     008934694000146RCC DISTRIBUIDORA LTDA                  RUA SERRA DO MARACAJU, 505 A            LONDRINA                                86065400PR310300001604898611G74469/1    13072011031LONDRINA            2710201100000000000649008CC                                                                                                                                                                                                                                                                                                                                                                                           146910-50     000051
1031421001119COBR_CAUC_BIC  GET GLOBAL ENERGY AND TELECOMMUNICA     008934694000146RCC DISTRIBUIDORA LTDA                  RUA SERRA DO MARACAJU, 505 A            LONDRINA                                86065400PR310300001704898620G74469/2    13072011031LONDRINA            1011201100000000000649007CC                                                                                                                                                                                                                                                                                                                                                                                           146910-51     000052
1031421001119COBR_CAUC_BIC  GET GLOBAL ENERGY AND TELECOMMUNICA     008934694000146RCC DISTRIBUIDORA LTDA                  RUA SERRA DO MARACAJU, 505 A            LONDRINA                                86065400PR310300001804899049G74478/1    13072011031LONDRINA            1011201100000000000898017CC                                                                                                                                                                                                                                                                                                                                                                                           146910-52     000053
1031421001119COBR_CAUC_BIC  GET GLOBAL ENERGY AND TELECOMMUNICA     008934694000146RCC DISTRIBUIDORA LTDA                  RUA SERRA DO MARACAJU, 505 A            LONDRINA                                86065400PR310300001904903101G74563/1    22072011031LONDRINA            2111201100000000000821036CC                                                                                                                                                                                                                                                                                                                                                                                           146910-53     000054
1031421001119COBR_CAUC_BIC  GET GLOBAL ENERGY AND TELECOMMUNICA     008934694000146RCC DISTRIBUIDORA LTDA                  RUA SERRA DO MARACAJU, 505 A            LONDRINA                                86065400PR310300002004903291G74585/1    22072011031LONDRINA            2810201100000000000551821CC                                                                                                                                                                                                                                                                                                                                                                                           146910-54     000055
1031421001119COBR_CAUC_BIC  GET GLOBAL ENERGY AND TELECOMMUNICA     008934694000146RCC DISTRIBUIDORA LTDA                  RUA SERRA DO MARACAJU, 505 A            LONDRINA                                86065400PR310300002104903305G74585/2    22072011031LONDRINA            2311201100000000000551821CC                                                                                                                                                                                                                                                                                                                                                                                           146910-55     000056
1031421001119COBR_CAUC_BIC  GET GLOBAL ENERGY AND TELECOMMUNICA     008934694000146RCC DISTRIBUIDORA LTDA                  RUA SERRA DO MARACAJU, 505 A            LONDRINA                                86065400PR310300002204907556G74725/1    08082011031LONDRINA            0612201100000000000821034CC                                                                                                                                                                                                                                                                                                                                                                                           146910-56     000057
1031421001119COBR_CAUC_BIC  GET GLOBAL ENERGY AND TELECOMMUNICA     008934694000146RCC DISTRIBUIDORA LTDA                  RUA SERRA DO MARACAJU, 505 A            LONDRINA                                86065400PR310300002304927603G76227/1    26092011031LONDRINA            2301201200000000000891036CC                                                                                                                                                                                                                                                                                                                                                                                           146910-57     000058
1031421001119COBR_CAUC_BIC  GET GLOBAL ENERGY AND TELECOMMUNICA     008934694000146RCC DISTRIBUIDORA LTDA                  RUA SERRA DO MARACAJU, 505 A            LONDRINA                                86065400PR310300002404929347G76241/1    28092011031LONDRINA            2601201200000000000625974CC                                                                                                                                                                                                                                                                                                                                                                                           146910-58     000059
9000058                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               000060
