0REMESSANOTIFICAÇÃO ELETRONICA        99999999999999Bicbanco S/A                            Avenida Paulista                        1048      12º andar BELA VISTA                    SÃO PAULO                     01310100SPBicbanco S/A                                                                    03082011                                                                                                                                                                                                                                                                                                                                                                                                000001
1018421019169COBR_CAUC_COR  INDUSTRIA E COMERCIO AUTO REIS LTDA     004272208000110ADILSON AUTO PECAS ARACATUBA LTDA       RUA MARCILIO DIAS N401                  ARACATUBA                               16050190SP29421000010222934338268/04E   27042011600HSBC BANK BRASIL    2508201100000000000218001CC                                                                                                                                                                                                                                                                                                                                                                                           139600-39     000040
1018421019169COBR_CAUC_COR  INDUSTRIA E COMERCIO AUTO REIS LTDA     001920694000148FIORETUR TRANSPORTE E TURISMO LTDA      RUA 02 C/AV BRASIL N3 CXP30             SAO SIMAO                               75890000GO29422000010231401451395/02E   17062011900BRADESCO S/A        1608201100000000000114267CC                                                                                                                                                                                                                                                                                                                                                                                           139600-40     000041
1018421019169COBR_CAUC_COR  INDUSTRIA E COMERCIO AUTO REIS LTDA     001920694000148FIORETUR TRANSPORTE E TURISMO LTDA      RUA 02 C/AV BRASIL N3 CXP30             SAO SIMAO                               75890000GO29422000020231402251395/03E   17062011900BRADESCO S/A        1509201100000000000114267CC                                                                                                                                                                                                                                                                                                                                                                                           139600-41     000042
1018421019169COBR_CAUC_COR  INDUSTRIA E COMERCIO AUTO REIS LTDA     007306147000153GREGORIO AUTO PECAS LTDA - ME           AV TANC A NEVES N2363                   CORONEL FABRICI                         35170055MG29423000010223538639611/04E   30042011900BRADESCO S/A        2808201100000000000235000CC                                                                                                                                                                                                                                                                                                                                                                                           139600-42     000043
1018421019169COBR_CAUC_COR  INDUSTRIA E COMERCIO AUTO REIS LTDA     005970936000169PRATIADO COMERCIO DE PECAS E MECAN      AV IDEMAR RIEDI N9346 SL1/2             SORRISO                                 78890000MT29424000010223038438860/04E   27042011600HSBC BANK BRASIL    2508201100000000000251400CC                                                                                                                                                                                                                                                                                                                                                                                           139600-43     000044
1018421019169COBR_CAUC_COR  INDUSTRIA E COMERCIO AUTO REIS LTDA     034748137001201DISTRIBUIDORA DE AUTO PECAS RONDOB      RUA MAL RONDON L URBANO N457 Q62 S      OURO PRETO DO O                         76920000RO29425000010223390139183/06E   28042011600HSBC BANK BRASIL    1108201100000000000126571CC                                                                                                                                                                                                                                                                                                                                                                                           139600-44     000045
1018421019169COBR_CAUC_COR  INDUSTRIA E COMERCIO AUTO REIS LTDA     034748137001201DISTRIBUIDORA DE AUTO PECAS RONDOB      RUA MAL RONDON L URBANO N457 Q62 S      OURO PRETO DO O                         76920000RO29425000020223392839183/07E   28042011600HSBC BANK BRASIL    2608201100000000000126571CC                                                                                                                                                                                                                                                                                                                                                                                           139600-45     000046
1018421019169COBR_CAUC_COR  INDUSTRIA E COMERCIO AUTO REIS LTDA     005167800000115FAVARINI MOTORES LTDA EPP               R.SILVIO FAVARINI,10                    FORMIGA                                 35570000MG29426000010227292344650/04E   23052011600HSBC BANK BRASIL    2009201100000000000135000CC                                                                                                                                                                                                                                                                                                                                                                                           139600-46     000047
1018421019169COBR_CAUC_COR  INDUSTRIA E COMERCIO AUTO REIS LTDA     005167800000115FAVARINI MOTORES LTDA EPP               R.SILVIO FAVARINI,10                    FORMIGA                                 35570000MG29426000020227294044650/03E   23052011600HSBC BANK BRASIL    2108201100000000000135000CC                                                                                                                                                                                                                                                                                                                                                                                           139600-47     000048
1018421019169COBR_CAUC_BIC  INDUSTRIA E COMERCIO AUTO REIS LTDA     004205230000148N E N PECAS E SERVICOS LTDA ME          AV NORTE,5795 TERREO                    RECIFE                                  52070660PE29427000010222995538652/04E   27042011010RECIFE              2508201100000000000277877CC                                                                                                                                                                                                                                                                                                                                                                                           139600-48     000049
1018421019169COBR_CAUC_BIC  INDUSTRIA E COMERCIO AUTO REIS LTDA     065076846000150PORTO DE AREIA UNIAO LTDA-EPP           AV HOMERO NIGRO N951                    AMERICO BRASILI                         14820000SP29428000010229073548134/03E   06062011022RIBEIRAO PRETO      0409201100000000000170962CC                                                                                                                                                                                                                                                                                                                                                                                           139600-49     000050
1018421019169COBR_CAUC_BIC  INDUSTRIA E COMERCIO AUTO REIS LTDA     065076846000150PORTO DE AREIA UNIAO LTDA-EPP           AV HOMERO NIGRO N951                    AMERICO BRASILI                         14820000SP29428000020229074348134/02E   06062011022RIBEIRAO PRETO      0508201100000000000170962CC                                                                                                                                                                                                                                                                                                                                                                                           139600-50     000051
1018421019169COBR_CAUC_COR  INDUSTRIA E COMERCIO AUTO REIS LTDA     004204556000150UNIARCOS PECAS E ACESSORIOS LTDA        ROD BR354 KM476 N20                     ARCOS                                   35588000MG29429000010230470150497/03E   14062011900BRADESCO S/A        1209201100000000000124150CC                                                                                                                                                                                                                                                                                                                                                                                           139600-51     000052
1018421019169COBR_CAUC_COR  INDUSTRIA E COMERCIO AUTO REIS LTDA     004204556000150UNIARCOS PECAS E ACESSORIOS LTDA        ROD BR354 KM476 N20                     ARCOS                                   35588000MG29429000020230472850497/04E   14062011900BRADESCO S/A        2709201100000000000124150CC                                                                                                                                                                                                                                                                                                                                                                                           139600-52     000053
1018421019169COBR_CAUC_COR  INDUSTRIA E COMERCIO AUTO REIS LTDA     004204556000150UNIARCOS PECAS E ACESSORIOS LTDA        ROD BR354 KM476 N20                     ARCOS                                   35588000MG29429000030230473650497/02E   14062011900BRADESCO S/A        1308201100000000000124150CC                                                                                                                                                                                                                                                                                                                                                                                           139600-53     000054
1018421019169COBR_CAUC_COR  INDUSTRIA E COMERCIO AUTO REIS LTDA     000341968000181RETIFICA DE MOTORES GRW LTDA            R RIO G. DO SUL ESQ. RIO BRANCO         CRISTALINA                              73850000GO29430000010223094538642/04E   27042011900BRADESCO S/A        2508201100000000000119000CC                                                                                                                                                                                                                                                                                                                                                                                           139600-54     000055
1018421019169COBR_CAUC_COR  INDUSTRIA E COMERCIO AUTO REIS LTDA     000341968000181RETIFICA DE MOTORES GRW LTDA            R RIO G. DO SUL ESQ. RIO BRANCO         CRISTALINA                              73850000GO29430000020229090548136/02E   06062011900BRADESCO S/A        0508201100000000000131343CC                                                                                                                                                                                                                                                                                                                                                                                           139600-55     000056
1018421019169COBR_CAUC_COR  INDUSTRIA E COMERCIO AUTO REIS LTDA     000341968000181RETIFICA DE MOTORES GRW LTDA            R RIO G. DO SUL ESQ. RIO BRANCO         CRISTALINA                              73850000GO29430000030229091348136/03E   06062011900BRADESCO S/A        0409201100000000000131343CC                                                                                                                                                                                                                                                                                                                                                                                           139600-56     000057
1018421019169COBR_CAUC_COR  INDUSTRIA E COMERCIO AUTO REIS LTDA     010754176000192UNIAO AUTO PECAS LTDA. ME               AV INGLATERRA N82                       PARAUAPEBAS                             68515000PA29431000010229504447912/03E   07062011900BRADESCO S/A        0509201100000000000127269CC                                                                                                                                                                                                                                                                                                                                                                                           139600-57     000058
1018421019169COBR_CAUC_COR  INDUSTRIA E COMERCIO AUTO REIS LTDA     010754176000192UNIAO AUTO PECAS LTDA. ME               AV INGLATERRA N82                       PARAUAPEBAS                             68515000PA29431000020229506147912/02E   07062011900BRADESCO S/A        0608201100000000000127269CC                                                                                                                                                                                                                                                                                                                                                                                           139600-58     000059
1018421019169COBR_CAUC_COR  INDUSTRIA E COMERCIO AUTO REIS LTDA     010754176000192UNIAO AUTO PECAS LTDA. ME               AV INGLATERRA N82                       PARAUAPEBAS                             68515000PA29431000030229507947912/04E   07062011900BRADESCO S/A        0510201100000000000127269CC                                                                                                                                                                                                                                                                                                                                                                                           139600-59     000060
1018421019169COBR_CAUC_COR  INDUSTRIA E COMERCIO AUTO REIS LTDA     005824688000148ABREU & GOMES LTDA                      AV.TRANSBRASILIANA,1125                 PARAISO DO TOCA                         77600000TO29432000010229099946870/04E   06062011600HSBC BANK BRASIL    0410201100000000000158501CC                                                                                                                                                                                                                                                                                                                                                                                           139600-60     000061
1018421019169COBR_CAUC_COR  INDUSTRIA E COMERCIO AUTO REIS LTDA     005824688000148ABREU & GOMES LTDA                      AV.TRANSBRASILIANA,1125                 PARAISO DO TOCA                         77600000TO29432000020229100646870/02E   06062011600HSBC BANK BRASIL    0508201100000000000158501CC                                                                                                                                                                                                                                                                                                                                                                                           139600-61     000062
1018421019169COBR_CAUC_COR  INDUSTRIA E COMERCIO AUTO REIS LTDA     005824688000148ABREU & GOMES LTDA                      AV.TRANSBRASILIANA,1125                 PARAISO DO TOCA                         77600000TO29432000030229102246870/03E   06062011600HSBC BANK BRASIL    0409201100000000000158501CC                                                                                                                                                                                                                                                                                                                                                                                           139600-62     000063
1018421019169COBR_CAUC_BIC  INDUSTRIA E COMERCIO AUTO REIS LTDA     069309706000136F N A TRANSPORTES LTDA                  CXP 1351                                PIRACICABA                              13405971SP29433000010229458748203/03E   07062011021CAMPINAS            0509201100000000000175009CC                                                                                                                                                                                                                                                                                                                                                                                           139600-63     000064
1018421019169COBR_CAUC_BIC  INDUSTRIA E COMERCIO AUTO REIS LTDA     069309706000136F N A TRANSPORTES LTDA                  CXP 1351                                PIRACICABA                              13405971SP29433000020229459548203/02E   07062011021CAMPINAS            0608201100000000000175009CC                                                                                                                                                                                                                                                                                                                                                                                           139600-64     000065
1018421019169COBR_CAUC_BIC  INDUSTRIA E COMERCIO AUTO REIS LTDA     069309706000136F N A TRANSPORTES LTDA                  CXP 1351                                PIRACICABA                              13405971SP29433000030229537148203/04E   07062011021CAMPINAS            0510201100000000000175009CC                                                                                                                                                                                                                                                                                                                                                                                           139600-65     000066
1018421019169COBR_CAUC_COR  INDUSTRIA E COMERCIO AUTO REIS LTDA     006218581000119HIDROPAR PROD.E SERVICOS AUTOMOTIV      AV ANGELO A.GASPARETTO,179              CHAPADAO DO SUL                         79560000MS29434000010223818139649/04E   30042011600HSBC BANK BRASIL    2808201100000000000186750CC                                                                                                                                                                                                                                                                                                                                                                                           139600-66     000067
1018421019169COBR_CAUC_COR  INDUSTRIA E COMERCIO AUTO REIS LTDA     006218581000119HIDROPAR PROD.E SERVICOS AUTOMOTIV      AV ANGELO A.GASPARETTO,179              CHAPADAO DO SUL                         79560000MS29434000020231408151644/03E   17062011600HSBC BANK BRASIL    1509201100000000000123386CC                                                                                                                                                                                                                                                                                                                                                                                           139600-67     000068
1018421019169COBR_CAUC_COR  INDUSTRIA E COMERCIO AUTO REIS LTDA     006218581000119HIDROPAR PROD.E SERVICOS AUTOMOTIV      AV ANGELO A.GASPARETTO,179              CHAPADAO DO SUL                         79560000MS29434000030231409051644/04E   17062011600HSBC BANK BRASIL    1510201100000000000123386CC                                                                                                                                                                                                                                                                                                                                                                                           139600-68     000069
1018421019169COBR_CAUC_COR  INDUSTRIA E COMERCIO AUTO REIS LTDA     006218581000119HIDROPAR PROD.E SERVICOS AUTOMOTIV      AV ANGELO A.GASPARETTO,179              CHAPADAO DO SUL                         79560000MS29434000040231410351644/02E   17062011600HSBC BANK BRASIL    1608201100000000000123386CC                                                                                                                                                                                                                                                                                                                                                                                           139600-69     000070
1018421019169COBR_CAUC_COR  INDUSTRIA E COMERCIO AUTO REIS LTDA     000852299000102RETIFICA MONTES CLAROS LTDA             DEP PLINIO RIBEIRO, 2121                MONTES CLAROS                           39401474MG29435000010225233741444/03E   09052011600HSBC BANK BRASIL    0708201100000000000243333CC                                                                                                                                                                                                                                                                                                                                                                                           139600-70     000071
1018421019169COBR_CAUC_COR  INDUSTRIA E COMERCIO AUTO REIS LTDA     000852299000102RETIFICA MONTES CLAROS LTDA             DEP PLINIO RIBEIRO, 2121                MONTES CLAROS                           39401474MG29435000020229388248490/03E   07062011600HSBC BANK BRASIL    0509201100000000000114250CC                                                                                                                                                                                                                                                                                                                                                                                           139600-71     000072
1018421019169COBR_CAUC_COR  INDUSTRIA E COMERCIO AUTO REIS LTDA     000852299000102RETIFICA MONTES CLAROS LTDA             DEP PLINIO RIBEIRO, 2121                MONTES CLAROS                           39401474MG29435000030229390448490/02E   07062011600HSBC BANK BRASIL    0608201100000000000114250CC                                                                                                                                                                                                                                                                                                                                                                                           139600-72     000073
1018421019169COBR_CAUC_COR  INDUSTRIA E COMERCIO AUTO REIS LTDA     000852299000102RETIFICA MONTES CLAROS LTDA             DEP PLINIO RIBEIRO, 2121                MONTES CLAROS                           39401474MG29435000040229391248490/04E   07062011600HSBC BANK BRASIL    2009201100000000000114250CC                                                                                                                                                                                                                                                                                                                                                                                           139600-73     000074
1018421019169COBR_CAUC_COR  INDUSTRIA E COMERCIO AUTO REIS LTDA     041781352000109GUADALAJARA TURBO DIESEL LTDA ME        AV MARIA C AMORIM 90                    ARCOS                                   35588000MG29436000010229381548466/03E   07062011900BRADESCO S/A        0509201100000000000195500CC                                                                                                                                                                                                                                                                                                                                                                                           139600-74     000075
1018421019169COBR_CAUC_COR  INDUSTRIA E COMERCIO AUTO REIS LTDA     041781352000109GUADALAJARA TURBO DIESEL LTDA ME        AV MARIA C AMORIM 90                    ARCOS                                   35588000MG29436000020229382348466/04E   07062011900BRADESCO S/A        0510201100000000000195500CC                                                                                                                                                                                                                                                                                                                                                                                           139600-75     000076
1018421019169COBR_CAUC_COR  INDUSTRIA E COMERCIO AUTO REIS LTDA     041781352000109GUADALAJARA TURBO DIESEL LTDA ME        AV MARIA C AMORIM 90                    ARCOS                                   35588000MG29436000030229384048466/02E   07062011900BRADESCO S/A        0608201100000000000195500CC                                                                                                                                                                                                                                                                                                                                                                                           139600-76     000077
1018421019169COBR_CAUC_COR  INDUSTRIA E COMERCIO AUTO REIS LTDA     010600342000104RETIMAQ RETIFICA DE MOT PROD E SER      R BRASIL N1136                          CHAPADAO DO SUL                         79560000MS29437000010225110141224/03E   09052011600HSBC BANK BRASIL    0708201100000000000191625CC                                                                                                                                                                                                                                                                                                                                                                                           139600-77     000078
1018421019169COBR_CAUC_COR  INDUSTRIA E COMERCIO AUTO REIS LTDA     010600342000104RETIMAQ RETIFICA DE MOT PROD E SER      R BRASIL N1136                          CHAPADAO DO SUL                         79560000MS29437000020225112841367/03E   09052011600HSBC BANK BRASIL    0708201100000000000102833CC                                                                                                                                                                                                                                                                                                                                                                                           139600-78     000079
1018421019169COBR_CAUC_COR  INDUSTRIA E COMERCIO AUTO REIS LTDA     010600342000104RETIMAQ RETIFICA DE MOT PROD E SER      R BRASIL N1136                          CHAPADAO DO SUL                         79560000MS29437000030225113641224/04E   09052011600HSBC BANK BRASIL    0609201100000000000191625CC                                                                                                                                                                                                                                                                                                                                                                                           139600-79     000080
