0REMESSANOTIFICAÇÃO ELETRONICA        99999999999999Bicbanco S/A                            Avenida Paulista                        1048      12º andar BELA VISTA                    SÃO PAULO                     01310100SPBicbanco S/A                                                                    02032011                                                                                                                                                                                                                                                                                                                                                                                                000001
1037421007442COBR_CAUC_BIC  SILFLEX I. C. PROD. PLAST LTDA          061408514000175MARBOR MAQUINA LTDA                     R DA GRACA,597                          SAO PAULO                               01125001SP2654600008044508202996H       03022011007PAULISTA            0505201100000000001941931CC                                                                                                                                                                                                                                                                                                                                                                                           123766-25     000026
1037421007442COBR_CAUC_BIC  SILFLEX I. C. PROD. PLAST LTDA          061408514000175MARBOR MAQUINA LTDA                     R DA GRACA,597                          SAO PAULO                               01125001SP2654600009044508622996F       03022011007PAULISTA            2004201100000000001941931CC                                                                                                                                                                                                                                                                                                                                                                                           123766-26     000027
1037421007442COBR_CAUC_BIC  SILFLEX I. C. PROD. PLAST LTDA          061408514000175MARBOR MAQUINA LTDA                     R DA GRACA,597                          SAO PAULO                               01125001SP2654600010044509512996G       03022011007PAULISTA            2804201100000000001941931CC                                                                                                                                                                                                                                                                                                                                                                                           123766-27     000028
1037421007442COBR_CAUC_BIC  SILFLEX I. C. PROD. PLAST LTDA          007341434000102MARBOR COMERCIAL DE MAQUINS LTDA        AV CAIAPO,810                           GOIANIA                                 74672400GO2654700001044507313002A       03022011018GOIANIA             1003201100000000001519067CC                                                                                                                                                                                                                                                                                                                                                                                           123766-28     000029
1037421007442COBR_CAUC_BIC  SILFLEX I. C. PROD. PLAST LTDA          007341434000102MARBOR COMERCIAL DE MAQUINS LTDA        AV CAIAPO,810                           GOIANIA                                 74672400GO2654700002044507493002J       03022011018GOIANIA             0305201100000000001519067CC                                                                                                                                                                                                                                                                                                                                                                                           123766-29     000030
1037421007442COBR_CAUC_BIC  SILFLEX I. C. PROD. PLAST LTDA          007341434000102MARBOR COMERCIAL DE MAQUINS LTDA        AV CAIAPO,810                           GOIANIA                                 74672400GO2654700003044508383002K       03022011018GOIANIA             0805201100000000001519067CC                                                                                                                                                                                                                                                                                                                                                                                           123766-30     000031
1037421007442COBR_CAUC_BIC  SILFLEX I. C. PROD. PLAST LTDA          007341434000102MARBOR COMERCIAL DE MAQUINS LTDA        AV CAIAPO,810                           GOIANIA                                 74672400GO2654700004044508463002L       03022011018GOIANIA             2305201100000000001519067CC                                                                                                                                                                                                                                                                                                                                                                                           123766-31     000032
1037421007442COBR_CAUC_BIC  SILFLEX I. C. PROD. PLAST LTDA          007341434000102MARBOR COMERCIAL DE MAQUINS LTDA        AV CAIAPO,810                           GOIANIA                                 74672400GO2654700005044508543002M       03022011018GOIANIA             0206201100000000001519067CC                                                                                                                                                                                                                                                                                                                                                                                           123766-32     000033
1037421007442COBR_CAUC_BIC  SILFLEX I. C. PROD. PLAST LTDA          007341434000102MARBOR COMERCIAL DE MAQUINS LTDA        AV CAIAPO,810                           GOIANIA                                 74672400GO2654700006044508713002C       03022011018GOIANIA             2403201100000000001519067CC                                                                                                                                                                                                                                                                                                                                                                                           123766-33     000034
1037421007442COBR_CAUC_BIC  SILFLEX I. C. PROD. PLAST LTDA          007341434000102MARBOR COMERCIAL DE MAQUINS LTDA        AV CAIAPO,810                           GOIANIA                                 74672400GO2654700007044508893002B       03022011018GOIANIA             1903201100000000001519067CC                                                                                                                                                                                                                                                                                                                                                                                           123766-34     000035
1037421007442COBR_CAUC_BIC  SILFLEX I. C. PROD. PLAST LTDA          007341434000102MARBOR COMERCIAL DE MAQUINS LTDA        AV CAIAPO,810                           GOIANIA                                 74672400GO2654700008044508973002F       03022011018GOIANIA             0804201100000000001519067CC                                                                                                                                                                                                                                                                                                                                                                                           123766-35     000036
1037421007442COBR_CAUC_BIC  SILFLEX I. C. PROD. PLAST LTDA          007341434000102MARBOR COMERCIAL DE MAQUINS LTDA        AV CAIAPO,810                           GOIANIA                                 74672400GO2654700009044509013002E       03022011018GOIANIA             0304201100000000001519067CC                                                                                                                                                                                                                                                                                                                                                                                           123766-36     000037
1037421007442COBR_CAUC_BIC  SILFLEX I. C. PROD. PLAST LTDA          007341434000102MARBOR COMERCIAL DE MAQUINS LTDA        AV CAIAPO,810                           GOIANIA                                 74672400GO2654700010044509193002D       03022011018GOIANIA             2903201100000000001519067CC                                                                                                                                                                                                                                                                                                                                                                                           123766-37     000038
1037421007442COBR_CAUC_BIC  SILFLEX I. C. PROD. PLAST LTDA          007341434000102MARBOR COMERCIAL DE MAQUINS LTDA        AV CAIAPO,810                           GOIANIA                                 74672400GO2654700011044509273002I       03022011018GOIANIA             2304201100000000001519067CC                                                                                                                                                                                                                                                                                                                                                                                           123766-38     000039
1037421007442COBR_CAUC_BIC  SILFLEX I. C. PROD. PLAST LTDA          007341434000102MARBOR COMERCIAL DE MAQUINS LTDA        AV CAIAPO,810                           GOIANIA                                 74672400GO2654700012044509353002H       03022011018GOIANIA             1804201100000000001519067CC                                                                                                                                                                                                                                                                                                                                                                                           123766-39     000040
1037421007442COBR_CAUC_BIC  SILFLEX I. C. PROD. PLAST LTDA          007341434000102MARBOR COMERCIAL DE MAQUINS LTDA        AV CAIAPO,810                           GOIANIA                                 74672400GO2654700013044509433002G       03022011018GOIANIA             1304201100000000001519067CC                                                                                                                                                                                                                                                                                                                                                                                           123766-40     000041
1037421007442COBR_CAUC_BIC  SILFLEX I. C. PROD. PLAST LTDA          010368750000174SUPERMERCADO OFERTAO                    R JOSE HONORIO DA SILVA,82              SAO PAULO                               02813120SP2654800001044509602998E       03022011007PAULISTA            2403201100000000000821493CC                                                                                                                                                                                                                                                                                                                                                                                           123766-41     000042
1037421007442COBR_CAUC_BIC  SILFLEX I. C. PROD. PLAST LTDA          010368750000174SUPERMERCADO OFERTAO                    R JOSE HONORIO DA SILVA,82              SAO PAULO                               02813120SP2654800002044509782999D       03022011007PAULISTA            3103201100000000002279632CC                                                                                                                                                                                                                                                                                                                                                                                           123766-42     000043
1037421007442COBR_CAUC_BIC  SILFLEX I. C. PROD. PLAST LTDA          010368750000174SUPERMERCADO OFERTAO                    R JOSE HONORIO DA SILVA,82              SAO PAULO                               02813120SP2654800003044509862999E       03022011007PAULISTA            0704201100000000002279632CC                                                                                                                                                                                                                                                                                                                                                                                           123766-43     000044
1037421007442COBR_CAUC_BIC  SILFLEX I. C. PROD. PLAST LTDA          010368750000174SUPERMERCADO OFERTAO                    R JOSE HONORIO DA SILVA,82              SAO PAULO                               02813120SP2654800004044509942998K       03022011007PAULISTA            2304201100000000000821493CC                                                                                                                                                                                                                                                                                                                                                                                           123766-44     000045
1037421007442COBR_CAUC_BIC  SILFLEX I. C. PROD. PLAST LTDA          010368750000174SUPERMERCADO OFERTAO                    R JOSE HONORIO DA SILVA,82              SAO PAULO                               02813120SP2654800005044510012999A       03022011007PAULISTA            1003201100000000002279632CC                                                                                                                                                                                                                                                                                                                                                                                           123766-45     000046
1037421007442COBR_CAUC_BIC  SILFLEX I. C. PROD. PLAST LTDA          010368750000174SUPERMERCADO OFERTAO                    R JOSE HONORIO DA SILVA,82              SAO PAULO                               02813120SP2654800006044510102999B       03022011007PAULISTA            1703201100000000002279632CC                                                                                                                                                                                                                                                                                                                                                                                           123766-46     000047
1037421007442COBR_CAUC_BIC  SILFLEX I. C. PROD. PLAST LTDA          010368750000174SUPERMERCADO OFERTAO                    R JOSE HONORIO DA SILVA,82              SAO PAULO                               02813120SP2654800007044510282999C       03022011007PAULISTA            2403201100000000002279632CC                                                                                                                                                                                                                                                                                                                                                                                           123766-47     000048
1037421007442COBR_CAUC_BIC  SILFLEX I. C. PROD. PLAST LTDA          010368750000174SUPERMERCADO OFERTAO                    R JOSE HONORIO DA SILVA,82              SAO PAULO                               02813120SP2654800008044510362998I       03022011007PAULISTA            1304201100000000000821493CC                                                                                                                                                                                                                                                                                                                                                                                           123766-48     000049
1037421007442COBR_CAUC_BIC  SILFLEX I. C. PROD. PLAST LTDA          010368750000174SUPERMERCADO OFERTAO                    R JOSE HONORIO DA SILVA,82              SAO PAULO                               02813120SP2654800009044510442998J       03022011007PAULISTA            1804201100000000000821493CC                                                                                                                                                                                                                                                                                                                                                                                           123766-49     000050
1037421007442COBR_CAUC_BIC  SILFLEX I. C. PROD. PLAST LTDA          010368750000174SUPERMERCADO OFERTAO                    R JOSE HONORIO DA SILVA,82              SAO PAULO                               02813120SP2654800010044510522998F       03022011007PAULISTA            2903201100000000000821493CC                                                                                                                                                                                                                                                                                                                                                                                           123766-50     000051
1037421007442COBR_CAUC_BIC  SILFLEX I. C. PROD. PLAST LTDA          010368750000174SUPERMERCADO OFERTAO                    R JOSE HONORIO DA SILVA,82              SAO PAULO                               02813120SP2654800011044510612998G       03022011007PAULISTA            0304201100000000000821493CC                                                                                                                                                                                                                                                                                                                                                                                           123766-51     000052
1037421007442COBR_CAUC_BIC  SILFLEX I. C. PROD. PLAST LTDA          010368750000174SUPERMERCADO OFERTAO                    R JOSE HONORIO DA SILVA,82              SAO PAULO                               02813120SP2654800012044510792998H       03022011007PAULISTA            0804201100000000000821493CC                                                                                                                                                                                                                                                                                                                                                                                           123766-52     000053
1037421007442COBR_CAUC_BIC  SILFLEX I. C. PROD. PLAST LTDA          010368750000174SUPERMERCADO OFERTAO                    R JOSE HONORIO DA SILVA,82              SAO PAULO                               02813120SP2654800013044510872998B       03022011007PAULISTA            0903201100000000000821493CC                                                                                                                                                                                                                                                                                                                                                                                           123766-53     000054
1037421007442COBR_CAUC_BIC  SILFLEX I. C. PROD. PLAST LTDA          010368750000174SUPERMERCADO OFERTAO                    R JOSE HONORIO DA SILVA,82              SAO PAULO                               02813120SP2654800014044510952998C       03022011007PAULISTA            1403201100000000000821493CC                                                                                                                                                                                                                                                                                                                                                                                           123766-54     000055
1037421007442COBR_CAUC_BIC  SILFLEX I. C. PROD. PLAST LTDA          010368750000174SUPERMERCADO OFERTAO                    R JOSE HONORIO DA SILVA,82              SAO PAULO                               02813120SP2654800015044511092998D       03022011007PAULISTA            1903201100000000000821493CC                                                                                                                                                                                                                                                                                                                                                                                           123766-55     000056
1037421007442COBR_CAUC_BIC  SILFLEX I. C. PROD. PLAST LTDA          010368750000174SUPERMERCADO OFERTAO                    R JOSE HONORIO DA SILVA,82              SAO PAULO                               02813120SP2654800016044511172999D       03022011007PAULISTA            3103201100000000002279632CC                                                                                                                                                                                                                                                                                                                                                                                           123766-56     000057
1037421007442COBR_CAUC_BIC  SILFLEX I. C. PROD. PLAST LTDA          011227115000130NOVA PLASTIC COM DE PLASTICOS E RE      R MANOEL JOSE DE ALMEIDA,242            SAO PAULO                               02805000SP2654900001044517963047D       08022011007PAULISTA            2903201100000000000571262CC                                                                                                                                                                                                                                                                                                                                                                                           123766-57     000058
1037421007442COBR_CAUC_BIC  SILFLEX I. C. PROD. PLAST LTDA          011227115000130NOVA PLASTIC COM DE PLASTICOS E RE      R MANOEL JOSE DE ALMEIDA,242            SAO PAULO                               02805000SP2654900002044518003047C       08022011007PAULISTA            2203201100000000000571262CC                                                                                                                                                                                                                                                                                                                                                                                           123766-58     000059
1037421007442COBR_CAUC_BIC  SILFLEX I. C. PROD. PLAST LTDA          011227115000130NOVA PLASTIC COM DE PLASTICOS E RE      R MANOEL JOSE DE ALMEIDA,242            SAO PAULO                               02805000SP2654900003044518183047B       08022011007PAULISTA            1503201100000000000571262CC                                                                                                                                                                                                                                                                                                                                                                                           123766-59     000060
1037421007442COBR_CAUC_BIC  SILFLEX I. C. PROD. PLAST LTDA          011227115000130NOVA PLASTIC COM DE PLASTICOS E RE      R MANOEL JOSE DE ALMEIDA,242            SAO PAULO                               02805000SP2654900004044518263047A       08022011007PAULISTA            0803201100000000000571262CC                                                                                                                                                                                                                                                                                                                                                                                           123766-60     000061
1037421007442COBR_CAUC_BIC  SILFLEX I. C. PROD. PLAST LTDA          011227115000130NOVA PLASTIC COM DE PLASTICOS E RE      R MANOEL JOSE DE ALMEIDA,242            SAO PAULO                               02805000SP2654900005044518773047E       08022011007PAULISTA            0504201100000000000571260CC                                                                                                                                                                                                                                                                                                                                                                                           123766-61     000062
9000061                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               000063
