0REMESSANOTIFICAÇÃO ELETRONICA        99999999999999Bicbanco S/A                            Avenida Paulista                        1048      12º andar BELA VISTA                    SÃO PAULO                     01310100SPBicbanco S/A                                                                    04072011                                                                                                                                                                                                                                                                                                                                                                                                000001
1018421026211COBR_CAUC_COR  BRASIL FACTORING FOMENTO MERCANTIL      003715211000107OCA REPRESENTACOES E SERV LTDA          AV T9,4914                              GOIANIA                                 74333010GO285090000302254241315/12      06052011900BRADESCO S/A        1208201100000000000324560CC                                                                                                                                                                                                                                                                                                                                                                                           135910-51     000052
1018421026211COBR_CAUC_COR  BRASIL FACTORING FOMENTO MERCANTIL      003715211000107OCA REPRESENTACOES E SERV LTDA          AV T9,4914                              GOIANIA                                 74333010GO285090000402254259315/11      06052011900BRADESCO S/A        0708201100000000000324560CC                                                                                                                                                                                                                                                                                                                                                                                           135910-52     000053
1018421026211COBR_CAUC_COR  BRASIL FACTORING FOMENTO MERCANTIL      003715211000107OCA REPRESENTACOES E SERV LTDA          AV T9,4914                              GOIANIA                                 74333010GO285090000502254267315/10      06052011900BRADESCO S/A        0208201100000000000324560CC                                                                                                                                                                                                                                                                                                                                                                                           135910-53     000054
1018421026211COBR_CAUC_COR  BRASIL FACTORING FOMENTO MERCANTIL      003715211000107OCA REPRESENTACOES E SERV LTDA          AV T9,4914                              GOIANIA                                 74333010GO285090000602254275315/9       06052011900BRADESCO S/A        2807201100000000000324560CC                                                                                                                                                                                                                                                                                                                                                                                           135910-54     000055
1018421026211COBR_CAUC_COR  BRASIL FACTORING FOMENTO MERCANTIL      003715211000107OCA REPRESENTACOES E SERV LTDA          AV T9,4914                              GOIANIA                                 74333010GO285090000702254283315/8       06052011900BRADESCO S/A        2307201100000000000324560CC                                                                                                                                                                                                                                                                                                                                                                                           135910-55     000056
1018421026211COBR_CAUC_COR  BRASIL FACTORING FOMENTO MERCANTIL      003715211000107OCA REPRESENTACOES E SERV LTDA          AV T9,4914                              GOIANIA                                 74333010GO285090000802254291315/7       06052011900BRADESCO S/A        1807201100000000000324560CC                                                                                                                                                                                                                                                                                                                                                                                           135910-56     000057
1018421026211COBR_CAUC_COR  BRASIL FACTORING FOMENTO MERCANTIL      003715211000107OCA REPRESENTACOES E SERV LTDA          AV T9,4914                              GOIANIA                                 74333010GO285090000902254305315/6       06052011900BRADESCO S/A        1307201100000000000324560CC                                                                                                                                                                                                                                                                                                                                                                                           135910-57     000058
1018421026211COBR_CAUC_COR  BRASIL FACTORING FOMENTO MERCANTIL      003715211000107OCA REPRESENTACOES E SERV LTDA          AV T9,4914                              GOIANIA                                 74333010GO285090001002254313315/5       06052011900BRADESCO S/A        0807201100000000000324560CC                                                                                                                                                                                                                                                                                                                                                                                           135910-58     000059
1018421026211COBR_CAUC_COR  BRASIL FACTORING FOMENTO MERCANTIL      003715211000107OCA REPRESENTACOES E SERV LTDA          AV T9,4914                              GOIANIA                                 74333010GO285090001102254321315/4       06052011900BRADESCO S/A        0307201100000000000324560CC                                                                                                                                                                                                                                                                                                                                                                                           135910-59     000060
1018421026211COBR_CAUC_COR  BRASIL FACTORING FOMENTO MERCANTIL      003715211000107OCA REPRESENTACOES E SERV LTDA          AV T9,4914                              GOIANIA                                 74333010GO285090001202254356315/15      06052011900BRADESCO S/A        2708201100000000000324560CC                                                                                                                                                                                                                                                                                                                                                                                           135910-60     000061
1018421026211COBR_CAUC_COR  BRASIL FACTORING FOMENTO MERCANTIL      047683388000136CONFECCOES EQUUS LTDA                   RUA DO HIPODROMO,650                    SAO PAULO                               03051000SP2851000001022890361276/E      02062011900BRADESCO S/A        2009201100000000000407000CC                                                                                                                                                                                                                                                                                                                                                                                           135910-61     000062
1018421026211COBR_CAUC_COR  BRASIL FACTORING FOMENTO MERCANTIL      047683388000136CONFECCOES EQUUS LTDA                   RUA DO HIPODROMO,650                    SAO PAULO                               03051000SP2851000002022890441276/C      02062011900BRADESCO S/A        0310201100000000000406900CC                                                                                                                                                                                                                                                                                                                                                                                           135910-62     000063
1018421026211COBR_CAUC_COR  BRASIL FACTORING FOMENTO MERCANTIL      047683388000136CONFECCOES EQUUS LTDA                   RUA DO HIPODROMO,650                    SAO PAULO                               03051000SP2851000003022890521276/B      02062011900BRADESCO S/A        1909201100000000000407000CC                                                                                                                                                                                                                                                                                                                                                                                           135910-63     000064
1018421026211COBR_CAUC_COR  BRASIL FACTORING FOMENTO MERCANTIL      047683388000136CONFECCOES EQUUS LTDA                   RUA DO HIPODROMO,650                    SAO PAULO                               03051000SP2851000004022890611276/A      02062011900BRADESCO S/A        0509201100000000000407000CC                                                                                                                                                                                                                                                                                                                                                                                           135910-64     000065
1018421026211COBR_CAUC_COR  BRASIL FACTORING FOMENTO MERCANTIL      047683388000136CONFECCOES EQUUS LTDA                   RUA DO HIPODROMO,650                    SAO PAULO                               03051000SP2851000005022890791275/F      02062011900BRADESCO S/A        0410201100000000000406250CC                                                                                                                                                                                                                                                                                                                                                                                           135910-65     000066
1018421026211COBR_CAUC_COR  BRASIL FACTORING FOMENTO MERCANTIL      047683388000136CONFECCOES EQUUS LTDA                   RUA DO HIPODROMO,650                    SAO PAULO                               03051000SP2851000006022890871275/E      02062011900BRADESCO S/A        2009201100000000000406250CC                                                                                                                                                                                                                                                                                                                                                                                           135910-66     000067
1018421026211COBR_CAUC_COR  BRASIL FACTORING FOMENTO MERCANTIL      047683388000136CONFECCOES EQUUS LTDA                   RUA DO HIPODROMO,650                    SAO PAULO                               03051000SP2851000007022890951275/D      02062011900BRADESCO S/A        0609201100000000000406250CC                                                                                                                                                                                                                                                                                                                                                                                           135910-67     000068
1018421026211COBR_CAUC_COR  BRASIL FACTORING FOMENTO MERCANTIL      047683388000136CONFECCOES EQUUS LTDA                   RUA DO HIPODROMO,650                    SAO PAULO                               03051000SP2851000008022891091275/C      02062011900BRADESCO S/A        0310201100000000000406250CC                                                                                                                                                                                                                                                                                                                                                                                           135910-68     000069
1018421026211COBR_CAUC_COR  BRASIL FACTORING FOMENTO MERCANTIL      047683388000136CONFECCOES EQUUS LTDA                   RUA DO HIPODROMO,650                    SAO PAULO                               03051000SP2851000009022891171275/B      02062011900BRADESCO S/A        1909201100000000000406250CC                                                                                                                                                                                                                                                                                                                                                                                           135910-69     000070
1018421026211COBR_CAUC_COR  BRASIL FACTORING FOMENTO MERCANTIL      047683388000136CONFECCOES EQUUS LTDA                   RUA DO HIPODROMO,650                    SAO PAULO                               03051000SP2851000010022891251275/A      02062011900BRADESCO S/A        0509201100000000000406250CC                                                                                                                                                                                                                                                                                                                                                                                           135910-70     000071
1018421026211COBR_CAUC_COR  BRASIL FACTORING FOMENTO MERCANTIL      047683388000136CONFECCOES EQUUS LTDA                   RUA DO HIPODROMO,650                    SAO PAULO                               03051000SP2851000011022891841276/F      02062011900BRADESCO S/A        0410201100000000000406900CC                                                                                                                                                                                                                                                                                                                                                                                           135910-71     000072
9000071                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               000073
