0REMESSANOTIFICAÇÃO ELETRONICA        99999999999999Bicbanco S/A                            Avenida Paulista                        1048      12º andar BELA VISTA                    SÃO PAULO                     01310100SPBicbanco S/A                                                                    02122011                                                                                                                                                                                                                                                                                                                                                                                                000001
1031421007893COBR_CAUC_COR  DIPLOMATA S/AINDL. E COMERCIAL          091830836000683OLFAR - INDUSTRIA E COMERCIO DE OL      ROD EST BR 153 KM 53 SN                 ERECHIM                                 99700000RS3222300003049517760015865-03  29112011800UNIBANCO S/A        2501201200000000010200000CC                                                                                                                                                                                                                                                                                                                                                                                           153939-5      000018
1031421007893COBR_CAUC_COR  DIPLOMATA S/AINDL. E COMERCIAL          091830836000683OLFAR - INDUSTRIA E COMERCIO DE OL      ROD EST BR 153 KM 53 SN                 ERECHIM                                 99700000RS3222300004049517840015865-02  29112011800UNIBANCO S/A        2501201200000000010200000CC                                                                                                                                                                                                                                                                                                                                                                                           153939-6      000019
1007421054544COBR_CAUC_BIC  WIREX CABLE S/A                         004233686000111SINER ENGENHARIA E COMERCIO LTDA        RUA NOVO HAMBURGO, 249                  CARAPICUIBA                             06397110SP3222400001009445390054158/01  28112011007PAULISTA            2612201100000000021812877CC                                                                                                                                                                                                                                                                                                                                                                                           153939-7      000020
1007421054544COBR_CAUC_BIC  WIREX CABLE S/A                         005381281000193COMERCIAL ELETRICA DW S/A               R JOAO BETTEGA, 2281                    CURITIBA                                81070001PR3222500001009445800008141/01  29112011016CURITIBA            1301201200000000010266499CC                                                                                                                                                                                                                                                                                                                                                                                           153939-8      000021
1037421003897COBR_CAUC_BIC  GRAFICA DE ENVELOPES RELUC LTDA         010418324000106BERSA PRODS GRAFICOS                    RUA VICENTE DE PAULA SOUZA S,450-,      SAO BERNARDO CA                         09861690SP32271000010451736323244/1     31102011038ABC                 2712201100000000000812731CC                                                                                                                                                                                                                                                                                                                                                                                           153939-13     000022
1037421003897COBR_CAUC_BIC  GRAFICA DE ENVELOPES RELUC LTDA         010418324000106BERSA PRODS GRAFICOS                    RUA VICENTE DE PAULA SOUZA S,450-,      SAO BERNARDO CA                         09861690SP32271000020451737123244/2     31102011038ABC                 2912201100000000000812731CC                                                                                                                                                                                                                                                                                                                                                                                           153939-14     000023
1037421003897COBR_CAUC_BIC  GRAFICA DE ENVELOPES RELUC LTDA         010418324000106BERSA PRODS GRAFICOS                    RUA VICENTE DE PAULA SOUZA S,450-,      SAO BERNARDO CA                         09861690SP32271000030451738023244/3     31102011038ABC                 3112201100000000000812974CC                                                                                                                                                                                                                                                                                                                                                                                           153939-15     000024
1037421003897COBR_CAUC_BIC  GRAFICA DE ENVELOPES RELUC LTDA         010418324000106BERSA PRODS GRAFICOS                    RUA VICENTE DE PAULA SOUZA S,450-,      SAO BERNARDO CA                         09861690SP32272000010451081421952/2     21092011038ABC                 0512201100000000000842129CC                                                                                                                                                                                                                                                                                                                                                                                           153939-16     000025
1037421003897COBR_CAUC_BIC  GRAFICA DE ENVELOPES RELUC LTDA         010418324000106BERSA PRODS GRAFICOS                    RUA VICENTE DE PAULA SOUZA S,450-,      SAO BERNARDO CA                         09861690SP32272000020451082221952/3     21092011038ABC                 0712201100000000000842129CC                                                                                                                                                                                                                                                                                                                                                                                           153939-17     000026
1037421003897COBR_CAUC_BIC  GRAFICA DE ENVELOPES RELUC LTDA         010418324000106BERSA PRODS GRAFICOS                    RUA VICENTE DE PAULA SOUZA S,450-,      SAO BERNARDO CA                         09861690SP32272000030451083121952/4     21092011038ABC                 0812201100000000000842129CC                                                                                                                                                                                                                                                                                                                                                                                           153939-18     000027
1037421003897COBR_CAUC_BIC  GRAFICA DE ENVELOPES RELUC LTDA         010418324000106BERSA PRODS GRAFICOS                    RUA VICENTE DE PAULA SOUZA S,450-,      SAO BERNARDO CA                         09861690SP32272000040451084921952/5     21092011038ABC                 1212201100000000000842130CC                                                                                                                                                                                                                                                                                                                                                                                           153939-19     000028
1037421003897COBR_CAUC_BIC  GRAFICA DE ENVELOPES RELUC LTDA         010418324000106BERSA PRODS GRAFICOS                    RUA VICENTE DE PAULA SOUZA S,450-,      SAO BERNARDO CA                         09861690SP32272000050451468222526/3     10102011038ABC                 0912201100000000000812862CC                                                                                                                                                                                                                                                                                                                                                                                           153939-20     000029
1037421003897COBR_CAUC_BIC  GRAFICA DE ENVELOPES RELUC LTDA         010418324000106BERSA PRODS GRAFICOS                    RUA VICENTE DE PAULA SOUZA S,450-,      SAO BERNARDO CA                         09861690SP32272000060451469122526/1     10102011038ABC                 0512201100000000000812619CC                                                                                                                                                                                                                                                                                                                                                                                           153939-21     000030
1037421003897COBR_CAUC_BIC  GRAFICA DE ENVELOPES RELUC LTDA         010418324000106BERSA PRODS GRAFICOS                    RUA VICENTE DE PAULA SOUZA S,450-,      SAO BERNARDO CA                         09861690SP32272000070451486122526/2     13102011038ABC                 0712201100000000000812619CC                                                                                                                                                                                                                                                                                                                                                                                           153939-22     000031
1037421003897COBR_CAUC_BIC  GRAFICA DE ENVELOPES RELUC LTDA         007687869000103ARTEFIX COM ART PAPELARIA               AV MOINHO FABRINI ,1235-,               SAO B CAMPO                             09862000SP32273000010450603520902/4     22082011038ABC                 0212201100000000000970779CC                                                                                                                                                                                                                                                                                                                                                                                           153939-23     000032
1037421003897COBR_CAUC_BIC  GRAFICA DE ENVELOPES RELUC LTDA         007687869000103ARTEFIX COM ART PAPELARIA               AV MOINHO FABRINI ,1235-,               SAO B CAMPO                             09862000SP32273000020451075021951/5     21092011038ABC                 0912201100000000000962531CC                                                                                                                                                                                                                                                                                                                                                                                           153939-24     000033
1037421003897COBR_CAUC_BIC  GRAFICA DE ENVELOPES RELUC LTDA         007687869000103ARTEFIX COM ART PAPELARIA               AV MOINHO FABRINI ,1235-,               SAO B CAMPO                             09862000SP32273000030451085721951/1     21092011038ABC                 0212201100000000000962531CC                                                                                                                                                                                                                                                                                                                                                                                           153939-25     000034
1037421003897COBR_CAUC_BIC  GRAFICA DE ENVELOPES RELUC LTDA         007687869000103ARTEFIX COM ART PAPELARIA               AV MOINHO FABRINI ,1235-,               SAO B CAMPO                             09862000SP32273000040451086521951/2     21092011038ABC                 0512201100000000000962531CC                                                                                                                                                                                                                                                                                                                                                                                           153939-26     000035
1037421003897COBR_CAUC_BIC  GRAFICA DE ENVELOPES RELUC LTDA         007687869000103ARTEFIX COM ART PAPELARIA               AV MOINHO FABRINI ,1235-,               SAO B CAMPO                             09862000SP32273000050451087321951/3     21092011038ABC                 0612201100000000000962531CC                                                                                                                                                                                                                                                                                                                                                                                           153939-27     000036
1037421003897COBR_CAUC_BIC  GRAFICA DE ENVELOPES RELUC LTDA         007687869000103ARTEFIX COM ART PAPELARIA               AV MOINHO FABRINI ,1235-,               SAO B CAMPO                             09862000SP32273000060451088121951/4     21092011038ABC                 0812201100000000000962531CC                                                                                                                                                                                                                                                                                                                                                                                           153939-28     000037
1037421003897COBR_CAUC_BIC  GRAFICA DE ENVELOPES RELUC LTDA         007687869000103ARTEFIX COM ART PAPELARIA               AV MOINHO FABRINI ,1235-,               SAO B CAMPO                             09862000SP32273000070451470422527/2     10102011038ABC                 0812201100000000000865813CC                                                                                                                                                                                                                                                                                                                                                                                           153939-29     000038
1037421003897COBR_CAUC_BIC  GRAFICA DE ENVELOPES RELUC LTDA         007687869000103ARTEFIX COM ART PAPELARIA               AV MOINHO FABRINI ,1235-,               SAO B CAMPO                             09862000SP32273000080451484422527/1     13102011038ABC                 0612201100000000000866813CC                                                                                                                                                                                                                                                                                                                                                                                           153939-30     000039
1037421003897COBR_CAUC_BIC  GRAFICA DE ENVELOPES RELUC LTDA         007687869000103ARTEFIX COM ART PAPELARIA               AV MOINHO FABRINI ,1235-,               SAO B CAMPO                             09862000SP32273000090451485222527/3     13102011038ABC                 0912201100000000000866074CC                                                                                                                                                                                                                                                                                                                                                                                           153939-31     000040
1037421003897COBR_CAUC_BIC  GRAFICA DE ENVELOPES RELUC LTDA         007687869000103ARTEFIX COM ART PAPELARIA               AV MOINHO FABRINI ,1235-,               SAO B CAMPO                             09862000SP32273000100451739823243/1     31102011038ABC                 0902201200000000000900350CC                                                                                                                                                                                                                                                                                                                                                                                           153939-32     000041
1037421003897COBR_CAUC_BIC  GRAFICA DE ENVELOPES RELUC LTDA         007687869000103ARTEFIX COM ART PAPELARIA               AV MOINHO FABRINI ,1235-,               SAO B CAMPO                             09862000SP32273000110451740123243/2     31102011038ABC                 1402201200000000000900350CC                                                                                                                                                                                                                                                                                                                                                                                           153939-33     000042
1037421003897COBR_CAUC_BIC  GRAFICA DE ENVELOPES RELUC LTDA         007687869000103ARTEFIX COM ART PAPELARIA               AV MOINHO FABRINI ,1235-,               SAO B CAMPO                             09862000SP32273000120451741023243/3     31102011038ABC                 2102201200000000000900621CC                                                                                                                                                                                                                                                                                                                                                                                           153939-34     000043
9000042                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               000044
