0REMESSANOTIFICAÇÃO ELETRONICA        99999999999999Bicbanco S/A                            Avenida Paulista                        1048      12º andar BELA VISTA                    SÃO PAULO                     01310100SPBicbanco S/A                                                                    27102011                                                                                                                                                                                                                                                                                                                                                                                                000001
1044421000343DIR_CREDIT     M & K COM E CONSTRUCOES LTDA            008327389000196FUNDACAO JOSE AUGUSTO/FJA               RUA JUNDIAI,641                         NATAL                                   59020120RN3153900001                                                                                                                                          481016637           081220090000011956161/2009-SIN19072011000404execução das obras de revitalização da cidade da criança em natal/rn.                                                                                                                                                                           000938311000104149637-11     000012
1007421047815COBR_CAUC_BIC  EDFORT COMERCIAL IMP E EXP LTDA         047960950044927MAGAZINE LUIZA S/A                      RUA DO COMERCIO, Nº 1924,.              FRANCA                                  14400660SP31547000010087269420737E-1/1  18102011022RIBEIRAO PRETO      0302201200000000002414757CC                                                                                                                                                                                                                                                                                                                                                                                           149637-12     000013
1007421047815COBR_CAUC_BIC  EDFORT COMERCIAL IMP E EXP LTDA         047960950044927MAGAZINE LUIZA S/A                      RUA DO COMERCIO, Nº 1924,.              FRANCA                                  14400660SP31547000020087270820738E-1/1  18102011022RIBEIRAO PRETO      0302201200000000002414757CC                                                                                                                                                                                                                                                                                                                                                                                           149637-13     000014
1007421047815COBR_CAUC_BIC  EDFORT COMERCIAL IMP E EXP LTDA         047960950044927MAGAZINE LUIZA S/A                      RUA DO COMERCIO, Nº 1924,.              FRANCA                                  14400660SP31547000030087271620739E-1/1  18102011022RIBEIRAO PRETO      0302201200000000001207378CC                                                                                                                                                                                                                                                                                                                                                                                           149637-14     000015
1007421047815COBR_CAUC_BIC  EDFORT COMERCIAL IMP E EXP LTDA         047960950044927MAGAZINE LUIZA S/A                      RUA DO COMERCIO, Nº 1924,.              FRANCA                                  14400660SP31547000040087275920807E-1/1  19102011022RIBEIRAO PRETO      3112201100000000001690330CC                                                                                                                                                                                                                                                                                                                                                                                           149637-15     000016
1007421047815COBR_CAUC_BIC  EDFORT COMERCIAL IMP E EXP LTDA         047960950044927MAGAZINE LUIZA S/A                      RUA DO COMERCIO, Nº 1924,.              FRANCA                                  14400660SP31547000050087276720813E-1/1  19102011022RIBEIRAO PRETO      1901201200000000001207378CC                                                                                                                                                                                                                                                                                                                                                                                           149637-16     000017
1007421047815COBR_CAUC_BIC  EDFORT COMERCIAL IMP E EXP LTDA         047960950044927MAGAZINE LUIZA S/A                      RUA DO COMERCIO, Nº 1924,.              FRANCA                                  14400660SP31547000060087277520814E-1/1  19102011022RIBEIRAO PRETO      1901201200000000001207378CC                                                                                                                                                                                                                                                                                                                                                                                           149637-17     000018
1007421047815COBR_CAUC_BIC  EDFORT COMERCIAL IMP E EXP LTDA         064282601020142RICARDO ELETRO DIVINOPOLIS LTDA         R UM, 60 GALPAO GERALDO ROCHA 1400,.    CONTAGEM                                32113500MG31548000010072274916738E-1/1  09082011019BELO HORIZONTE      2212201100000000002492278CC                                                                                                                                                                                                                                                                                                                                                                                           149637-18     000019
1007421047815COBR_CAUC_BIC  EDFORT COMERCIAL IMP E EXP LTDA         064282601020142RICARDO ELETRO DIVINOPOLIS LTDA         R UM, 60 GALPAO GERALDO ROCHA 1400,.    CONTAGEM                                32113500MG31548000020083380020173E-1/4  05102011019BELO HORIZONTE      1801201200000000001212347CC                                                                                                                                                                                                                                                                                                                                                                                           149637-19     000020
1007421047815COBR_CAUC_BIC  EDFORT COMERCIAL IMP E EXP LTDA         064282601020142RICARDO ELETRO DIVINOPOLIS LTDA         R UM, 60 GALPAO GERALDO ROCHA 1400,.    CONTAGEM                                32113500MG31548000030083381820173E-2/4  05102011019BELO HORIZONTE      0202201200000000001212347CC                                                                                                                                                                                                                                                                                                                                                                                           149637-20     000021
1007421047815COBR_CAUC_BIC  EDFORT COMERCIAL IMP E EXP LTDA         064282601020142RICARDO ELETRO DIVINOPOLIS LTDA         R UM, 60 GALPAO GERALDO ROCHA 1400,.    CONTAGEM                                32113500MG31548000040083382620173E-3/4  05102011019BELO HORIZONTE      1702201200000000001212347CC                                                                                                                                                                                                                                                                                                                                                                                           149637-21     000022
1007421047815COBR_CAUC_BIC  EDFORT COMERCIAL IMP E EXP LTDA         064282601020142RICARDO ELETRO DIVINOPOLIS LTDA         R UM, 60 GALPAO GERALDO ROCHA 1400,.    CONTAGEM                                32113500MG31548000050083383420173E-4/4  05102011019BELO HORIZONTE      0303201200000000001212347CC                                                                                                                                                                                                                                                                                                                                                                                           149637-22     000023
1007421047815COBR_CAUC_BIC  EDFORT COMERCIAL IMP E EXP LTDA         064282601020142RICARDO ELETRO DIVINOPOLIS LTDA         R UM, 60 GALPAO GERALDO ROCHA 1400,.    CONTAGEM                                32113500MG31548000060083384220174E-1/4  05102011019BELO HORIZONTE      1801201200000000001233202CC                                                                                                                                                                                                                                                                                                                                                                                           149637-23     000024
1007421047815COBR_CAUC_BIC  EDFORT COMERCIAL IMP E EXP LTDA         064282601020142RICARDO ELETRO DIVINOPOLIS LTDA         R UM, 60 GALPAO GERALDO ROCHA 1400,.    CONTAGEM                                32113500MG31548000070083385120174E-2/4  05102011019BELO HORIZONTE      0202201200000000001233202CC                                                                                                                                                                                                                                                                                                                                                                                           149637-24     000025
1007421047815COBR_CAUC_BIC  EDFORT COMERCIAL IMP E EXP LTDA         064282601020142RICARDO ELETRO DIVINOPOLIS LTDA         R UM, 60 GALPAO GERALDO ROCHA 1400,.    CONTAGEM                                32113500MG31548000080083386920174E-3/4  05102011019BELO HORIZONTE      1702201200000000001233202CC                                                                                                                                                                                                                                                                                                                                                                                           149637-25     000026
1007421047815COBR_CAUC_BIC  EDFORT COMERCIAL IMP E EXP LTDA         064282601020142RICARDO ELETRO DIVINOPOLIS LTDA         R UM, 60 GALPAO GERALDO ROCHA 1400,.    CONTAGEM                                32113500MG31548000090083387720174E-4/4  05102011019BELO HORIZONTE      0303201200000000001233202CC                                                                                                                                                                                                                                                                                                                                                                                           149637-26     000027
1007421047815COBR_CAUC_BIC  EDFORT COMERCIAL IMP E EXP LTDA         047960950044927MAGAZINE LUIZA S/A                      RUA DO COMERCIO, Nº 1924,.              FRANCA                                  14400660SP31549000010072264116724E-1/1  09082011022RIBEIRAO PRETO      2211201100000000001880187CC                                                                                                                                                                                                                                                                                                                                                                                           149637-27     000028
1007421047815COBR_CAUC_BIC  EDFORT COMERCIAL IMP E EXP LTDA         047960950044927MAGAZINE LUIZA S/A                      RUA DO COMERCIO, Nº 1924,.              FRANCA                                  14400660SP31549000020072265016725E-1/1  09082011022RIBEIRAO PRETO      3112201100000000002506916CC                                                                                                                                                                                                                                                                                                                                                                                           149637-28     000029
1007421047815COBR_CAUC_BIC  EDFORT COMERCIAL IMP E EXP LTDA         047960950044927MAGAZINE LUIZA S/A                      RUA DO COMERCIO, Nº 1924,.              FRANCA                                  14400660SP31549000030083433420186E-1/2  05102011022RIBEIRAO PRETO      0202201200000000002211293CC                                                                                                                                                                                                                                                                                                                                                                                           149637-29     000030
1007421047815COBR_CAUC_BIC  EDFORT COMERCIAL IMP E EXP LTDA         047960950044927MAGAZINE LUIZA S/A                      RUA DO COMERCIO, Nº 1924,.              FRANCA                                  14400660SP31549000040083434220186E-2/2  05102011022RIBEIRAO PRETO      1702201200000000002211293CC                                                                                                                                                                                                                                                                                                                                                                                           149637-30     000031
1007421047815COBR_CAUC_BIC  EDFORT COMERCIAL IMP E EXP LTDA         047960950044927MAGAZINE LUIZA S/A                      RUA DO COMERCIO, Nº 1924,.              FRANCA                                  14400660SP31549000050083435120187E-1/2  05102011022RIBEIRAO PRETO      0202201200000000001769034CC                                                                                                                                                                                                                                                                                                                                                                                           149637-31     000032
1007421047815COBR_CAUC_BIC  EDFORT COMERCIAL IMP E EXP LTDA         047960950044927MAGAZINE LUIZA S/A                      RUA DO COMERCIO, Nº 1924,.              FRANCA                                  14400660SP31549000060083436920187E-2/2  05102011022RIBEIRAO PRETO      1702201200000000001769034CC                                                                                                                                                                                                                                                                                                                                                                                           149637-32     000033
1007421047815COBR_CAUC_BIC  EDFORT COMERCIAL IMP E EXP LTDA         033068883000201SOCIEDADE COMERCIAL E IMPORTADORA       AV BRASIL, 44228,.                      RIO DE JANEIRO                          23078900RJ31550000010062677413948E-1/1  09062011014RIO DE JANEIRO      2710201100000000003300000CC                                                                                                                                                                                                                                                                                                                                                                                           149637-33     000034
1007421047815COBR_CAUC_BIC  EDFORT COMERCIAL IMP E EXP LTDA         033068883000201SOCIEDADE COMERCIAL E IMPORTADORA       AV BRASIL, 44228,.                      RIO DE JANEIRO                          23078900RJ31550000020072275716739E-1/1  09082011014RIO DE JANEIRO      2212201100000000001243000CC                                                                                                                                                                                                                                                                                                                                                                                           149637-34     000035
1007421047815COBR_CAUC_BIC  EDFORT COMERCIAL IMP E EXP LTDA         033068883000201SOCIEDADE COMERCIAL E IMPORTADORA       AV BRASIL, 44228,.                      RIO DE JANEIRO                          23078900RJ31550000030072276516740E-1/1  09082011014RIO DE JANEIRO      2212201100000000001243000CC                                                                                                                                                                                                                                                                                                                                                                                           149637-35     000036
1007421047815COBR_CAUC_BIC  EDFORT COMERCIAL IMP E EXP LTDA         033068883000201SOCIEDADE COMERCIAL E IMPORTADORA       AV BRASIL, 44228,.                      RIO DE JANEIRO                          23078900RJ31550000040072277316741E-1/1  09082011014RIO DE JANEIRO      2212201100000000001243000CC                                                                                                                                                                                                                                                                                                                                                                                           149637-36     000037
1007421047815COBR_CAUC_BIC  EDFORT COMERCIAL IMP E EXP LTDA         033068883000201SOCIEDADE COMERCIAL E IMPORTADORA       AV BRASIL, 44228,.                      RIO DE JANEIRO                          23078900RJ31550000050072278116742E-1/1  09082011014RIO DE JANEIRO      2212201100000000001243000CC                                                                                                                                                                                                                                                                                                                                                                                           149637-37     000038
1007421047815COBR_CAUC_BIC  EDFORT COMERCIAL IMP E EXP LTDA         033068883000201SOCIEDADE COMERCIAL E IMPORTADORA       AV BRASIL, 44228,.                      RIO DE JANEIRO                          23078900RJ31550000060072279016743E-1/1  09082011014RIO DE JANEIRO      2212201100000000001243000CC                                                                                                                                                                                                                                                                                                                                                                                           149637-38     000039
1007421047815COBR_CAUC_BIC  EDFORT COMERCIAL IMP E EXP LTDA         033068883000201SOCIEDADE COMERCIAL E IMPORTADORA       AV BRASIL, 44228,.                      RIO DE JANEIRO                          23078900RJ31550000070072280316744E-1/1  09082011014RIO DE JANEIRO      0601201200000000001650000CC                                                                                                                                                                                                                                                                                                                                                                                           149637-39     000040
1007421047815COBR_CAUC_BIC  EDFORT COMERCIAL IMP E EXP LTDA         033068883000201SOCIEDADE COMERCIAL E IMPORTADORA       AV BRASIL, 44228,.                      RIO DE JANEIRO                          23078900RJ31550000080072281116745E-1/1  09082011014RIO DE JANEIRO      0601201200000000001650000CC                                                                                                                                                                                                                                                                                                                                                                                           149637-40     000041
1007421047815COBR_CAUC_BIC  EDFORT COMERCIAL IMP E EXP LTDA         033068883000201SOCIEDADE COMERCIAL E IMPORTADORA       AV BRASIL, 44228,.                      RIO DE JANEIRO                          23078900RJ31550000090072282016746E-1/1  09082011014RIO DE JANEIRO      0601201200000000001650000CC                                                                                                                                                                                                                                                                                                                                                                                           149637-41     000042
1007421047815COBR_CAUC_BIC  EDFORT COMERCIAL IMP E EXP LTDA         033068883000201SOCIEDADE COMERCIAL E IMPORTADORA       AV BRASIL, 44228,.                      RIO DE JANEIRO                          23078900RJ31550000100072283816747E-1/1  09082011014RIO DE JANEIRO      0601201200000000001650000CC                                                                                                                                                                                                                                                                                                                                                                                           149637-42     000043
1007421047815COBR_CAUC_BIC  EDFORT COMERCIAL IMP E EXP LTDA         033068883000201SOCIEDADE COMERCIAL E IMPORTADORA       AV BRASIL, 44228,.                      RIO DE JANEIRO                          23078900RJ31550000110072284616748E-1/1  09082011014RIO DE JANEIRO      0601201200000000001650000CC                                                                                                                                                                                                                                                                                                                                                                                           149637-43     000044
1007421047815COBR_CAUC_BIC  EDFORT COMERCIAL IMP E EXP LTDA         061099834033870ARTHUR LUNDGREN TECIDOS S/A             RUA DA CONSOLACAO, Nº 2411,.            SAO PAULO                               01301909SP31551000010083312520119E-2/2  04102011007PAULISTA            0102201200000000001263341CC                                                                                                                                                                                                                                                                                                                                                                                           149637-44     000045
1007421047815COBR_CAUC_BIC  EDFORT COMERCIAL IMP E EXP LTDA         061099834033870ARTHUR LUNDGREN TECIDOS S/A             RUA DA CONSOLACAO, Nº 2411,.            SAO PAULO                               01301909SP31551000020083313320120E-2/2  04102011007PAULISTA            0102201200000000001263341CC                                                                                                                                                                                                                                                                                                                                                                                           149637-45     000046
1007421047815COBR_CAUC_BIC  EDFORT COMERCIAL IMP E EXP LTDA         061099834033870ARTHUR LUNDGREN TECIDOS S/A             RUA DA CONSOLACAO, Nº 2411,.            SAO PAULO                               01301909SP31551000030083314120121E-2/2  04102011007PAULISTA            0102201200000000001263341CC                                                                                                                                                                                                                                                                                                                                                                                           149637-46     000047
1007421047815COBR_CAUC_BIC  EDFORT COMERCIAL IMP E EXP LTDA         061099834033870ARTHUR LUNDGREN TECIDOS S/A             RUA DA CONSOLACAO, Nº 2411,.            SAO PAULO                               01301909SP31551000040083315020122E-2/2  04102011007PAULISTA            0102201200000000001263341CC                                                                                                                                                                                                                                                                                                                                                                                           149637-47     000048
1007421047815COBR_CAUC_BIC  EDFORT COMERCIAL IMP E EXP LTDA         061099834033870ARTHUR LUNDGREN TECIDOS S/A             RUA DA CONSOLACAO, Nº 2411,.            SAO PAULO                               01301909SP31551000050083316820123E-1/2  04102011007PAULISTA            0201201200000000001314906CC                                                                                                                                                                                                                                                                                                                                                                                           149637-48     000049
1007421047815COBR_CAUC_BIC  EDFORT COMERCIAL IMP E EXP LTDA         061099834033870ARTHUR LUNDGREN TECIDOS S/A             RUA DA CONSOLACAO, Nº 2411,.            SAO PAULO                               01301909SP31551000060083317620123E-2/2  04102011007PAULISTA            0102201200000000001263341CC                                                                                                                                                                                                                                                                                                                                                                                           149637-49     000050
1007421047815COBR_CAUC_BIC  EDFORT COMERCIAL IMP E EXP LTDA         061099834033870ARTHUR LUNDGREN TECIDOS S/A             RUA DA CONSOLACAO, Nº 2411,.            SAO PAULO                               01301909SP31551000070083318420124E-1/2  04102011007PAULISTA            0201201200000000001314906CC                                                                                                                                                                                                                                                                                                                                                                                           149637-50     000051
1007421047815COBR_CAUC_BIC  EDFORT COMERCIAL IMP E EXP LTDA         061099834033870ARTHUR LUNDGREN TECIDOS S/A             RUA DA CONSOLACAO, Nº 2411,.            SAO PAULO                               01301909SP31551000080083319220124E-2/2  04102011007PAULISTA            0102201200000000001263341CC                                                                                                                                                                                                                                                                                                                                                                                           149637-51     000052
1007421047815COBR_CAUC_BIC  EDFORT COMERCIAL IMP E EXP LTDA         061099834033870ARTHUR LUNDGREN TECIDOS S/A             RUA DA CONSOLACAO, Nº 2411,.            SAO PAULO                               01301909SP31551000090083320620125E-2/2  04102011007PAULISTA            0102201200000000000631671CC                                                                                                                                                                                                                                                                                                                                                                                           149637-52     000053
1007421047815COBR_CAUC_BIC  EDFORT COMERCIAL IMP E EXP LTDA         061099834033870ARTHUR LUNDGREN TECIDOS S/A             RUA DA CONSOLACAO, Nº 2411,.            SAO PAULO                               01301909SP31551000100084596420232E-1/2  06102011007PAULISTA            1901201200000000001288865CC                                                                                                                                                                                                                                                                                                                                                                                           149637-53     000054
1007421047815COBR_CAUC_BIC  EDFORT COMERCIAL IMP E EXP LTDA         061099834033870ARTHUR LUNDGREN TECIDOS S/A             RUA DA CONSOLACAO, Nº 2411,.            SAO PAULO                               01301909SP31551000110084597220232E-2/2  06102011007PAULISTA            1802201200000000001289381CC                                                                                                                                                                                                                                                                                                                                                                                           149637-54     000055
1007421047815COBR_CAUC_BIC  EDFORT COMERCIAL IMP E EXP LTDA         061099834033870ARTHUR LUNDGREN TECIDOS S/A             RUA DA CONSOLACAO, Nº 2411,.            SAO PAULO                               01301909SP31551000120084598120233E-1/2  06102011007PAULISTA            0302201200000000001289123CC                                                                                                                                                                                                                                                                                                                                                                                           149637-55     000056
1007421047815COBR_CAUC_BIC  EDFORT COMERCIAL IMP E EXP LTDA         061099834033870ARTHUR LUNDGREN TECIDOS S/A             RUA DA CONSOLACAO, Nº 2411,.            SAO PAULO                               01301909SP31551000130084599920233E-2/2  06102011007PAULISTA            0403201200000000001289123CC                                                                                                                                                                                                                                                                                                                                                                                           149637-56     000057
1007421047815COBR_CAUC_BIC  EDFORT COMERCIAL IMP E EXP LTDA         061099834033870ARTHUR LUNDGREN TECIDOS S/A             RUA DA CONSOLACAO, Nº 2411,.            SAO PAULO                               01301909SP31551000140084600620234E-1/2  06102011007PAULISTA            1901201200000000001288865CC                                                                                                                                                                                                                                                                                                                                                                                           149637-57     000058
1007421047815COBR_CAUC_BIC  EDFORT COMERCIAL IMP E EXP LTDA         061099834033870ARTHUR LUNDGREN TECIDOS S/A             RUA DA CONSOLACAO, Nº 2411,.            SAO PAULO                               01301909SP31551000150084601420234E-2/2  06102011007PAULISTA            1802201200000000001289381CC                                                                                                                                                                                                                                                                                                                                                                                           149637-58     000059
1007421047815COBR_CAUC_BIC  EDFORT COMERCIAL IMP E EXP LTDA         061099834033870ARTHUR LUNDGREN TECIDOS S/A             RUA DA CONSOLACAO, Nº 2411,.            SAO PAULO                               01301909SP31551000160084602220235E-1/2  06102011007PAULISTA            0302201200000000001289123CC                                                                                                                                                                                                                                                                                                                                                                                           149637-59     000060
1007421047815COBR_CAUC_BIC  EDFORT COMERCIAL IMP E EXP LTDA         061099834033870ARTHUR LUNDGREN TECIDOS S/A             RUA DA CONSOLACAO, Nº 2411,.            SAO PAULO                               01301909SP31551000170084603120235E-2/2  06102011007PAULISTA            0403201200000000001289123CC                                                                                                                                                                                                                                                                                                                                                                                           149637-60     000061
1007421047815COBR_CAUC_BIC  EDFORT COMERCIAL IMP E EXP LTDA         001534080009770NOVO MUNDO MOVEIS E UTILIDADES LTD      AV ANHANGUERA Nº 4495,.                 GOIANIA                                 74043011GO31552000010083034720061E-1/1  03102011018GOIANIA             0103201200000000002249975CC                                                                                                                                                                                                                                                                                                                                                                                           149637-61     000062
1007421047815COBR_CAUC_BIC  EDFORT COMERCIAL IMP E EXP LTDA         001534080009770NOVO MUNDO MOVEIS E UTILIDADES LTD      AV ANHANGUERA Nº 4495,.                 GOIANIA                                 74043011GO31552000020083035520062E-1/1  03102011018GOIANIA             0103201200000000002249975CC                                                                                                                                                                                                                                                                                                                                                                                           149637-62     000063
1007421047815COBR_CAUC_BIC  EDFORT COMERCIAL IMP E EXP LTDA         001534080009770NOVO MUNDO MOVEIS E UTILIDADES LTD      AV ANHANGUERA Nº 4495,.                 GOIANIA                                 74043011GO31552000030083036320063E-1/1  03102011018GOIANIA             0103201200000000002249975CC                                                                                                                                                                                                                                                                                                                                                                                           149637-63     000064
1007421047815COBR_CAUC_BIC  EDFORT COMERCIAL IMP E EXP LTDA         001534080009770NOVO MUNDO MOVEIS E UTILIDADES LTD      AV ANHANGUERA Nº 4495,.                 GOIANIA                                 74043011GO31552000040083037120064E-1/1  03102011018GOIANIA             0103201200000000002249975CC                                                                                                                                                                                                                                                                                                                                                                                           149637-64     000065
1007421047815COBR_CAUC_BIC  EDFORT COMERCIAL IMP E EXP LTDA         001534080009770NOVO MUNDO MOVEIS E UTILIDADES LTD      AV ANHANGUERA Nº 4495,.                 GOIANIA                                 74043011GO31552000050083038020065E-1/1  03102011018GOIANIA             0103201200000000002249975CC                                                                                                                                                                                                                                                                                                                                                                                           149637-65     000066
1007421047815COBR_CAUC_BIC  EDFORT COMERCIAL IMP E EXP LTDA         001534080009770NOVO MUNDO MOVEIS E UTILIDADES LTD      AV ANHANGUERA Nº 4495,.                 GOIANIA                                 74043011GO31552000060083039820066E-1/1  03102011018GOIANIA             0103201200000000002249975CC                                                                                                                                                                                                                                                                                                                                                                                           149637-66     000067
1007421047815COBR_CAUC_BIC  EDFORT COMERCIAL IMP E EXP LTDA         001534080009770NOVO MUNDO MOVEIS E UTILIDADES LTD      AV ANHANGUERA Nº 4495,.                 GOIANIA                                 74043011GO31552000070083040120067E-1/1  03102011018GOIANIA             0103201200000000002249975CC                                                                                                                                                                                                                                                                                                                                                                                           149637-67     000068
1007421047815COBR_CAUC_BIC  EDFORT COMERCIAL IMP E EXP LTDA         001534080009770NOVO MUNDO MOVEIS E UTILIDADES LTD      AV ANHANGUERA Nº 4495,.                 GOIANIA                                 74043011GO31552000080083041020068E-1/1  03102011018GOIANIA             0103201200000000001574982CC                                                                                                                                                                                                                                                                                                                                                                                           149637-68     000069
1007421047815COBR_CAUC_BIC  EDFORT COMERCIAL IMP E EXP LTDA         001534080009770NOVO MUNDO MOVEIS E UTILIDADES LTD      AV ANHANGUERA Nº 4495,.                 GOIANIA                                 74043011GO31552000090084605720244E-1/2  06102011018GOIANIA             1901201200000000001124762CC                                                                                                                                                                                                                                                                                                                                                                                           149637-69     000070
1007421047815COBR_CAUC_BIC  EDFORT COMERCIAL IMP E EXP LTDA         001534080009770NOVO MUNDO MOVEIS E UTILIDADES LTD      AV ANHANGUERA Nº 4495,.                 GOIANIA                                 74043011GO31552000100084606520244E-2/2  06102011018GOIANIA             1802201200000000001125212CC                                                                                                                                                                                                                                                                                                                                                                                           149637-70     000071
1007421047815COBR_CAUC_BIC  EDFORT COMERCIAL IMP E EXP LTDA         001534080009770NOVO MUNDO MOVEIS E UTILIDADES LTD      AV ANHANGUERA Nº 4495,.                 GOIANIA                                 74043011GO31552000110084607320245E-1/2  06102011018GOIANIA             0302201200000000001124987CC                                                                                                                                                                                                                                                                                                                                                                                           149637-71     000072
1007421047815COBR_CAUC_BIC  EDFORT COMERCIAL IMP E EXP LTDA         001534080009770NOVO MUNDO MOVEIS E UTILIDADES LTD      AV ANHANGUERA Nº 4495,.                 GOIANIA                                 74043011GO31552000120084608120245E-2/2  06102011018GOIANIA             0403201200000000001124987CC                                                                                                                                                                                                                                                                                                                                                                                           149637-72     000073
9000072                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               000074
