0REMESSANOTIFICAÇÃO ELETRONICA        99999999999999Bicbanco S/A                            Avenida Paulista                        1048      12º andar BELA VISTA                    SÃO PAULO                     01310100SPBicbanco S/A                                                                    10092010                                                                                                                                                                                                                                                                                                                                                                                                000001
1007421044069COBR_CAUC_COR  REFREX EVAPORADORES                     059105999003959WHIRLPOOL S/A                           RUA DONA FRANCISCA,7200                 JOINVILLE                               89219900SC24040000050002924514349       07082010900BRADESCO S/A        0512201000000000001000602CC                                                                                                                                                                                                                                                                                                                                                                                           110611-20     000021
1007421044069COBR_CAUC_COR  REFREX EVAPORADORES                     059105999003959WHIRLPOOL S/A                           RUA DONA FRANCISCA,7200                 JOINVILLE                               89219900SC24040000060002925314347       07082010900BRADESCO S/A        0512201000000000000908565CC                                                                                                                                                                                                                                                                                                                                                                                           110611-21     000022
1007421044069COBR_CAUC_COR  REFREX EVAPORADORES                     059105999003959WHIRLPOOL S/A                           RUA DONA FRANCISCA,7200                 JOINVILLE                               89219900SC24040000070002926114345       07082010900BRADESCO S/A        0512201000000000000908565CC                                                                                                                                                                                                                                                                                                                                                                                           110611-22     000023
1007421044069COBR_CAUC_COR  REFREX EVAPORADORES                     059105999003959WHIRLPOOL S/A                           RUA DONA FRANCISCA,7200                 JOINVILLE                               89219900SC24040000080002927014339       06082010900BRADESCO S/A        0412201000000000000908565CC                                                                                                                                                                                                                                                                                                                                                                                           110611-23     000024
1007421044069COBR_CAUC_COR  REFREX EVAPORADORES                     059105999003959WHIRLPOOL S/A                           RUA DONA FRANCISCA,7200                 JOINVILLE                               89219900SC2404000009000292882601        04082010900BRADESCO S/A        0101201100000000002115115CC                                                                                                                                                                                                                                                                                                                                                                                           110611-24     000025
1007421044069COBR_CAUC_COR  REFREX EVAPORADORES                     059105999003959WHIRLPOOL S/A                           RUA DONA FRANCISCA,7200                 JOINVILLE                               89219900SC24040000100003819814469       12082010900BRADESCO S/A        1012201000000000004776061CC                                                                                                                                                                                                                                                                                                                                                                                           110611-25     000026
1007421044069COBR_CAUC_COR  REFREX EVAPORADORES                     076487032000125ELECTROLUX DO BRASIL S/A                RUA MINISTRO GABRIEL PASSOS,360         CURITIBA                                81520620PR2404100001000308474641        10082010600HSBC BANK BRASIL    0812201000000000000578659CC                                                                                                                                                                                                                                                                                                                                                                                           110611-26     000027
1007421044069COBR_CAUC_COR  REFREX EVAPORADORES                     076487032000125ELECTROLUX DO BRASIL S/A                RUA MINISTRO GABRIEL PASSOS,360         CURITIBA                                81520620PR24041000020002627114263       04082010600HSBC BANK BRASIL    0212201000000000004922060CC                                                                                                                                                                                                                                                                                                                                                                                           110611-27     000028
1007421044069COBR_CAUC_COR  REFREX EVAPORADORES                     076487032000125ELECTROLUX DO BRASIL S/A                RUA MINISTRO GABRIEL PASSOS,360         CURITIBA                                81520620PR24041000030002628914272       04082010600HSBC BANK BRASIL    0212201000000000000232424CC                                                                                                                                                                                                                                                                                                                                                                                           110611-28     000029
1007421044069COBR_CAUC_COR  REFREX EVAPORADORES                     076487032000125ELECTROLUX DO BRASIL S/A                RUA MINISTRO GABRIEL PASSOS,360         CURITIBA                                81520620PR24041000040002629714274       04082010600HSBC BANK BRASIL    0212201000000000000232424CC                                                                                                                                                                                                                                                                                                                                                                                           110611-29     000030
1007421044069COBR_CAUC_COR  REFREX EVAPORADORES                     076487032000125ELECTROLUX DO BRASIL S/A                RUA MINISTRO GABRIEL PASSOS,360         CURITIBA                                81520620PR24041000050002630114276       04082010600HSBC BANK BRASIL    0112201000000000000232424CC                                                                                                                                                                                                                                                                                                                                                                                           110611-30     000031
1007421044069COBR_CAUC_COR  REFREX EVAPORADORES                     076487032000125ELECTROLUX DO BRASIL S/A                RUA MINISTRO GABRIEL PASSOS,360         CURITIBA                                81520620PR24041000060002631914278       04082010600HSBC BANK BRASIL    0212201000000000000267784CC                                                                                                                                                                                                                                                                                                                                                                                           110611-31     000032
1007421044069COBR_CAUC_COR  REFREX EVAPORADORES                     076487032000125ELECTROLUX DO BRASIL S/A                RUA MINISTRO GABRIEL PASSOS,360         CURITIBA                                81520620PR24041000070002632714280       04082010600HSBC BANK BRASIL    0212201000000000000267784CC                                                                                                                                                                                                                                                                                                                                                                                           110611-32     000033
1007421044069COBR_CAUC_COR  REFREX EVAPORADORES                     076487032000125ELECTROLUX DO BRASIL S/A                RUA MINISTRO GABRIEL PASSOS,360         CURITIBA                                81520620PR24041000080002634314289       05082010600HSBC BANK BRASIL    0312201000000000000767993CC                                                                                                                                                                                                                                                                                                                                                                                           110611-33     000034
1007421044069COBR_CAUC_COR  REFREX EVAPORADORES                     076487032000125ELECTROLUX DO BRASIL S/A                RUA MINISTRO GABRIEL PASSOS,360         CURITIBA                                81520620PR2404100009000291724590        09082010600HSBC BANK BRASIL    0712201000000000000888593CC                                                                                                                                                                                                                                                                                                                                                                                           110611-34     000035
1007421044069COBR_CAUC_COR  REFREX EVAPORADORES                     076487032000125ELECTROLUX DO BRASIL S/A                RUA MINISTRO GABRIEL PASSOS,360         CURITIBA                                81520620PR2404100010000291814587        06082010600HSBC BANK BRASIL    0412201000000000000489288CC                                                                                                                                                                                                                                                                                                                                                                                           110611-35     000036
1007421044069COBR_CAUC_COR  REFREX EVAPORADORES                     076487032000125ELECTROLUX DO BRASIL S/A                RUA MINISTRO GABRIEL PASSOS,360         CURITIBA                                81520620PR24041000110002919914363       09082010600HSBC BANK BRASIL    0712201000000000001338922CC                                                                                                                                                                                                                                                                                                                                                                                           110611-36     000037
1007421044069COBR_CAUC_COR  REFREX EVAPORADORES                     076487032000125ELECTROLUX DO BRASIL S/A                RUA MINISTRO GABRIEL PASSOS,360         CURITIBA                                81520620PR24041000120002920214361       09082010600HSBC BANK BRASIL    0712201000000000001162121CC                                                                                                                                                                                                                                                                                                                                                                                           110611-37     000038
1007421044069COBR_CAUC_COR  REFREX EVAPORADORES                     076487032000125ELECTROLUX DO BRASIL S/A                RUA MINISTRO GABRIEL PASSOS,360         CURITIBA                                81520620PR24041000130002921114337       06082010600HSBC BANK BRASIL    0412201000000000000464848CC                                                                                                                                                                                                                                                                                                                                                                                           110611-38     000039
1007421044069COBR_CAUC_COR  REFREX EVAPORADORES                     076487032000125ELECTROLUX DO BRASIL S/A                RUA MINISTRO GABRIEL PASSOS,360         CURITIBA                                81520620PR24041000140002922914335       06082010600HSBC BANK BRASIL    0412201000000000000464848CC                                                                                                                                                                                                                                                                                                                                                                                           110611-39     000040
1007421044069COBR_CAUC_COR  REFREX EVAPORADORES                     076487032000125ELECTROLUX DO BRASIL S/A                RUA MINISTRO GABRIEL PASSOS,360         CURITIBA                                81520620PR2404100015000306774593        09082010600HSBC BANK BRASIL    0712201000000000000710728CC                                                                                                                                                                                                                                                                                                                                                                                           110611-40     000041
1007421044069COBR_CAUC_COR  REFREX EVAPORADORES                     076487032000125ELECTROLUX DO BRASIL S/A                RUA MINISTRO GABRIEL PASSOS,360         CURITIBA                                81520620PR2404100016000306854637        10082010600HSBC BANK BRASIL    0812201000000000000578659CC                                                                                                                                                                                                                                                                                                                                                                                           110611-41     000042
1007421044069COBR_CAUC_COR  REFREX EVAPORADORES                     076487032000125ELECTROLUX DO BRASIL S/A                RUA MINISTRO GABRIEL PASSOS,360         CURITIBA                                81520620PR2404100017000306934635        10082010600HSBC BANK BRASIL    0812201000000000000578659CC                                                                                                                                                                                                                                                                                                                                                                                           110611-42     000043
1007421044069COBR_CAUC_COR  REFREX EVAPORADORES                     076487032000125ELECTROLUX DO BRASIL S/A                RUA MINISTRO GABRIEL PASSOS,360         CURITIBA                                81520620PR2404100018000307074634        10082010600HSBC BANK BRASIL    0812201000000000000578659CC                                                                                                                                                                                                                                                                                                                                                                                           110611-43     000044
1007421044069COBR_CAUC_COR  REFREX EVAPORADORES                     076487032000125ELECTROLUX DO BRASIL S/A                RUA MINISTRO GABRIEL PASSOS,360         CURITIBA                                81520620PR2404100019000307154633        10082010600HSBC BANK BRASIL    0812201000000000000578659CC                                                                                                                                                                                                                                                                                                                                                                                           110611-44     000045
1007421044069COBR_CAUC_COR  REFREX EVAPORADORES                     076487032000125ELECTROLUX DO BRASIL S/A                RUA MINISTRO GABRIEL PASSOS,360         CURITIBA                                81520620PR2404100020000307234631        10082010600HSBC BANK BRASIL    0812201000000000000578659CC                                                                                                                                                                                                                                                                                                                                                                                           110611-45     000046
1007421044069COBR_CAUC_COR  REFREX EVAPORADORES                     076487032000125ELECTROLUX DO BRASIL S/A                RUA MINISTRO GABRIEL PASSOS,360         CURITIBA                                81520620PR2404100021000307314632        10082010600HSBC BANK BRASIL    0812201000000000000578659CC                                                                                                                                                                                                                                                                                                                                                                                           110611-46     000047
1007421044069COBR_CAUC_COR  REFREX EVAPORADORES                     076487032000125ELECTROLUX DO BRASIL S/A                RUA MINISTRO GABRIEL PASSOS,360         CURITIBA                                81520620PR2404100022000307404629        10082010600HSBC BANK BRASIL    0812201000000000000588266CC                                                                                                                                                                                                                                                                                                                                                                                           110611-47     000048
1007421044069COBR_CAUC_COR  REFREX EVAPORADORES                     076487032000125ELECTROLUX DO BRASIL S/A                RUA MINISTRO GABRIEL PASSOS,360         CURITIBA                                81520620PR2404100023000307584630        10082010600HSBC BANK BRASIL    0812201000000000000578659CC                                                                                                                                                                                                                                                                                                                                                                                           110611-48     000049
1007421044069COBR_CAUC_COR  REFREX EVAPORADORES                     076487032000125ELECTROLUX DO BRASIL S/A                RUA MINISTRO GABRIEL PASSOS,360         CURITIBA                                81520620PR2404100024000307664636        10082010600HSBC BANK BRASIL    0812201000000000000578659CC                                                                                                                                                                                                                                                                                                                                                                                           110611-49     000050
1007421044069COBR_CAUC_COR  REFREX EVAPORADORES                     076487032000125ELECTROLUX DO BRASIL S/A                RUA MINISTRO GABRIEL PASSOS,360         CURITIBA                                81520620PR2404100025000307744638        10082010600HSBC BANK BRASIL    0812201000000000000578659CC                                                                                                                                                                                                                                                                                                                                                                                           110611-50     000051
1007421044069COBR_CAUC_COR  REFREX EVAPORADORES                     076487032000125ELECTROLUX DO BRASIL S/A                RUA MINISTRO GABRIEL PASSOS,360         CURITIBA                                81520620PR2404100026000307824605        09082010600HSBC BANK BRASIL    0712201000000000000638140CC                                                                                                                                                                                                                                                                                                                                                                                           110611-51     000052
1007421044069COBR_CAUC_COR  REFREX EVAPORADORES                     076487032000125ELECTROLUX DO BRASIL S/A                RUA MINISTRO GABRIEL PASSOS,360         CURITIBA                                81520620PR2404100027000307914606        09082010600HSBC BANK BRASIL    0712201000000000000638140CC                                                                                                                                                                                                                                                                                                                                                                                           110611-52     000053
1007421044069COBR_CAUC_COR  REFREX EVAPORADORES                     076487032000125ELECTROLUX DO BRASIL S/A                RUA MINISTRO GABRIEL PASSOS,360         CURITIBA                                81520620PR2404100028000308044608        09082010600HSBC BANK BRASIL    0712201000000000000638140CC                                                                                                                                                                                                                                                                                                                                                                                           110611-53     000054
1007421044069COBR_CAUC_COR  REFREX EVAPORADORES                     076487032000125ELECTROLUX DO BRASIL S/A                RUA MINISTRO GABRIEL PASSOS,360         CURITIBA                                81520620PR2404100029000308124612        09082010600HSBC BANK BRASIL    0712201000000000000510512CC                                                                                                                                                                                                                                                                                                                                                                                           110611-54     000055
1007421044069COBR_CAUC_COR  REFREX EVAPORADORES                     076487032000125ELECTROLUX DO BRASIL S/A                RUA MINISTRO GABRIEL PASSOS,360         CURITIBA                                81520620PR2404100030000308214617        09082010600HSBC BANK BRASIL    0712201000000000000638140CC                                                                                                                                                                                                                                                                                                                                                                                           110611-55     000056
1007421044069COBR_CAUC_COR  REFREX EVAPORADORES                     076487032000125ELECTROLUX DO BRASIL S/A                RUA MINISTRO GABRIEL PASSOS,360         CURITIBA                                81520620PR2404100031000308394640        10082010600HSBC BANK BRASIL    0812201000000000000578659CC                                                                                                                                                                                                                                                                                                                                                                                           110611-56     000057
1007421044069COBR_CAUC_COR  REFREX EVAPORADORES                     076487032000125ELECTROLUX DO BRASIL S/A                RUA MINISTRO GABRIEL PASSOS,360         CURITIBA                                81520620PR2404100032000308554639        10082010600HSBC BANK BRASIL    0812201000000000000578659CC                                                                                                                                                                                                                                                                                                                                                                                           110611-57     000058
1007421044069COBR_CAUC_COR  REFREX EVAPORADORES                     076487032000125ELECTROLUX DO BRASIL S/A                RUA MINISTRO GABRIEL PASSOS,360         CURITIBA                                81520620PR2404100033000308634626        10082010600HSBC BANK BRASIL    0812201000000000001167276CC                                                                                                                                                                                                                                                                                                                                                                                           110611-58     000059
1007421044069COBR_CAUC_COR  REFREX EVAPORADORES                     076487032000125ELECTROLUX DO BRASIL S/A                RUA MINISTRO GABRIEL PASSOS,360         CURITIBA                                81520620PR24041000340003818014402       10082010600HSBC BANK BRASIL    0812201000000000001162121CC                                                                                                                                                                                                                                                                                                                                                                                           110611-59     000060
1007421044069COBR_CAUC_COR  REFREX EVAPORADORES                     076487032000125ELECTROLUX DO BRASIL S/A                RUA MINISTRO GABRIEL PASSOS,360         CURITIBA                                81520620PR2404100035000382282324,24     11082010600HSBC BANK BRASIL    0912201000000000000232424CC                                                                                                                                                                                                                                                                                                                                                                                           110611-60     000061
1007421044069COBR_CAUC_COR  REFREX EVAPORADORES                     076487032000125ELECTROLUX DO BRASIL S/A                RUA MINISTRO GABRIEL PASSOS,360         CURITIBA                                81520620PR24041000360003823614432       11082010600HSBC BANK BRASIL    0912201000000000000232424CC                                                                                                                                                                                                                                                                                                                                                                                           110611-61     000062
1007421044069COBR_CAUC_COR  REFREX EVAPORADORES                     076487032000125ELECTROLUX DO BRASIL S/A                RUA MINISTRO GABRIEL PASSOS,360         CURITIBA                                81520620PR24041000370003824414410       11082010600HSBC BANK BRASIL    0912201000000000000535569CC                                                                                                                                                                                                                                                                                                                                                                                           110611-62     000063
1007421044069COBR_CAUC_COR  REFREX EVAPORADORES                     076487032000125ELECTROLUX DO BRASIL S/A                RUA MINISTRO GABRIEL PASSOS,360         CURITIBA                                81520620PR24041000380003825214414       11082010600HSBC BANK BRASIL    0912201000000000000535569CC                                                                                                                                                                                                                                                                                                                                                                                           110611-63     000064
1007421044069COBR_CAUC_COR  REFREX EVAPORADORES                     076487032000125ELECTROLUX DO BRASIL S/A                RUA MINISTRO GABRIEL PASSOS,360         CURITIBA                                81520620PR24041000390003826114416       11082010600HSBC BANK BRASIL    0912201000000000000267784CC                                                                                                                                                                                                                                                                                                                                                                                           110611-64     000065
1007421044069COBR_CAUC_COR  REFREX EVAPORADORES                     076487032000125ELECTROLUX DO BRASIL S/A                RUA MINISTRO GABRIEL PASSOS,360         CURITIBA                                81520620PR24041000400003827914418       11082010600HSBC BANK BRASIL    0912201000000000000267784CC                                                                                                                                                                                                                                                                                                                                                                                           110611-65     000066
1007421044069COBR_CAUC_COR  REFREX EVAPORADORES                     076487032000125ELECTROLUX DO BRASIL S/A                RUA MINISTRO GABRIEL PASSOS,360         CURITIBA                                81520620PR24041000410003828714420       11082010600HSBC BANK BRASIL    0912201000000000000267784CC                                                                                                                                                                                                                                                                                                                                                                                           110611-66     000067
1007421044069COBR_CAUC_COR  REFREX EVAPORADORES                     076487032000125ELECTROLUX DO BRASIL S/A                RUA MINISTRO GABRIEL PASSOS,360         CURITIBA                                81520620PR24041000420003829514422       11082010600HSBC BANK BRASIL    0912201000000000000267784CC                                                                                                                                                                                                                                                                                                                                                                                           110611-67     000068
1007421044069COBR_CAUC_COR  REFREX EVAPORADORES                     076487032000125ELECTROLUX DO BRASIL S/A                RUA MINISTRO GABRIEL PASSOS,360         CURITIBA                                81520620PR24041000430003830914424       11082010600HSBC BANK BRASIL    0912201000000000000464848CC                                                                                                                                                                                                                                                                                                                                                                                           110611-68     000069
1007421044069COBR_CAUC_COR  REFREX EVAPORADORES                     076487032000125ELECTROLUX DO BRASIL S/A                RUA MINISTRO GABRIEL PASSOS,360         CURITIBA                                81520620PR24041000440003831714426       11082010600HSBC BANK BRASIL    0912201000000000000464848CC                                                                                                                                                                                                                                                                                                                                                                                           110611-69     000070
1007421044069COBR_CAUC_COR  REFREX EVAPORADORES                     076487032000125ELECTROLUX DO BRASIL S/A                RUA MINISTRO GABRIEL PASSOS,360         CURITIBA                                81520620PR24041000450003832514428       11082010600HSBC BANK BRASIL    0912201000000000000464848CC                                                                                                                                                                                                                                                                                                                                                                                           110611-70     000071
1007421044069COBR_CAUC_COR  REFREX EVAPORADORES                     076487032000125ELECTROLUX DO BRASIL S/A                RUA MINISTRO GABRIEL PASSOS,360         CURITIBA                                81520620PR24041000460003833314430       11082010600HSBC BANK BRASIL    0912201000000000000232424CC                                                                                                                                                                                                                                                                                                                                                                                           110611-71     000072
1007421044069COBR_CAUC_COR  REFREX EVAPORADORES                     076487032000125ELECTROLUX DO BRASIL S/A                RUA MINISTRO GABRIEL PASSOS,360         CURITIBA                                81520620PR2404100047000383684661        12082010600HSBC BANK BRASIL    1012201000000000000913445CC                                                                                                                                                                                                                                                                                                                                                                                           110611-72     000073
1007421044069COBR_CAUC_COR  REFREX EVAPORADORES                     076487032000125ELECTROLUX DO BRASIL S/A                RUA MINISTRO GABRIEL PASSOS,360         CURITIBA                                81520620PR2404100048000383764664        12082010600HSBC BANK BRASIL    1012201000000000000433994CC                                                                                                                                                                                                                                                                                                                                                                                           110611-73     000074
1047421000232COBR_CAUC_BIC  JOFER EMBALAGENS LTDA.                  000190373000172IND. E COM. DE COSMETICOS NATURA L      LAMEDA JURUA, 253                       BARUERI                                 06455010SP2404200001002987660011227     31082010007PAULISTA            1411201000000000112926148CC                                                                                                                                                                                                                                                                                                                                                                                           110612-1      000075
1031420932046COBR_CAUC_BIC  PALMALI INDL.DE ALIMENTOS LTDA          074101569000341AGRICOLA JANDELLE S/A.                  AV ITAMARATY                            ROLANDIA                                86600000PR240430000104745157NE 0007921  03092010031LONDRINA            1810201000000000100000000CC                                                                                                                                                                                                                                                                                                                                                                                           110612-2      000076
1031420932046COBR_CAUC_BIC  PALMALI INDL.DE ALIMENTOS LTDA          074101569000341AGRICOLA JANDELLE S/A.                  AV ITAMARATY                            ROLANDIA                                86600000PR240430000204745165NE 0309501  03092010031LONDRINA            1811201000000000100000000CC                                                                                                                                                                                                                                                                                                                                                                                           110612-3      000077
1031420932046COBR_CAUC_BIC  PALMALI INDL.DE ALIMENTOS LTDA          074101569000341AGRICOLA JANDELLE S/A.                  AV ITAMARATY                            ROLANDIA                                86600000PR240430000304745173NE 0309511  03092010031LONDRINA            1812201000000000100000000CC                                                                                                                                                                                                                                                                                                                                                                                           110612-4      000078
1046421003772COBR_CAUC_BIC  INDUSTRIAL PAGE LTDA                    037129244002122LIDER ARMAZENS GERAIS LTDA.             SCN - QD 04 - BL B - SL 703. - EDIFIC   BRASILIA                                70714000DF24044000010080875362528/13    04122009009BRASILIA            3009201000000000017592500CC                                                                                                                                                                                                                                                                                                                                                                                           110612-5      000079
1046421003772COBR_CAUC_BIC  INDUSTRIAL PAGE LTDA                    085070068000280GONCALVES E TORTOLA S/A.                ESTRADA MARINGA, LOTE 152, CX POSTAL    MARINGA                                 87070000PR240450000100808702821/43      03092010016CURITIBA            3012201000000000021268200CC                                                                                                                                                                                                                                                                                                                                                                                           110612-6      000080
1046421004299COBR_CAUC_BIC  PLASTICOS ZANOTTI LTDA                  005120418000156ELSTER MEDICAO DE ENERGIA LTDA          RUA MARCOS WAINSTEIN,447                CACHOEIRINHA                            94930360RS240460000100808761058924-01   31082010015PORTO ALEGRE        0211201000000000013935834CC                                                                                                                                                                                                                                                                                                                                                                                           110612-7      000081
1019421010950COBR_CAUC_BIC  SAFE CAPITAL FOMENTO MERCANTIL LTDA     020520862003763A.R.G. LTDA - CONCEICAO DO MATO DE      AV RAJA GABAGLIA,1255-11O ANDAR         BELO HORIZONTE                          31975320MG240470000105327284120         25082010019BELO HORIZONTE      0510201000000000019458370CC                                                                                                                                                                                                                                                                                                                                                                                           110612-8      000082
9000081                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               000083
